Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-1-1, -4, 62, 6, , 
2014-1-2, -4, 61, 6, , 
2014-1-3, 8, 77, 13, Snow, 
2014-1-4, 16, 72, 11, Rain-Snow, 
2014-1-5, -10, 61, 13, , 
2014-1-6, -16, 63, 15, Snow, 
2014-1-7, -6, 67, 4, , 
2014-1-8, -3, 69, 5, , 
2014-1-9, 4, 75, 10, , 
2014-1-10, 23, 91, 10, Snow, 
2014-1-11, 26, 85, 6, , 
2014-1-12, 30, 76, 6, , 
2014-1-13, 28, 77, 7, Snow, 
2014-1-14, 18, 80, 12, Fog-Snow, 
2014-1-15, 12, 75, 9, Snow, 
2014-1-16, 21, 71, 13, Snow, 
2014-1-17, 6, 69, 12, , 
2014-1-18, 15, 78, 10, Fog-Snow, 
2014-1-19, 28, 73, 8, , 
2014-1-20, 15, 66, 12, Snow, 
2014-1-21, -4, 68, 8, Snow, 
2014-1-22, 2, 65, 12, Snow, 
2014-1-23, -10, 69, 11, , 
2014-1-24, 16, 74, 10, Fog-Snow, 
2014-1-25, 11, 60, 18, Snow, 
2014-1-26, 6, 72, 12, Snow, 
2014-1-27, -10, 59, 15, , 
2014-1-28, -7, 65, 6, , 
2014-1-29, 10, 66, 4, , 
2014-1-30, 13, 77, 7, Fog-Snow, 
2014-1-31, 0, 70, 6, , 
2014-2-1, 10, 68, 8, Snow, 
2014-2-2, 2, 73, 6, , 
2014-2-3, 6, 76, 4, , 
2014-2-4, 4, 71, 4, , 
2014-2-5, 0, 61, 12, , 
2014-2-6, 2, 65, 12, , 
2014-2-7, 4, 63, 7, , 
2014-2-8, 2, 79, 5, Snow, 
2014-2-9, 2, 65, 12, , 
2014-2-10, -2, 66, 8, , 
2014-2-11, -2, 75, 4, Fog-Snow, 
2014-2-12, 17, 81, 7, Snow, 
2014-2-13, 19, 76, 15, Snow, 
2014-2-14, 8, 69, 10, , 
2014-2-15, 10, 80, 8, Fog-Snow, 
2014-2-16, 11, 70, 8, , 
2014-2-17, 19, 84, 13, Fog-Snow, 
2014-2-18, 30, 73, 6, , 
2014-2-19, 27, 79, 5, Fog, 
2014-2-20, 28, 84, 11, Rain-Snow, 
2014-2-21, 12, 74, 21, Snow, 
2014-2-22, 10, 66, 13, , 
2014-2-23, 10, 64, 13, , 
2014-2-24, 6, 67, 12, Snow, 
2014-2-25, 1, 63, 14, , 
2014-2-26, 5, 62, 13, , 
2014-2-27, -6, 51, 11, , 
2014-2-28, 4, 68, 10, Snow, 
2014-3-1, 2, 56, 14, , 
2014-3-2, -5, 55, 11, , 
2014-3-3, 0, 70, 6, Snow, 
2014-3-4, 13, 67, 7, Snow, 
2014-3-5, 18, 61, 6, , 
2014-3-6, 18, 75, 13, , 
2014-3-7, 28, 78, 10, , 
2014-3-8, 22, 65, 8, , 
2014-3-9, 29, 71, 7, , 
2014-3-10, 38, 74, 3, , 
2014-3-11, 38, 60, 8, , 
2014-3-12, 24, 58, 13, , 
2014-3-13, 32, 74, 8, , 
2014-3-14, 34, 68, 11, , 
2014-3-15, 24, 58, 8, , 
2014-3-16, 17, 54, 8, , 
2014-3-17, 28, 74, 15, Rain-Snow, 
2014-3-18, 33, 75, 8, Fog-Snow, 
2014-3-19, 32, 78, 11, Snow, 
2014-3-20, 31, 77, 3, , 
2014-3-21, 36, 71, 12, , 
2014-3-22, 16, 60, 17, , 
2014-3-23, 17, 59, 9, , 
2014-3-24, 22, 74, 5, Fog-Snow, 
2014-3-25, 16, 53, 16, , 
2014-3-26, 24, 62, 10, , 
2014-3-27, 34, 90, 11, Rain-Snow, 
2014-3-28, 32, 62, 11, , 
2014-3-29, 31, 57, 6, , 
2014-3-30, 45, 66, 11, , 
2014-3-31, 42, 72, 11, Rain-Thunderstorm, 
2014-4-1, 28, 75, 15, Snow, 
2014-4-2, 31, 59, 8, , 
2014-4-3, 34, 84, 9, Fog-Rain-Snow, 
2014-4-4, 32, 83, 13, Fog-Snow, 
2014-4-5, 36, 79, 5, , 
2014-4-6, 50, 61, 8, , 
2014-4-7, 47, 79, 4, Fog, 
2014-4-8, 43, 54, 11, , 
2014-4-9, 50, 53, 8, , 
2014-4-10, 54, 37, 16, , 
2014-4-11, 51, 50, 3, , 
2014-4-12, 50, 72, 9, Rain, 
2014-4-13, 40, 76, 10, , 
2014-4-14, 32, 45, 21, , 
2014-4-15, 28, 41, 9, , 
2014-4-16, 34, 78, 11, Rain-Snow, 
2014-4-17, 36, 79, 14, Snow, 
2014-4-18, 38, 65, 4, , 
2014-4-19, 53, 71, 13, Fog-Rain, 
2014-4-20, 59, 84, 2, Fog-Rain, 
2014-4-21, 58, 61, 12, Rain, 
2014-4-22, 46, 47, 10, , 
2014-4-23, 44, 65, 11, Rain, 
2014-4-24, 42, 90, 10, Rain, 
2014-4-25, 48, 84, 3, Fog, 
2014-4-26, 46, 59, 9, Rain, 
2014-4-27, 42, 83, 17, Rain-Thunderstorm, 
2014-4-28, 43, 81, 15, Rain, 
2014-4-29, 39, 88, 14, Rain-Snow, 
2014-4-30, 40, 85, 12, Rain, 
2014-5-1, 42, 80, 14, Rain, 
2014-5-2, 50, 70, 5, , 
2014-5-3, 52, 51, 13, , 
2014-5-4, 46, 47, 9, , 
2014-5-5, 57, 41, 5, , 
2014-5-6, 56, 45, 12, , 
2014-5-7, 58, 61, 12, Thunderstorm, 
2014-5-8, 60, 87, 9, Rain-Thunderstorm, 
2014-5-9, 54, 78, 10, , 
2014-5-10, 54, 69, 5, Rain-Thunderstorm, 
2014-5-11, 57, 87, 3, Fog-Rain-Thunderstorm, 
2014-5-12, 57, 92, 9, Rain-Thunderstorm, 
2014-5-13, 49, 69, 14, , 
2014-5-14, 48, 53, 6, , 
2014-5-15, 44, 57, 12, , 
2014-5-16, 46, 49, 6, , 
2014-5-17, 54, 43, 5, , 
2014-5-18, 60, 41, 6, , 
2014-5-19, 54, 86, 13, Fog-Rain-Thunderstorm, 
2014-5-20, 63, 84, 3, Fog, 
2014-5-21, 60, 66, 9, , 
2014-5-22, 58, 61, 4, , 
2014-5-23, 62, 58, 3, , 
2014-5-24, 67, 53, 7, , 
2014-5-25, 68, 59, 7, , 
2014-5-26, 72, 72, 6, Rain, 
2014-5-27, 68, 88, 7, Rain, 
2014-5-28, 70, 65, 4, , 
2014-5-29, 68, 58, 3, , 
2014-5-30, 72, 54, 6, , 
2014-5-31, 76, 80, 8, Rain-Thunderstorm, 
2014-6-1, 68, 92, 7, Rain-Thunderstorm, 
2014-6-2, 72, 83, 7, Rain, 
2014-6-3, 66, 59, 12, , 
2014-6-4, 70, 60, 3, , 
2014-6-5, 70, 69, 6, Rain-Thunderstorm, 
2014-6-6, 70, 68, 4, Rain, 
2014-6-7, 60, 89, 8, Fog-Rain-Thunderstorm, 
2014-6-8, 60, 64, 3, , 
2014-6-9, 64, 61, 3, Rain, 
2014-6-10, 64, 62, 3, , 
2014-6-11, 70, 59, 4, Rain, 
2014-6-12, 60, 70, 13, Rain-Thunderstorm, 
2014-6-13, 62, 56, 4, , 
2014-6-14, 62, 73, 12, Rain-Thunderstorm, 
2014-6-15, , , , , 
2014-6-16, 67, 82, 12, Rain-Thunderstorm, 
2014-6-17, 72, 71, 6, Thunderstorm, 
2014-6-18, 74, 78, 8, Rain-Thunderstorm, 
2014-6-19, 68, 90, 12, Rain-Thunderstorm, 
2014-6-20, 74, 77, 6, , 
2014-6-21, 74, 62, 4, , 
2014-6-22, 70, 80, 4, Rain-Thunderstorm, 
2014-6-23, 72, 75, 2, , 
2014-6-24, 73, 70, 3, Rain, 
2014-6-25, 64, 80, 7, , 
2014-6-26, 70, 78, 6, , 
2014-6-27, 74, 79, 13, , 
2014-6-28, 75, 83, 15, Fog-Rain-Thunderstorm, 
2014-6-29, 73, 71, 11, , 
2014-6-30, 72, 64, 8, Rain, 
2014-7-1, 65, 73, 13, Rain, 
2014-7-2, 64, 63, 13, , 
2014-7-3, 66, 58, 3, , 
2014-7-4, 67, 62, 5, , 
2014-7-5, 73, 69, 12, , 
2014-7-6, 78, 82, 8, Rain-Thunderstorm, 
2014-7-7, 73, 74, 7, Rain-Thunderstorm, 
2014-7-8, 70, 61, 13, , 
2014-7-9, 68, 63, 5, , 
2014-7-10, 71, 68, 6, , 
2014-7-11, 72, 82, 12, Fog-Rain-Thunderstorm, 
2014-7-12, 74, 87, 5, Rain-Thunderstorm, 
2014-7-13, 68, 62, 5, , 
2014-7-14, 60, 68, 13, Rain, 
2014-7-15, 62, 70, 12, , 
2014-7-16, 63, 64, 3, , 
2014-7-17, 66, 68, 4, , 
2014-7-18, 68, 69, 9, , 
2014-7-19, 70, 67, 10, , 
2014-7-20, 76, 65, 11, , 
2014-7-21, 81, 73, 10, , 
2014-7-22, 76, 65, 11, , 
2014-7-23, 70, 56, 6, , 
2014-7-24, 70, 64, 5, , 
2014-7-25, 72, 82, 9, Rain-Thunderstorm, 
2014-7-26, 77, 70, 5, , 
