Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 49, 50, 13, , 
2014-5-2, 55, 50, 15, , 
2014-5-3, 43, 59, 10, , 
2014-5-4, 38, 64, 10, Snow, 
2014-5-5, 52, 60, 12, , 
2014-5-6, 57, 71, 11, , 
2014-5-7, 47, 84, 11, Rain, 
2014-5-8, 48, 62, 12, Rain, 
2014-5-9, 48, 54, 5, , 
2014-5-10, 45, 73, 10, Rain, 
2014-5-11, 44, 77, 16, Rain, 
2014-5-12, 46, 57, 19, , 
2014-5-13, 46, 54, 13, , 
2014-5-14, 43, 51, 10, , 
2014-5-15, 43, 57, 4, , 
2014-5-16, 52, 45, 6, , 
2014-5-17, 49, 53, 4, , 
2014-5-18, 58, 56, 13, , 
2014-5-19, 64, 60, 11, Rain-Thunderstorm, 
2014-5-20, 57, 64, 12, , 
2014-5-21, 57, 63, 6, , 
2014-5-22, 60, 62, 9, , 
2014-5-23, 71, 56, 8, Thunderstorm, 
2014-5-24, 71, 68, 12, Rain, 
2014-5-25, 72, 64, 10, , 
2014-5-26, 71, 76, 9, , 
2014-5-27, 71, 61, 7, Rain-Thunderstorm, 
2014-5-28, 69, 68, 8, , 
2014-5-29, 78, 52, 19, Thunderstorm, 
2014-5-30, 68, 73, 9, Rain-Thunderstorm, 
2014-5-31, 64, 82, 6, , 
2014-6-1, 67, 79, 9, Rain, 
2014-6-2, 58, 83, 12, , 
2014-6-3, 58, 75, 3, Fog, 
2014-6-4, 67, 69, 9, , 
2014-6-5, 69, 57, 8, Rain-Thunderstorm, 
2014-6-6, 55, 74, 6, Rain, 
2014-6-7, 57, 61, 5, , 
2014-6-8, 58, 72, 6, Rain, 
2014-6-9, 60, 65, 9, , 
2014-6-10, 58, 75, 6, Rain, 
2014-6-11, 57, 89, 8, Rain-Thunderstorm, 
2014-6-12, 58, 65, 7, , 
2014-6-13, 58, 69, 14, Rain, 
2014-6-14, 59, 82, 7, Rain-Thunderstorm, 
2014-6-15, 59, 72, 9, , 
2014-6-16, 60, 76, 8, , 
2014-6-17, 69, 77, 15, , 
2014-6-18, 69, 83, 12, Rain-Thunderstorm, 
2014-6-19, 67, 69, 7, Rain-Thunderstorm, 
2014-6-20, 69, 65, 10, Rain, 
2014-6-21, 73, 57, 6, , 
2014-6-22, 65, 65, 9, , 
2014-6-23, 65, 68, 7, Rain-Thunderstorm, 
2014-6-24, 63, 76, 8, Rain, 
2014-6-25, 65, 69, 8, Rain-Thunderstorm, 
2014-6-26, 73, 76, 10, Rain, 
2014-6-27, 73, 78, 8, Rain, 
2014-6-28, 67, 81, 10, Rain, 
2014-6-29, 71, 57, 20, , 
2014-6-30, 64, 66, 23, Rain, 
2014-7-1, 60, 65, 17, Rain, 
2014-7-2, 60, 69, 5, , 
2014-7-3, 63, 71, 8, , 
2014-7-4, 73, 76, 12, Rain-Thunderstorm, 
2014-7-5, 79, 71, 6, Fog-Thunderstorm, 
2014-7-6, 75, 57, 12, Rain-Thunderstorm, 
2014-7-7, 67, 57, 10, Rain-Thunderstorm, 
2014-7-8, 69, 59, 11, , 
2014-7-9, 66, 68, 5, Fog, 
2014-7-10, 69, 78, 7, , 
2014-7-11, 72, 66, 7, Fog-Rain, 
2014-7-12, 74, 67, 9, Rain, 
2014-7-13, 67, 57, 12, , 
2014-7-14, 60, 66, 12, , 
2014-7-15, 61, 66, 4, , 
