Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 54, 36, 8, , 
2014-5-2, 55, 38, 3, , 
2014-5-3, 68, 26, 12, , 
2014-5-4, 78, 23, 19, , 
2014-5-5, 82, 29, 21, , 
2014-5-6, 80, 46, 22, , 
2014-5-7, 79, 69, 21, Rain-Thunderstorm, 
2014-5-8, 73, 77, 17, Rain-Thunderstorm, 
2014-5-9, 69, 67, 9, , 
2014-5-10, 75, 60, 15, , 
2014-5-11, 78, 68, 25, , 
2014-5-12, 65, 73, 19, Rain, 
2014-5-13, 56, 50, 16, , 
2014-5-14, 58, 44, 7, , 
2014-5-15, 58, 49, 8, Rain, 
2014-5-16, 62, 54, 8, , 
2014-5-17, 61, 66, 12, , 
2014-5-18, 68, 71, 12, , 
2014-5-19, 76, 57, 25, , 
2014-5-20, 80, 53, 23, , 
2014-5-21, 81, 56, 21, , 
2014-5-22, 79, 57, 14, , 
2014-5-23, 74, 81, 6, Rain-Thunderstorm, 
2014-5-24, 74, 85, 6, Fog-Rain-Thunderstorm, 
2014-5-25, 74, 76, 11, Rain, 
2014-5-26, 72, 80, 9, Rain-Thunderstorm, 
2014-5-27, 66, 87, 9, Rain, 
2014-5-28, 73, 79, 6, Fog, 
2014-5-29, 75, 66, 2, Rain, 
2014-5-30, 75, 80, 7, Fog, 
2014-5-31, 76, 76, 5, , 
2014-6-1, 78, 76, 12, , 
2014-6-2, 77, 73, 13, Rain-Thunderstorm, 
2014-6-3, 82, 66, 14, , 
2014-6-4, 84, 60, 20, , 
2014-6-5, 83, 64, 16, , 
2014-6-6, 77, 75, 11, Fog-Rain-Thunderstorm, 
2014-6-7, 73, 78, 11, Rain-Thunderstorm, 
2014-6-8, 70, 83, 10, Rain-Thunderstorm, 
2014-6-9, 70, 80, 9, Rain-Thunderstorm, 
2014-6-10, 71, 77, 10, , 
2014-6-11, 74, 62, 7, , 
2014-6-12, 74, 79, 16, Rain-Thunderstorm, 
2014-6-13, 72, 62, 7, , 
2014-6-14, 80, 65, 19, , 
2014-6-15, 82, 69, 19, Thunderstorm, 
2014-6-16, 82, 66, 20, Rain, 
2014-6-17, 83, 65, 22, , 
2014-6-18, 82, 65, 21, , 
2014-6-19, 76, 79, 15, Rain-Thunderstorm, 
2014-6-20, 80, 66, 13, Rain-Thunderstorm, 
2014-6-21, 80, 67, 9, , 
2014-6-22, 78, 71, 12, , 
2014-6-23, 73, 81, 13, Fog-Rain-Thunderstorm, 
2014-6-24, 76, 70, 5, Rain, 
2014-6-25, 76, 76, 8, Rain-Thunderstorm, 
2014-6-26, 78, 78, 14, , 
2014-6-27, 80, 75, 18, , 
2014-6-28, 78, 79, 16, Rain-Thunderstorm, 
2014-6-29, 82, 71, 16, , 
2014-6-30, 84, 61, 19, , 
2014-7-1, 78, 65, 10, , 
2014-7-2, 78, 60, 7, Rain, 
2014-7-3, 74, 56, 7, , 
2014-7-4, 80, 61, 7, , 
2014-7-5, 82, 64, 16, , 
2014-7-6, 85, 57, 16, , 
2014-7-7, 86, 55, 15, , 
2014-7-8, 86, 52, 12, , 
2014-7-9, 76, 78, 9, Rain-Thunderstorm, 
2014-7-10, 83, 71, 14, Thunderstorm, 
2014-7-11, 83, 53, 15, , 
2014-7-12, 85, 45, 12, , 
2014-7-13, 86, 50, 10, Rain, 
2014-7-14, 84, 62, 5, , 
2014-7-15, 74, 50, 11, , 
2014-7-16, 66, 68, 8, Rain-Thunderstorm, 
2014-7-17, 64, 94, 9, Rain, 
2014-7-18, 66, 85, 5, Rain, 
2014-7-19, 72, 73, 7, , 
2014-7-20, 77, 73, 13, , 
2014-7-21, 84, 72, 15, , 
2014-7-22, 86, 68, 10, , 
2014-7-23, 86, 67, 7, , 
2014-7-24, 83, 64, 5, , 
2014-7-25, 87, 53, 15, , 
2014-7-26, 88, 50, 14, , 
2014-7-27, 86, 55, 11, , 
2014-7-28, 79, 57, 6, , 
2014-7-29, 80, 61, 4, , 
