Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 65, 85, 5, Rain, 
2014-5-2, 64, 74, 3, Rain, 
2014-5-3, 67, 58, 5, Thunderstorm, 
2014-5-4, 70, 55, 3, Fog, 
2014-5-5, 74, 62, 1, Fog, 
2014-5-6, 75, 61, 4, Fog, 
2014-5-7, 73, 60, 4, Fog, 
2014-5-8, 77, 69, 5, Fog, 
2014-5-9, 77, 69, 7, Fog, 
2014-5-10, 76, 72, 5, , 
2014-5-11, 81, 70, 4, , 
2014-5-12, 79, 64, 4, , 
2014-5-13, 80, 61, 6, , 
2014-5-14, 80, 70, 9, Rain, 
2014-5-15, 66, 73, 11, Rain-Thunderstorm, 
2014-5-16, 66, 57, 7, Fog, 
2014-5-17, 68, 60, 3, Fog, 
2014-5-18, 72, 62, 2, , 
2014-5-19, 74, 57, 3, , 
2014-5-20, 78, 61, 4, , 
2014-5-21, 77, 63, 2, , 
2014-5-22, 81, 56, 6, Fog, 
2014-5-23, 80, 59, 5, , 
2014-5-24, 82, 58, 3, , 
2014-5-25, 83, 59, 4, Thunderstorm, 
2014-5-26, 80, 60, 6, Fog, 
2014-5-27, 78, 69, 4, , 
2014-5-28, 81, 71, 5, Fog, 
2014-5-29, 80, 67, 6, Thunderstorm, 
2014-5-30, 79, 73, 4, , 
2014-5-31, 81, 67, 4, Rain-Thunderstorm, 
2014-6-1, 79, 73, 10, Fog-Rain, 
2014-6-2, 79, 64, 9, Rain, 
2014-6-3, 78, 58, 5, , 
2014-6-4, 78, 65, 2, Fog, 
2014-6-5, 79, 62, 4, , 
2014-6-6, 84, 64, 7, Rain-Thunderstorm, 
2014-6-7, 82, 68, 6, Fog-Rain-Thunderstorm, 
2014-6-8, 82, 67, 4, Rain-Thunderstorm, 
2014-6-9, 83, 66, 5, Fog, 
2014-6-10, 82, 67, 6, Fog-Rain-Thunderstorm, 
2014-6-11, 81, 65, 6, Rain-Thunderstorm, 
2014-6-12, 81, 65, 5, Rain-Thunderstorm, 
2014-6-13, 82, 64, 4, Thunderstorm, 
2014-6-14, 82, 74, 6, Rain-Thunderstorm, 
2014-6-15, 82, 67, 2, Fog-Rain-Thunderstorm, 
2014-6-16, 82, 63, 3, Fog-Rain-Thunderstorm, 
2014-6-17, 84, 63, 2, , 
2014-6-18, 84, 62, 2, Thunderstorm, 
2014-6-19, 82, 71, 4, Rain-Thunderstorm, 
2014-6-20, 83, 66, 3, Fog-Rain-Thunderstorm, 
2014-6-21, 85, 61, 4, Fog-Rain-Thunderstorm, 
2014-6-22, 84, 68, 5, Fog-Rain-Thunderstorm, 
2014-6-23, 81, 76, 2, Rain-Thunderstorm, 
2014-6-24, 81, 73, 4, Fog-Rain-Thunderstorm, 
2014-6-25, 82, 69, 5, Fog-Rain, 
2014-6-26, 84, 79, 3, Rain-Thunderstorm, 
2014-6-27, 86, 67, 5, Fog, 
2014-6-28, 85, 61, 3, Fog, 
2014-6-29, 88, 60, 5, , 
2014-6-30, 87, 59, 3, Rain-Thunderstorm, 
2014-7-1, 87, 65, 5, Fog, 
2014-7-2, 88, 64, 4, Thunderstorm, 
2014-7-3, 86, 62, 7, Rain-Thunderstorm, 
2014-7-4, 81, 60, 4, , 
2014-7-5, 80, 56, 2, Fog, 
2014-7-6, 80, 60, 3, Fog, 
2014-7-7, 80, 62, 5, Fog, 
