Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 81, 12, 10, , 
2014-5-2, 81, 11, 5, , 
2014-5-3, 85, 13, 7, , 
2014-5-4, 85, 12, 9, , 
2014-5-5, 84, 14, 9, , 
2014-5-6, 78, 16, 12, , 
2014-5-7, 68, 28, 8, , 
2014-5-8, 74, 29, 5, , 
2014-5-9, 76, 23, 4, , 
2014-5-10, 80, 20, 9, , 
2014-5-11, 76, 18, 17, , 
2014-5-12, 78, 13, 8, , 
2014-5-13, 79, 11, 15, , 
2014-5-14, 82, 9, 10, , 
2014-5-15, 84, 11, 7, , 
2014-5-16, 88, 14, 7, , 
2014-5-17, 89, 11, 8, , 
2014-5-18, 87, 10, 9, , 
2014-5-19, 87, 9, 10, , 
2014-5-20, 84, 13, 9, , 
2014-5-21, 79, 16, 7, , 
2014-5-22, 79, 14, 7, , 
2014-5-23, 80, 18, 9, , 
2014-5-24, 80, 23, 8, , 
2014-5-25, 87, 20, 7, , 
2014-5-26, 90, 19, 7, , 
2014-5-27, 93, 18, 8, , 
2014-5-28, 92, 15, 7, , 
2014-5-29, 92, 17, 9, , 
2014-5-30, 93, 19, 6, , 
2014-5-31, 94, 17, 7, , 
2014-6-1, 92, 14, 7, , 
2014-6-2, 94, 12, 6, , 
2014-6-3, 95, 12, 6, , 
2014-6-4, 92, 9, 6, , 
2014-6-5, 92, 10, 6, , 
2014-6-6, 91, 9, 7, , 
2014-6-7, 91, 11, 7, , 
2014-6-8, 92, 16, 5, , 
2014-6-9, 95, 14, 5, , 
2014-6-10, 96, 19, 9, , 
2014-6-11, 96, 14, 8, , 
2014-6-12, 94, 15, 7, , 
2014-6-13, 97, 21, 8, , 
2014-6-14, 93, 8, 9, , 
2014-6-15, 88, 12, 7, , 
2014-6-16, 90, 13, 10, , 
2014-6-17, 94, 12, 12, , 
2014-6-18, 90, 16, 10, , 
2014-6-19, 90, 16, 6, , 
2014-6-20, 94, 16, 7, , 
2014-6-21, 96, 17, 10, , 
2014-6-22, 95, 14, 7, , 
2014-6-23, 93, 11, 7, , 
2014-6-24, 93, 12, 6, , 
2014-6-25, 94, 16, 8, , 
2014-6-26, 93, 15, 8, , 
2014-6-27, 94, 18, 8, , 
2014-6-28, 95, 19, 7, , 
2014-6-29, 98, 21, 8, , 
2014-6-30, 98, 23, 7, , 
2014-7-1, 98, 16, 6, , 
2014-7-2, 98, 15, 6, , 
2014-7-3, 94, 37, 8, Rain-Thunderstorm, 
2014-7-4, 90, 46, 6, , 
2014-7-5, 94, 38, 8, Rain, 
2014-7-6, 95, 36, 7, , 
2014-7-7, 98, 32, 7, , 
2014-7-8, 96, 35, 8, Rain-Thunderstorm, 
2014-7-9, 92, 41, 7, Rain, 
2014-7-10, 96, 35, 8, , 
2014-7-11, 98, 30, 8, , 
2014-7-12, 99, 26, 8, , 
2014-7-13, 95, 31, 11, Rain-Thunderstorm, 
2014-7-14, 92, 48, 7, Rain-Thunderstorm, 
2014-7-15, 95, 39, 7, Thunderstorm, 
2014-7-16, 96, 35, 7, , 
2014-7-17, 96, 26, 7, , 
2014-7-18, 94, 19, 6, , 
2014-7-19, 96, 19, 7, Rain, 
2014-7-20, 96, 14, 6, , 
2014-7-21, 96, 17, 6, , 
2014-7-22, 101, 19, 7, , 
2014-7-23, 104, 20, 7, , 
2014-7-24, 105, 24, 10, , 
2014-7-25, 98, 33, 11, Rain, 
2014-7-26, 96, 38, 10, Thunderstorm, 
2014-7-27, 94, 36, 11, Rain-Thunderstorm, 
2014-7-28, 96, 31, 7, , 
2014-7-29, 101, 24, 8, , 
2014-7-30, 102, 21, 5, , 
2014-7-31, 98, 25, 8, Rain-Thunderstorm, 
2014-8-1, 90, 45, 7, Rain-Thunderstorm, 
2014-8-2, 90, 49, 10, Rain, 
2014-8-3, 92, 45, 8, Thunderstorm, 
2014-8-4, 92, 44, 6, , 
2014-8-5, 94, 26, 6, , 
2014-8-6, 96, 20, 6, , 
2014-8-7, 94, 18, 7, , 
2014-8-8, 95, 23, 8, , 
2014-8-9, 94, 33, 9, , 
2014-8-10, 94, 35, 8, , 
2014-8-11, 98, 30, 7, , 
2014-8-12, 88, 58, 8, Rain-Thunderstorm, 
2014-8-13, 84, 63, 5, Rain-Thunderstorm, 
2014-8-14, 93, 49, 8, , 
2014-8-15, 94, 39, 6, , 
2014-8-16, 97, 38, 8, , 
2014-8-17, 99, 34, 10, , 
2014-8-18, 91, 43, 7, Rain-Thunderstorm, 
2014-8-19, 83, 62, 8, Rain-Thunderstorm, 
2014-8-20, 87, 52, 7, , 
2014-8-21, 81, 58, 8, Rain-Thunderstorm, 
2014-8-22, 83, 59, 4, , 
2014-8-23, 87, 41, 5, , 
2014-8-24, 91, 34, 7, , 
2014-8-25, 92, 36, 7, , 
2014-8-26, 90, 43, 7, , 
2014-8-27, 93, 35, 7, , 
2014-8-28, 95, 30, 6, , 
2014-8-29, 96, 21, 6, , 
