Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-1-1, 24, 66, 11, Snow, 
2014-1-2, 11, 68, 6, , 
2014-1-3, 22, 62, 13, , 
2014-1-4, 28, 67, 10, Rain-Snow, 
2014-1-5, 8, 64, 15, Snow, 
2014-1-6, 1, 58, 7, , 
2014-1-7, 19, 63, 5, , 
2014-1-8, 24, 69, 7, , 
2014-1-9, 26, 82, 6, Fog, 
2014-1-10, 37, 93, 6, Fog-Rain, 
2014-1-11, 40, 69, 8, , 
2014-1-12, 49, 48, 9, , 
2014-1-13, 40, 64, 7, , 
2014-1-14, 36, 45, 12, , 
2014-1-15, 29, 56, 5, , 
2014-1-16, 39, 51, 17, , 
2014-1-17, 28, 41, 10, , 
2014-1-18, 37, 54, 14, Rain, 
2014-1-19, 42, 50, 7, , 
2014-1-20, 35, 59, 12, Snow, 
2014-1-21, 15, 47, 9, , 
2014-1-22, 25, 43, 13, , 
2014-1-23, 11, 46, 9, , 
2014-1-24, 30, 40, 13, , 
2014-1-25, 40, 50, 11, Rain, 
2014-1-26, 40, 42, 15, Rain-Snow, 
2014-1-27, 13, 47, 11, , 
2014-1-28, 14, 58, 4, , 
2014-1-29, 29, 41, 10, , 
2014-1-30, 40, 40, 14, , 
2014-1-31, 26, 65, 12, Snow, 
2014-2-1, 25, 73, 9, Rain-Snow, 
2014-2-2, 17, 60, 5, , 
2014-2-3, 19, 67, 5, , 
2014-2-4, 21, 79, 13, Fog-Snow, 
2014-2-5, 7, 68, 13, Snow, 
2014-2-6, 2, 67, 5, , 
2014-2-7, 11, 64, 4, , 
2014-2-8, 23, 77, 4, , 
2014-2-9, 20, 73, 11, Snow, 
2014-2-10, 13, 59, 8, , 
2014-2-11, 15, 55, 6, , 
2014-2-12, 21, 65, 6, , 
2014-2-13, 35, 67, 5, , 
2014-2-14, 30, 77, 10, , 
2014-2-15, 32, 69, 6, , 
2014-2-16, 31, 78, 7, , 
2014-2-17, 46, 57, 9, , 
2014-2-18, 53, 43, 9, , 
2014-2-19, 42, 59, 6, Rain-Thunderstorm, 
2014-2-20, 42, 64, 13, Rain-Snow-Thunderstorm, 
2014-2-21, 42, 48, 8, , 
2014-2-22, 41, 57, 7, , 
2014-2-23, 31, 55, 11, , 
2014-2-24, 34, 47, 8, , 
2014-2-25, 22, 66, 11, Snow, 
2014-2-26, 20, 58, 8, , 
2014-2-27, 26, 53, 9, , 
2014-2-28, 38, 52, 9, , 
2014-3-1, 19, 70, 16, Snow, 
2014-3-2, 6, 69, 16, Snow, 
2014-3-3, 9, 45, 6, , 
2014-3-4, 29, 52, 7, , 
2014-3-5, 36, 70, 7, Snow, 
2014-3-6, 36, 69, 5, , 
2014-3-7, 49, 55, 9, , 
2014-3-8, 34, 63, 10, , 
2014-3-9, 44, 52, 9, , 
2014-3-10, 62, 35, 6, , 
2014-3-11, 59, 53, 14, Rain, 
2014-3-12, 45, 50, 10, , 
2014-3-13, 48, 41, 4, , 
2014-3-14, 53, 35, 9, , 
2014-3-15, 54, 54, 9, Rain-Thunderstorm, 
2014-3-16, 36, 58, 15, , 
2014-3-17, 40, 50, 10, , 
2014-3-18, 53, 46, 14, , 
2014-3-19, 46, 51, 11, Snow, 
2014-3-20, 52, 42, 7, , 
2014-3-21, 54, 48, 11, , 
2014-3-22, 37, 50, 14, Snow, 
2014-3-23, 31, 59, 6, Snow, 
2014-3-24, 33, 66, 4, Fog-Snow, 
2014-3-25, 35, 58, 8, , 
2014-3-26, 44, 55, 16, Rain, 
2014-3-27, 57, 67, 19, Rain-Thunderstorm, 
2014-3-28, 41, 68, 4, , 
2014-3-29, 45, 62, 5, , 
2014-3-30, 59, 43, 16, , 
2014-3-31, 58, 31, 20, , 
2014-4-1, 41, 49, 6, , 
2014-4-2, 49, 69, 10, Fog-Rain-Thunderstorm, 
2014-4-3, 50, 85, 10, Rain-Thunderstorm, 
2014-4-4, 41, 62, 12, , 
2014-4-5, 45, 56, 7, , 
2014-4-6, 56, 48, 5, , 
2014-4-7, 53, 63, 6, Thunderstorm, 
2014-4-8, 49, 43, 11, , 
2014-4-9, 57, 50, 11, , 
2014-4-10, 56, 41, 11, , 
2014-4-11, 59, 49, 6, , 
2014-4-12, 70, 62, 14, Thunderstorm, 
2014-4-13, 57, 74, 17, Fog-Rain-Thunderstorm, 
2014-4-14, 40, 58, 14, Snow, 
2014-4-15, 43, 55, 7, , 
2014-4-16, 56, 41, 17, , 
2014-4-17, 46, 63, 6, , 
2014-4-18, 51, 64, 6, Fog, 
2014-4-19, 64, 50, 11, , 
2014-4-20, 70, 60, 9, Rain, 
2014-4-21, 65, 64, 8, Rain, 
2014-4-22, 60, 43, 5, , 
2014-4-23, 67, 42, 15, Rain, 
2014-4-24, 60, 70, 9, Fog-Rain-Thunderstorm, 
2014-4-25, 61, 59, 7, Fog, 
2014-4-26, 71, 49, 15, , 
2014-4-27, 70, 58, 14, Rain-Thunderstorm, 
2014-4-28, 56, 68, 12, , 
2014-4-29, 48, 80, 13, Rain, 
2014-4-30, 50, 59, 13, , 
2014-5-1, 50, 60, 10, , 
2014-5-2, 56, 56, 8, , 
2014-5-3, 62, 56, 4, , 
2014-5-4, 70, 53, 7, , 
2014-5-5, 71, 54, 6, , 
2014-5-6, 75, 59, 13, , 
2014-5-7, 81, 53, 15, , 
2014-5-8, 72, 61, 10, Rain-Thunderstorm, 
2014-5-9, 63, 49, 7, , 
2014-5-10, 70, 64, 8, Rain-Thunderstorm, 
2014-5-11, 77, 63, 17, Thunderstorm, 
2014-5-12, 65, 78, 13, Rain-Thunderstorm, 
2014-5-13, 57, 55, 11, , 
2014-5-14, 57, 53, 4, , 
2014-5-15, 52, 50, 10, , 
2014-5-16, 48, 58, 3, Rain, 
2014-5-17, 51, 63, 1, Fog, 
2014-5-18, 58, 65, 10, , 
2014-5-19, 74, 64, 16, Rain, 
