Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-1-1, 30, 72, 7, Snow, 
2014-1-2, 10, 70, 10, Snow, 
2014-1-3, 16, 62, 6, , 
2014-1-4, 37, 61, 9, , 
2014-1-5, 14, 72, 13, Fog-Rain-Snow, 
2014-1-6, -4, 53, 12, , 
2014-1-7, 14, 61, 4, , 
2014-1-8, 26, 64, 2, Snow, 
2014-1-9, 26, 86, 6, Snow, 
2014-1-10, 40, 90, 8, Rain-Thunderstorm, 
2014-1-11, 40, 77, 11, Rain, 
2014-1-12, 46, 52, 8, , 
2014-1-13, 40, 61, 6, , 
2014-1-14, 36, 55, 9, , 
2014-1-15, 26, 59, 7, Snow, 
2014-1-16, 34, 47, 10, , 
2014-1-17, 22, 60, 14, Snow, 
2014-1-18, 31, 61, 11, , 
2014-1-19, 38, 52, 8, , 
2014-1-20, 38, 58, 5, Snow, 
2014-1-21, 19, 59, 14, Snow, 
2014-1-22, 26, 44, 10, , 
2014-1-23, 8, 50, 10, , 
2014-1-24, 22, 41, 8, , 
2014-1-25, 34, 37, 11, , 
2014-1-26, 39, 43, 10, , 
2014-1-27, 14, 36, 14, , 
2014-1-28, 10, 48, 2, , 
2014-1-29, 21, 44, 5, , 
2014-1-30, 38, 34, 10, , 
2014-1-31, 30, 71, 6, , 
2014-2-1, 29, 90, 6, Rain-Snow, 
2014-2-2, 18, 76, 7, Snow, 
2014-2-3, 14, 75, 2, , 
2014-2-4, 22, 82, 8, Fog-Snow, 
2014-2-5, 12, 73, 11, Snow, 
2014-2-6, 4, 70, 3, , 
2014-2-7, 4, 71, 2, Snow, 
2014-2-8, 24, 74, 4, Snow, 
2014-2-9, 24, 79, 5, Snow, 
2014-2-10, 12, 53, 8, , 
2014-2-11, 10, 56, 4, , 
2014-2-12, 18, 60, 4, , 
2014-2-13, 29, 68, 3, , 
2014-2-14, 28, 81, 5, Rain, 
2014-2-15, 22, 68, 3, , 
2014-2-16, 30, 76, 8, , 
2014-2-17, 41, 65, 11, Rain, 
2014-2-18, 50, 38, 7, , 
2014-2-19, 42, 58, 6, , 
2014-2-20, 56, 65, 14, , 
2014-2-21, 46, 34, 14, , 
2014-2-22, 42, 56, 4, , 
2014-2-23, 32, 50, 8, , 
2014-2-24, 28, 51, 4, , 
2014-2-25, 24, 62, 8, Snow, 
2014-2-26, 18, 46, 11, , 
2014-2-27, 24, 38, 5, , 
2014-2-28, 34, 39, 11, , 
2014-3-1, 31, 74, 5, Rain-Snow, 
2014-3-2, 12, 73, 12, Snow, 
2014-3-3, 12, 49, 7, , 
2014-3-4, 28, 47, 4, , 
2014-3-5, 36, 50, 6, Rain, 
2014-3-6, 38, 62, 4, , 
2014-3-7, 46, 46, 5, Rain, 
2014-3-8, 40, 73, 9, , 
2014-3-9, 39, 63, 2, Rain, 
2014-3-10, 55, 43, 5, , 
2014-3-11, 61, 51, 7, Rain-Thunderstorm, 
2014-3-12, 40, 66, 14, Rain-Snow, 
2014-3-13, 46, 52, 4, , 
2014-3-14, 53, 34, 9, Rain, 
2014-3-15, 49, 49, 4, , 
2014-3-16, 40, 69, 12, Rain-Snow, 
2014-3-17, 32, 57, 3, , 
2014-3-18, 50, 54, 12, Rain-Thunderstorm, 
2014-3-19, 44, 58, 13, , 
2014-3-20, 47, 48, 4, , 
2014-3-21, 59, 32, 9, , 
2014-3-22, 43, 48, 11, , 
2014-3-23, 35, 37, 11, , 
2014-3-24, 32, 53, 4, , 
2014-3-25, 32, 58, 10, , 
2014-3-26, 36, 49, 8, Rain, 
2014-3-27, 52, 66, 15, Rain-Thunderstorm, 
2014-3-28, 44, 69, 9, , 
2014-3-29, 46, 63, 7, , 
2014-3-30, 50, 52, 7, , 
2014-3-31, 60, 48, 13, Rain-Thunderstorm, 
2014-4-1, 46, 54, 11, Rain, 
2014-4-2, 50, 87, 12, Fog-Rain-Thunderstorm, 
2014-4-3, 58, 89, 10, Rain-Thunderstorm, 
2014-4-4, 46, 64, 18, , 
2014-4-5, 46, 50, 4, , 
2014-4-6, 51, 51, 8, , 
2014-4-7, 54, 52, 6, , 
2014-4-8, 52, 63, 7, Rain-Thunderstorm, 
2014-4-9, 51, 50, 4, , 
2014-4-10, 66, 38, 10, , 
2014-4-11, 60, 46, 3, , 
2014-4-12, 68, 57, 11, , 
2014-4-13, 64, 74, 11, Rain-Thunderstorm, 
2014-4-14, 46, 83, 14, Rain-Snow, 
