Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 46, 74, 15, Rain, 
2014-5-2, 55, 59, 10, Rain, 
2014-5-3, 59, 49, 9, Rain, 
2014-5-4, 58, 57, 11, , 
2014-5-5, 60, 44, 11, , 
2014-5-6, 63, 48, 14, , 
2014-5-7, 74, 54, 13, , 
2014-5-8, 69, 68, 14, Rain-Thunderstorm, 
2014-5-9, 60, 53, 12, , 
2014-5-10, 67, 49, 10, Rain-Thunderstorm, 
2014-5-11, 68, 81, 10, Rain-Thunderstorm, 
2014-5-12, 61, 83, 13, Fog-Rain-Thunderstorm, 
2014-5-13, 55, 59, 13, Rain, 
2014-5-14, 51, 64, 5, Rain, 
2014-5-15, 47, 70, 12, Rain, 
2014-5-16, 46, 56, 6, , 
2014-5-17, 53, 51, 5, , 
2014-5-18, 59, 46, 11, , 
2014-5-19, 67, 58, 14, Rain, 
2014-5-20, 75, 65, 6, Rain-Thunderstorm, 
2014-5-21, 73, 61, 10, Fog-Thunderstorm, 
2014-5-22, 67, 55, 6, Rain, 
2014-5-23, 69, 53, 6, , 
2014-5-24, 71, 50, 9, , 
2014-5-25, 72, 76, 8, Rain-Thunderstorm, 
2014-5-26, 73, 78, 7, Rain-Thunderstorm, 
2014-5-27, 73, 72, 5, Rain-Thunderstorm, 
2014-5-28, 72, 74, 9, Fog, 
2014-5-29, 76, 65, 9, , 
2014-5-30, 79, 65, 8, , 
2014-5-31, 79, 68, 9, Rain-Thunderstorm, 
2014-6-1, 78, 67, 12, Rain, 
2014-6-2, 75, 67, 11, Rain, 
2014-6-3, 73, 65, 7, Rain-Thunderstorm, 
2014-6-4, 74, 71, 9, Rain-Thunderstorm, 
2014-6-5, 69, 76, 8, , 
2014-6-6, 74, 69, 5, , 
2014-6-7, 68, 76, 8, Rain-Thunderstorm, 
2014-6-8, 66, 73, 6, , 
2014-6-9, 68, 70, 8, , 
2014-6-10, 68, 61, 9, , 
2014-6-11, 70, 61, 5, , 
2014-6-12, 69, 56, 12, , 
2014-6-13, 65, 49, 7, , 
2014-6-14, 72, 55, 18, , 
2014-6-15, 76, 59, 14, Rain, 
2014-6-16, 78, 70, 13, Thunderstorm, 
2014-6-17, 76, 73, 12, Rain-Thunderstorm, 
2014-6-18, 80, 73, 11, Rain, 
2014-6-19, 75, 81, 9, Rain-Thunderstorm, 
2014-6-20, 77, 65, 6, , 
2014-6-21, 77, 67, 7, Rain-Thunderstorm, 
2014-6-22, 76, 73, 8, Rain-Thunderstorm, 
2014-6-23, 75, 74, 4, Fog, 
2014-6-24, 75, 62, 7, , 
2014-6-25, 77, 56, 5, , 
2014-6-26, 74, 79, 9, Rain-Thunderstorm, 
2014-6-27, 76, 81, 11, Rain-Thunderstorm, 
2014-6-28, 77, 77, 13, Fog-Rain-Thunderstorm, 
2014-6-29, 75, 84, 9, Rain-Thunderstorm, 
2014-6-30, 73, 84, 8, Fog-Rain-Hail-Thunderstorm, 
2014-7-1, 71, 73, 15, Rain, 
2014-7-2, 63, 72, 10, Rain, 
2014-7-3, 66, 64, 5, , 
2014-7-4, 70, 61, 8, , 
2014-7-5, 70, 81, 11, Rain-Thunderstorm, 
2014-7-6, 80, 80, 11, Thunderstorm, 
2014-7-7, 78, 69, 5, , 
2014-7-8, 75, 61, 13, , 
2014-7-9, 72, 59, 6, , 
2014-7-10, 75, 58, 11, , 
2014-7-11, 73, 78, 7, Rain-Thunderstorm, 
2014-7-12, 80, 78, 7, Rain-Thunderstorm, 
2014-7-13, 77, 70, 7, Fog-Rain, 
2014-7-14, 68, 63, 13, , 
2014-7-15, 65, 64, 9, , 
2014-7-16, 68, 58, 4, , 
2014-7-17, 70, 60, 4, , 
2014-7-18, 72, 63, 8, , 
