Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 62, 54, 3, , 
2014-5-2, 68, 52, 3, , 
2014-5-3, 70, 55, 7, , 
2014-5-4, 75, 59, 7, , 
2014-5-5, 72, 59, 7, , 
2014-5-6, 72, 62, 8, , 
2014-5-7, 77, 64, 11, , 
2014-5-8, 79, 69, 10, , 
2014-5-9, 73, 87, 10, Fog-Rain-Thunderstorm, 
2014-5-10, 76, 75, 8, Rain-Thunderstorm, 
2014-5-11, 78, 80, 8, Fog-Rain-Thunderstorm, 
2014-5-12, 81, 72, 11, , 
2014-5-13, 79, 71, 5, Rain, 
2014-5-14, 67, 79, 7, Rain, 
2014-5-15, 62, 60, 6, , 
2014-5-16, 68, 63, 8, , 
2014-5-17, 72, 66, 9, , 
2014-5-18, 72, 65, 4, , 
2014-5-19, 74, 61, 7, , 
2014-5-20, 77, 64, 8, Fog, 
2014-5-21, 78, 66, 6, , 
2014-5-22, 77, 68, 4, , 
2014-5-23, 78, 67, 4, , 
2014-5-24, 76, 72, 3, , 
2014-5-25, 77, 67, 4, , 
2014-5-26, 77, 69, 6, , 
2014-5-27, 79, 72, 10, Rain-Thunderstorm, 
2014-5-28, 73, 88, 9, Rain-Thunderstorm, 
2014-5-29, 75, 86, 8, Rain, 
2014-5-30, 80, 77, 8, Rain, 
2014-5-31, 78, 82, 8, Rain, 
2014-6-1, 77, 84, 8, Fog-Rain-Thunderstorm, 
2014-6-2, 79, 81, 6, Fog-Rain-Thunderstorm, 
2014-6-3, 79, 78, 6, Fog-Rain, 
2014-6-4, 79, 79, 6, , 
2014-6-5, 81, 77, 5, , 
2014-6-6, 82, 76, 4, , 
2014-6-7, 83, 75, 5, , 
2014-6-8, 83, 73, 8, , 
2014-6-9, 82, 70, 11, , 
2014-6-10, 77, 83, 9, Fog-Rain-Thunderstorm, 
2014-6-11, 78, 68, 6, , 
2014-6-12, 80, 69, 3, , 
2014-6-13, 74, 80, 6, Fog-Rain-Thunderstorm, 
2014-6-14, 80, 74, 4, Rain-Thunderstorm, 
2014-6-15, 80, 76, 7, Thunderstorm, 
2014-6-16, 81, 76, 5, Thunderstorm, 
2014-6-17, 82, 78, 6, Thunderstorm, 
2014-6-18, 82, 69, 5, Rain-Thunderstorm, 
2014-6-19, 83, 71, 2, , 
2014-6-20, 82, 71, 3, , 
2014-6-21, 83, 73, 4, , 
2014-6-22, 81, 73, 6, Fog-Rain-Thunderstorm, 
2014-6-23, 81, 76, 6, , 
