Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 63, 72, 6, Rain, 
2014-5-2, 55, 58, 9, , 
2014-5-3, 56, 57, 6, Rain, 
2014-5-4, 55, 65, 12, Rain, 
2014-5-5, 55, 49, 7, , 
2014-5-6, 60, 51, 3, , 
2014-5-7, 54, 59, 5, , 
2014-5-8, 65, 67, 5, , 
2014-5-9, 66, 78, 7, , 
2014-5-10, 70, 71, 5, Rain-Thunderstorm, 
2014-5-11, 67, 63, 5, Fog, 
2014-5-12, 69, 71, 1, Rain, 
2014-5-13, 73, 72, 7, , 
2014-5-14, 59, 81, 7, , 
2014-5-15, 72, 77, 11, Rain, 
2014-5-16, 62, 74, 13, Fog-Rain, 
2014-5-17, 58, 53, 8, , 
2014-5-18, 56, 57, 7, , 
2014-5-19, 58, 55, 6, , 
2014-5-20, 62, 61, 5, , 
2014-5-21, 60, 92, 2, Rain, 
2014-5-22, 71, 73, 5, Fog-Rain-Thunderstorm, 
2014-5-23, 64, 57, 11, , 
2014-5-24, 65, 66, 9, Rain-Thunderstorm, 
2014-5-25, 66, 61, 4, , 
2014-5-26, 69, 60, 4, , 
2014-5-27, 73, 72, 4, Rain-Thunderstorm, 
2014-5-28, 71, 70, 8, , 
2014-5-29, 57, 87, 6, Rain, 
2014-5-30, 67, 68, 5, , 
2014-5-31, 65, 51, 6, , 
2014-6-1, 66, 65, 6, , 
2014-6-2, 72, 57, 7, , 
2014-6-3, 75, 74, 4, Rain-Thunderstorm, 
2014-6-4, 72, 68, 7, Rain, 
2014-6-5, 69, 66, 10, Rain, 
2014-6-6, 67, 58, 7, , 
2014-6-7, 70, 60, 4, , 
2014-6-8, 72, 68, 6, Rain-Thunderstorm, 
2014-6-9, 75, 78, 5, Rain, 
2014-6-10, 77, 80, 4, Rain-Thunderstorm, 
2014-6-11, 70, 87, 10, Rain-Thunderstorm, 
2014-6-12, 69, 90, 9, Rain, 
2014-6-13, 75, 87, 5, Rain-Thunderstorm, 
2014-6-14, 64, 63, 12, , 
2014-6-15, 69, 62, 4, , 
2014-6-16, 73, 65, 3, Thunderstorm, 
2014-6-17, 81, 72, 4, , 
2014-6-18, 82, 63, 9, Rain, 
2014-6-19, 72, 81, 4, Rain-Thunderstorm, 
2014-6-20, 68, 57, 6, , 
2014-6-21, 69, 65, 2, Rain, 
2014-6-22, 71, 67, 4, , 
2014-6-23, 74, 66, 7, , 
2014-6-24, 78, 65, 9, , 
2014-6-25, 80, 73, 6, Rain-Thunderstorm, 
2014-6-26, 79, 69, 8, Rain, 
2014-6-27, 77, 71, 6, , 
2014-6-28, 76, 61, 5, , 
2014-6-29, 75, 62, 5, , 
2014-6-30, 79, 63, 5, Rain, 
2014-7-1, 83, 66, 6, Rain-Thunderstorm, 
2014-7-2, 85, 72, 3, Rain-Thunderstorm, 
2014-7-3, 83, 73, 5, Rain-Thunderstorm, 
2014-7-4, 72, 60, 12, Rain, 
2014-7-5, 73, 47, 8, , 
2014-7-6, 74, 58, 4, , 
2014-7-7, 84, 53, 9, , 
2014-7-8, 81, 66, 10, Rain-Thunderstorm, 
2014-7-9, 79, 67, 7, Rain-Thunderstorm, 
2014-7-10, 78, 64, 5, Thunderstorm, 
2014-7-11, 77, 67, 3, , 
2014-7-12, 79, 73, 6, Rain-Thunderstorm, 
2014-7-13, 81, 70, 6, Rain-Thunderstorm, 
2014-7-14, 78, 79, 3, Rain, 
2014-7-15, 77, 77, 4, Rain, 
2014-7-16, 73, 65, 7, , 
2014-7-17, 72, 55, 7, , 
2014-7-18, 71, 62, 3, , 
2014-7-19, 75, 61, 4, Rain, 
2014-7-20, 74, 69, 3, , 
2014-7-21, 75, 76, 3, , 
2014-7-22, 80, 69, 6, , 
2014-7-23, 83, 68, 5, Rain-Thunderstorm, 
2014-7-24, 72, 57, 8, , 
2014-7-25, 69, 51, 5, , 
2014-7-26, 76, 58, 4, , 
2014-7-27, 80, 67, 7, Rain-Thunderstorm, 
2014-7-28, 73, 73, 9, Rain, 
2014-7-29, 67, 69, 7, , 
2014-7-30, 68, 65, 4, Rain, 
2014-7-31, 73, 70, 3, Rain, 
2014-8-1, 74, 73, 4, , 
2014-8-2, 75, 69, 6, , 
