Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-1-1, 4, 69, 12, Snow, 
2014-1-2, 1, 71, 9, Snow, 
2014-1-3, 3, 75, 13, Snow, 
2014-1-4, 24, 67, 11, Snow, 
2014-1-5, 3, 57, 14, , 
2014-1-6, -13, 59, 10, Snow, 
2014-1-7, -6, 63, 5, , 
2014-1-8, -1, 73, 1, , 
2014-1-9, 4, 80, 5, Snow, 
2014-1-10, 29, 94, 9, Fog-Rain-Snow, 
2014-1-11, 32, 88, 8, Snow, 
2014-1-12, 34, 74, 11, , 
2014-1-13, 34, 73, 6, , 
2014-1-14, 26, 82, 12, Fog-Snow, 
2014-1-15, 15, 68, 9, Snow, 
2014-1-16, 23, 75, 11, Snow, 
2014-1-17, 12, 71, 8, Snow, 
2014-1-18, 9, 83, 5, Snow, 
2014-1-19, 22, 75, 7, , 
2014-1-20, 21, 76, 11, Snow, 
2014-1-21, 1, 65, 7, , 
2014-1-22, 5, 70, 10, Snow, 
2014-1-23, -1, 61, 10, , 
2014-1-24, 12, 69, 11, Snow, 
2014-1-25, 19, 56, 12, Snow, 
2014-1-26, 14, 68, 12, Snow, 
2014-1-27, -4, 59, 10, Snow, 
2014-1-28, -6, 63, 5, , 
2014-1-29, 10, 57, 9, , 
2014-1-30, 23, 71, 12, Snow, 
2014-1-31, 9, 73, 3, , 
2014-2-1, 14, 76, 4, Snow, 
2014-2-2, 4, 74, 3, , 
2014-2-3, 3, 71, 5, , 
2014-2-4, 9, 78, 6, Snow, 
2014-2-5, 11, 68, 11, Snow, 
2014-2-6, 1, 69, 6, , 
2014-2-7, 1, 69, 6, , 
2014-2-8, 2, 81, 3, Snow, 
2014-2-9, 8, 72, 5, Snow, 
2014-2-10, -1, 64, 4, , 
2014-2-11, -2, 69, 6, , 
2014-2-12, 10, 75, 6, Snow, 
2014-2-13, 24, 77, 11, Fog-Snow, 
2014-2-14, 15, 66, 8, , 
2014-2-15, 6, 72, 5, Snow, 
2014-2-16, 16, 75, 8, Snow, 
2014-2-17, 21, 83, 10, Fog-Snow, 
2014-2-18, 27, 72, 8, Fog, 
2014-2-19, 36, 58, 7, , 
2014-2-20, 38, 88, 14, Rain-Snow-Thunderstorm, 
2014-2-21, 28, 69, 13, Snow, 
2014-2-22, 21, 57, 7, , 
