Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 45, 75, 13, Rain, 
2014-5-2, 48, 82, 13, Rain, 
2014-5-3, 52, 68, 13, Rain, 
2014-5-4, 49, 58, 9, Rain, 
2014-5-5, 47, 61, 3, , 
2014-5-6, 50, 64, 9, , 
2014-5-7, 53, 76, 12, Rain-Thunderstorm, 
2014-5-8, 67, 62, 9, , 
2014-5-9, 66, 64, 15, , 
2014-5-10, 58, 56, 11, , 
2014-5-11, 61, 57, 6, , 
2014-5-12, 65, 86, 8, Rain-Thunderstorm, 
2014-5-13, 68, 78, 12, Rain, 
2014-5-14, 52, 82, 7, Rain, 
2014-5-15, 42, 82, 13, Rain, 
2014-5-16, 43, 71, 7, , 
2014-5-17, 47, 60, 6, , 
2014-5-18, 54, 51, 10, , 
2014-5-19, 59, 47, 8, Rain, 
2014-5-20, 67, 71, 11, Rain, 
2014-5-21, 71, 64, 7, Rain-Thunderstorm, 
2014-5-22, 62, 65, 9, , 
2014-5-23, 59, 61, 7, , 
2014-5-24, 62, 63, 2, , 
2014-5-25, 66, 61, 4, , 
2014-5-26, 71, 56, 8, , 
2014-5-27, 74, 76, 9, Rain-Thunderstorm, 
2014-5-28, 62, 78, 7, , 
2014-5-29, 61, 71, 5, , 
2014-5-30, 68, 61, 2, , 
2014-5-31, 71, 60, 6, , 
2014-6-1, 72, 47, 10, , 
2014-6-2, 76, 72, 13, Rain-Thunderstorm, 
2014-6-3, 66, 67, 14, , 
2014-6-4, 61, 81, 4, Rain, 
2014-6-5, 62, 61, 5, , 
2014-6-6, 65, 56, 2, , 
2014-6-7, 68, 60, 5, , 
2014-6-8, 69, 63, 7, Rain, 
2014-6-9, 69, 66, 4, , 
2014-6-10, 66, 65, 7, Rain, 
2014-6-11, 69, 81, 6, Fog-Rain-Thunderstorm, 
2014-6-12, 70, 80, 7, Fog, 
2014-6-13, 56, 72, 9, , 
2014-6-14, 60, 61, 4, , 
2014-6-15, 67, 58, 11, , 
2014-6-16, 76, 58, 8, , 
2014-6-17, 76, 61, 12, , 
2014-6-18, 71, 80, 7, Fog-Rain-Thunderstorm, 
2014-6-19, 70, 75, 8, , 
2014-6-20, 62, 78, 7, Rain, 
2014-6-21, 69, 71, 3, , 
2014-6-22, 73, 67, 7, , 
2014-6-23, 70, 73, 7, Rain-Thunderstorm, 
2014-6-24, 73, 85, 3, Rain, 
2014-6-25, 67, 87, 6, Fog, 
2014-6-26, 68, 76, 4, Fog, 
2014-6-27, 72, 70, 7, , 
2014-6-28, 76, 73, 8, Rain, 
2014-6-29, 78, 67, 12, , 
2014-6-30, 76, 74, 11, Rain, 
2014-7-1, 74, 67, 12, Rain, 
2014-7-2, 69, 70, 10, , 
2014-7-3, 62, 64, 8, Rain, 
2014-7-4, 63, 67, 5, Fog, 
2014-7-5, 66, 65, 7, , 
2014-7-6, 71, 71, 11, Rain, 
2014-7-7, 76, 66, 12, Rain, 
2014-7-8, 70, 75, 10, Fog-Rain-Thunderstorm, 
2014-7-9, 65, 73, 5, , 
2014-7-10, 64, 69, 4, , 
2014-7-11, 68, 69, 4, , 
2014-7-12, 73, 71, 8, Rain, 
2014-7-13, 74, 69, 10, Rain, 
2014-7-14, 68, 70, 4, Rain, 
2014-7-15, 61, 77, 11, Rain, 
2014-7-16, 61, 73, 7, Rain, 
2014-7-17, 63, 67, 5, , 
2014-7-18, 64, 65, 4, , 
2014-7-19, 69, 66, 4, , 
2014-7-20, 70, 71, 2, , 
2014-7-21, 74, 64, 5, , 
2014-7-22, 77, 66, 11, , 
2014-7-23, 69, 69, 10, Rain, 
2014-7-24, 64, 66, 4, , 
2014-7-25, 64, 68, 6, , 
2014-7-26, 70, 74, 8, , 
2014-7-27, 71, 79, 6, Fog-Rain-Thunderstorm, 
2014-7-28, 59, 75, 8, , 
2014-7-29, 62, 73, 6, Rain, 
2014-7-30, 64, 77, 4, Fog-Rain-Thunderstorm, 
2014-7-31, 65, 69, 7, , 
2014-8-1, 69, 68, 6, Rain, 
2014-8-2, 67, 69, 2, Rain, 
2014-8-3, 71, 69, 3, , 
2014-8-4, 73, 76, 5, Rain-Thunderstorm, 
2014-8-5, 71, 79, 4, Rain-Thunderstorm, 
2014-8-6, 68, 73, 4, Fog, 
2014-8-7, 68, 66, 4, , 
2014-8-8, 69, 65, 5, , 
2014-8-9, 66, 68, 6, , 
2014-8-10, 70, 72, 5, , 
2014-8-11, 70, 81, 5, Rain, 
2014-8-12, 66, 84, 8, Fog-Rain, 
2014-8-13, 65, 68, 8, , 
2014-8-14, 60, 63, 8, , 
2014-8-15, 60, 64, 6, , 
2014-8-16, 68, 64, 10, Rain, 
2014-8-17, 71, 79, 6, Rain, 
2014-8-18, 69, 76, 6, , 
2014-8-19, 71, 79, 8, Rain-Thunderstorm, 
2014-8-20, 73, 77, 6, Fog, 
2014-8-21, 70, 82, 2, Rain, 
2014-8-22, 76, 83, 5, Fog-Rain, 
2014-8-23, 72, 76, 6, , 
2014-8-24, 72, 76, 7, , 
2014-8-25, 76, 79, 6, , 
2014-8-26, 76, 79, 8, Rain-Thunderstorm, 
2014-8-27, 68, 74, 6, , 
2014-8-28, 64, 64, 4, Rain, 
2014-8-29, 70, 70, 11, Rain, 
2014-8-30, 76, 74, 12, Rain, 
2014-8-31, 74, 74, 5, Rain, 
2014-9-1, 73, 83, 10, Rain, 
2014-9-2, 70, 70, 6, Rain, 
2014-9-3, 69, 69, 3, Rain, 
2014-9-4, 71, 80, 9, Rain, 
2014-9-5, 78, 75, 12, Rain, 
2014-9-6, 64, 72, 7, Rain, 
2014-9-7, 63, 68, 2, , 
2014-9-8, 65, 62, 5, , 
2014-9-9, 68, 70, 4, , 
2014-9-10, 67, 81, 13, Rain, 
2014-9-11, 53, 80, 10, Rain, 
2014-9-12, 52, 81, 5, Rain, 
2014-9-13, 51, 76, 6, Rain, 
2014-9-14, 53, 72, 4, , 
2014-9-15, 55, 77, 4, Rain, 
2014-9-16, 55, 76, 5, Fog, 
2014-9-17, 54, 68, 4, , 
2014-9-18, 53, 84, 4, , 
2014-9-19, 55, 71, 8, , 
2014-9-20, 67, 75, 14, Rain-Thunderstorm, 
2014-9-21, 57, 80, 14, Rain, 
2014-9-22, 53, 67, 7, , 
2014-9-23, 59, 67, 3, , 
2014-9-24, 60, 71, 5, , 
2014-9-25, 63, 70, 3, Fog, 
2014-9-26, 61, 72, 2, Fog, 
2014-9-27, 63, 73, 3, Fog, 
2014-9-28, 63, 71, 2, , 
2014-9-29, 64, 72, 5, Rain, 
2014-9-30, 54, 86, 7, Rain, 
2014-10-1, 58, 76, 4, Fog, 
2014-10-2, 62, 83, 10, Fog-Rain, 
2014-10-3, 56, 82, 13, Rain, 
2014-10-4, 43, 75, 12, Rain, 
2014-10-5, 48, 67, 11, Rain, 
2014-10-6, 54, 70, 9, Rain-Thunderstorm, 
2014-10-7, 54, 73, 10, Rain, 
