Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 71, 68, 14, , 
2014-5-2, 60, 65, 5, , 
2014-5-3, 65, 59, 6, , 
2014-5-4, 66, 58, 6, , 
2014-5-5, 64, 67, 6, , 
2014-5-6, 70, 61, 4, , 
2014-5-7, 69, 74, 4, , 
2014-5-8, 72, 65, 6, Fog, 
2014-5-9, 76, 60, 9, , 
2014-5-10, 75, 64, 9, Rain, 
2014-5-11, 73, 64, 2, , 
2014-5-12, 74, 62, 3, , 
2014-5-13, 80, 65, 6, , 
2014-5-14, 79, 61, 8, , 
2014-5-15, 73, 82, 9, Rain-Thunderstorm, 
2014-5-16, 64, 65, 7, Rain, 
2014-5-17, 59, 52, 5, , 
2014-5-18, 57, 64, 4, , 
2014-5-19, 59, 62, 2, , 
2014-5-20, 65, 60, 8, , 
2014-5-21, 74, 63, 8, , 
2014-5-22, 76, 64, 5, , 
2014-5-23, 73, 64, 4, , 
2014-5-24, 66, 58, 3, , 
2014-5-25, 68, 66, 2, , 
2014-5-26, 74, 66, 9, , 
2014-5-27, 78, 70, 6, Rain-Thunderstorm, 
2014-5-28, 77, 69, 4, , 
2014-5-29, 71, 78, 6, Rain-Thunderstorm, 
2014-5-30, 69, 78, 5, , 
2014-5-31, 73, 61, 5, , 
2014-6-1, 66, 58, 6, , 
2014-6-2, 68, 60, 2, , 
2014-6-3, 73, 68, 4, Rain, 
2014-6-4, 79, 67, 5, Rain-Thunderstorm, 
2014-6-5, 82, 59, 8, , 
2014-6-6, 76, 69, 6, Rain, 
2014-6-7, 74, 65, 3, , 
2014-6-8, 76, 62, 9, , 
2014-6-9, 80, 67, 4, Rain-Thunderstorm, 
2014-6-10, 81, 67, 3, Fog, 
2014-6-11, 81, 66, 5, Rain-Thunderstorm, 
2014-6-12, 77, 80, 4, Fog-Rain-Thunderstorm, 
2014-6-13, 78, 72, 4, Rain-Thunderstorm, 
2014-6-14, 73, 64, 3, , 
2014-6-15, 73, 69, 3, , 
2014-6-16, 82, 68, 4, Rain-Thunderstorm, 
2014-6-17, 83, 66, 7, Thunderstorm, 
2014-6-18, 84, 64, 7, , 
2014-6-19, 84, 61, 6, Rain-Thunderstorm, 
2014-6-20, 80, 74, 3, Fog-Rain-Thunderstorm, 
2014-6-21, 80, 75, 4, Fog-Rain-Thunderstorm, 
2014-6-22, 76, 78, 6, Thunderstorm, 
2014-6-23, 75, 66, 5, , 
2014-6-24, 76, 71, 6, , 
2014-6-25, 83, 69, 7, , 
2014-6-26, 81, 63, 4, , 
2014-6-27, 78, 77, 5, Fog-Rain-Thunderstorm, 
2014-6-28, 77, 71, 8, , 
2014-6-29, 73, 65, 4, , 
2014-6-30, 78, 62, 6, , 
2014-7-1, 84, 60, 8, , 
2014-7-2, 87, 61, 10, , 
2014-7-3, 82, 70, 7, Rain, 
2014-7-4, 80, 61, 6, , 
2014-7-5, 72, 53, 5, , 
2014-7-6, 76, 58, 6, , 
2014-7-7, 82, 63, 11, , 
2014-7-8, 86, 51, 12, Thunderstorm, 
2014-7-9, 85, 63, 7, Rain-Thunderstorm, 
2014-7-10, 80, 75, 5, Rain-Thunderstorm, 
2014-7-11, 78, 74, 2, Fog, 
2014-7-12, 78, 70, 3, , 
2014-7-13, 83, 63, 7, , 
2014-7-14, 87, 61, 10, Rain-Thunderstorm, 
2014-7-15, 82, 75, 8, Rain-Thunderstorm, 
2014-7-16, 72, 73, 3, Fog, 
2014-7-17, 72, 65, 2, , 
2014-7-18, 75, 61, 6, , 
2014-7-19, 74, 59, 4, , 
2014-7-20, 75, 80, 4, Rain, 
2014-7-21, 76, 88, 3, Rain-Thunderstorm, 
2014-7-22, 79, 79, 4, Fog-Rain, 
2014-7-23, 82, 75, 6, Fog, 
2014-7-24, 78, 76, 5, Rain-Thunderstorm, 
2014-7-25, 75, 74, 3, Fog, 
2014-7-26, 80, 73, 3, Fog, 
2014-7-27, 80, 76, 8, Rain-Thunderstorm, 
2014-7-28, 79, 57, 7, , 
2014-7-29, 73, 62, 2, , 
2014-7-30, 72, 71, 4, Thunderstorm, 
2014-7-31, 74, 76, 3, Rain, 
2014-8-1, 71, 83, 7, Rain, 
2014-8-2, 67, 89, 3, Rain, 
2014-8-3, 74, 80, 1, , 
2014-8-4, 77, 74, 2, Fog, 
2014-8-5, 78, 71, 2, Fog, 
2014-8-6, 80, 64, 3, , 
2014-8-7, 78, 73, 5, , 
2014-8-8, 75, 74, 4, Fog-Rain, 
2014-8-9, 69, 83, 6, Rain, 
2014-8-10, 74, 76, 7, Rain, 
2014-8-11, 77, 76, 7, Rain, 
2014-8-12, 79, 79, 5, Rain-Thunderstorm, 
2014-8-13, 75, 69, 4, , 
2014-8-14, 71, 66, 3, , 
2014-8-15, 74, 69, 3, , 
2014-8-16, 79, 69, 3, , 
2014-8-17, 80, 72, 2, , 
2014-8-18, 79, 81, 3, Fog-Rain-Thunderstorm, 
2014-8-19, 78, 77, 3, Fog, 
2014-8-20, 80, 75, 2, Fog-Rain-Thunderstorm, 
2014-8-21, 81, 70, 2, Fog, 
2014-8-22, 82, 73, 2, Thunderstorm, 
2014-8-23, 78, 80, 6, , 
2014-8-24, 72, 74, 9, , 
2014-8-25, 70, 72, 6, , 
2014-8-26, 71, 72, 4, , 
2014-8-27, 72, 65, 3, Fog, 
2014-8-28, 79, 68, 1, , 
2014-8-29, 77, 76, 6, Rain-Thunderstorm, 
2014-8-30, 81, 73, 5, , 
2014-8-31, 82, 73, 7, , 
2014-9-1, 83, 70, 5, , 
2014-9-2, 84, 66, 7, Thunderstorm, 
2014-9-3, 82, 67, 5, Rain-Thunderstorm, 
2014-9-4, 81, 77, 4, Rain-Thunderstorm, 
2014-9-5, 81, 71, 4, Fog, 
2014-9-6, 81, 74, 6, , 
2014-9-7, 74, 79, 7, Rain, 
2014-9-8, 71, 89, 8, Rain, 
2014-9-9, 71, 83, 5, Rain, 
2014-9-10, 75, 76, 2, , 
2014-9-11, 78, 76, 6, Rain-Thunderstorm, 
2014-9-12, 75, 80, 6, Fog-Rain, 
2014-9-13, 75, 86, 5, Rain, 
2014-9-14, 67, 74, 6, Rain, 
2014-9-15, 69, 79, 3, , 
2014-9-16, 75, 70, 3, Rain, 
2014-9-17, 73, 76, 6, , 
2014-9-18, 70, 68, 3, , 
2014-9-19, 72, 67, 7, , 
2014-9-20, 70, 68, 6, , 
2014-9-21, 75, 68, 6, Rain, 
2014-9-22, 69, 67, 3, , 
