Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1, 54, 44, 7, , 
2014-5-2, 63, 36, 10, , 
2014-5-3, 69, 24, 11, , 
2014-5-4, 70, 16, 15, , 
2014-5-5, 61, 30, 8, , 
2014-5-6, 53, 61, 9, Rain, 
2014-5-7, 47, 83, 5, Rain-Thunderstorm, 
2014-5-8, 51, 65, 9, Rain, 
2014-5-9, 52, 68, 8, Rain-Thunderstorm, 
2014-5-10, 51, 66, 6, Rain, 
2014-5-11, 47, 60, 12, Rain, 
2014-5-12, 48, 49, 7, Rain, 
2014-5-13, 49, 52, 4, , 
2014-5-14, 54, 37, 8, , 
2014-5-15, 62, 40, 7, , 
2014-5-16, 67, 31, 9, , 
2014-5-17, 66, 36, 7, , 
2014-5-18, 65, 30, 11, , 
2014-5-19, 61, 47, 9, , 
2014-5-20, 65, 35, 6, , 
2014-5-21, 65, 46, 9, , 
2014-5-22, 67, 38, 8, , 
2014-5-23, 65, 37, 9, , 
2014-5-24, 63, 67, 10, Rain, 
2014-5-25, 65, 56, 7, , 
2014-5-26, 70, 38, 7, , 
2014-5-27, 77, 26, 9, , 
2014-5-28, 84, 16, 17, , 
2014-5-29, 67, 33, 10, , 
2014-5-30, 71, 41, 4, , 
2014-5-31, 76, 28, 12, , 
2014-6-1, 66, 35, 8, , 
2014-6-2, 72, 29, 7, , 
2014-6-3, 76, 17, 11, , 
2014-6-4, 71, 39, 6, , 
2014-6-5, 70, 33, 7, , 
2014-6-6, 72, 21, 6, , 
2014-6-7, 68, 40, 6, , 
2014-6-8, 71, 32, 10, , 
2014-6-9, 72, 25, 10, , 
2014-6-10, 78, 19, 12, , 
2014-6-11, 71, 25, 7, , 
2014-6-12, 76, 24, 13, Rain-Thunderstorm, 
2014-6-13, 75, 19, 13, , 
2014-6-14, 59, 39, 11, , 
2014-6-15, 67, 26, 8, , 
2014-6-16, 66, 35, 10, Rain, 
2014-6-17, 50, 88, 10, Rain, 
2014-6-18, 53, 63, 6, Rain, 
2014-6-19, 63, 45, 6, , 
2014-6-20, 74, 32, 10, , 
2014-6-21, 73, 35, 5, , 
2014-6-22, 74, 27, 6, , 
2014-6-23, 74, 44, 5, , 
2014-6-24, 78, 34, 6, , 
2014-6-25, 77, 35, 5, , 
2014-6-26, 78, 29, 13, Rain-Thunderstorm, 
2014-6-27, 68, 62, 8, , 
2014-6-28, 70, 49, 6, , 
2014-6-29, 73, 43, 6, , 
2014-6-30, 72, 33, 6, , 
2014-7-1, 74, 32, 5, , 
2014-7-2, 81, 26, 8, , 
2014-7-3, 85, 20, 14, Rain-Thunderstorm, 
2014-7-4, 86, 24, 12, , 
2014-7-5, 86, 23, 13, , 
2014-7-6, 83, 29, 7, , 
2014-7-7, 84, 23, 7, , 
2014-7-8, 84, 24, 6, , 
2014-7-9, 84, 27, 8, Rain, 
2014-7-10, 82, 52, 8, Rain, 
2014-7-11, 79, 51, 8, Rain, 
2014-7-12, 80, 48, 3, , 
2014-7-13, 84, 33, 6, , 
2014-7-14, 89, 24, 6, , 
2014-7-15, 88, 24, 10, , 
2014-7-16, 81, 34, 12, , 
2014-7-17, 79, 30, 7, , 
2014-7-18, 84, 25, 8, , 
2014-7-19, 83, 23, 7, , 
2014-7-20, 84, 30, 8, Rain-Thunderstorm, 
2014-7-21, 82, 32, 17, , 
2014-7-22, 81, 31, 5, , 
2014-7-23, 88, 21, 12, , 
2014-7-24, 86, 23, 13, , 
2014-7-25, 78, 36, 6, , 
2014-7-26, 80, 36, 5, , 
2014-7-27, 82, 30, 4, , 
2014-7-28, 85, 30, 10, Rain, 
2014-7-29, 71, 81, 5, Rain-Thunderstorm, 
2014-7-30, 74, 68, 4, Rain, 
2014-7-31, 74, 55, 4, , 
2014-8-1, 79, 43, 5, , 
2014-8-2, 81, 37, 6, , 
2014-8-3, 80, 36, 9, Rain, 
2014-8-4, 75, 60, 9, Rain-Thunderstorm, 
2014-8-5, 75, 55, 9, Rain-Thunderstorm, 
2014-8-6, 74, 56, 7, Rain-Thunderstorm, 
2014-8-7, 70, 59, 7, Rain, 
2014-8-8, 76, 47, 8, , 
2014-8-9, 77, 35, 6, , 
2014-8-10, 77, 42, 4, , 
2014-8-11, 81, 33, 7, , 
2014-8-12, 82, 30, 6, Rain-Thunderstorm, 
2014-8-13, 74, 58, 8, , 
