Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events,2,1
2014-5-5,6,10,2,1
2014-5-6,6,9,2,0
2014-5-7,6,10,1,0
2014-5-8,6,10,1,1
2014-5-9,5,10,2,1
2014-5-10,6,10,1,1
2014-5-11,6,10,1,1
2014-5-12,6,8,1,0
2014-5-13,7,7,1,0
2014-5-14,7,7,1,0
2014-5-15,7,8,1,0
2014-5-16,6,9,2,0
2014-5-17,6,9,2,1
2014-5-18,6,10,1,1
2014-5-19,6,9,1,1
2014-5-20,6,9,1,1
2014-5-21,6,9,1,0
2014-5-22,7,10,1,0
2014-5-23,6,10,1,1
2014-5-24,6,10,1,0
2014-5-25,6,10,1,1
2014-5-26,6,10,1,1
2014-5-27,6,9,1,1
2014-5-28,6,10,2,1
2014-5-29,6,10,2,0
2014-5-30,6,9,1,1
2014-5-31,6,9,1,0
2014-6-1,6,10,1,0
2014-6-2,7,10,1,1
2014-6-3,6,9,2,0
2014-6-4,6,9,1,1
2014-6-5,6,9,1,1
2014-6-6,6,8,1,1
2014-6-7,7,9,1,0
2014-6-8,7,10,1,0
2014-6-9,6,9,1,0
2014-6-10,6,10,1,0
2014-6-12,6,10,2,1
2014-6-13,6,10,2,1
2014-6-14,6,8,2,0
2014-6-15,6,9,2,0
2014-6-16,6,9,2,1
2014-6-17,6,10,2,0
2014-6-18,7,8,1,0
2014-6-19,7,9,2,0
2014-6-20,6,8,1,0
2014-6-21,6,8,1,0
2014-6-22,7,8,1,0
2014-6-23,7,9,1,1
2014-6-24,7,10,1,0
2014-6-25,7,9,1,0
2014-6-26,7,10,2,1
2014-6-27,7,10,2,1
2014-6-28,7,10,2,1
2014-6-29,7,10,2,0
2014-6-30,7,9,1,1
2014-7-1,8,7,1,0
2014-7-2,7,8,2,0
2014-7-3,7,8,1,0
2014-7-4,7,10,1,0
2014-7-5,7,8,1,0
2014-7-6,7,9,1,0
2014-7-7,7,10,1,1
2014-7-8,8,9,1,0
2014-7-9,7,9,1,0
2014-7-10,7,8,1,0
2014-7-11,8,7,1,0
2014-7-12,8,7,1,0
2014-7-13,8,8,1,0
2014-7-14,7,10,1,0
2014-7-15,8,9,1,0
2014-7-16,8,9,1,0
2014-7-17,7,8,2,0
2014-7-18,7,9,2,0
2014-7-19,7,10,2,0
2014-7-20,6,9,2,0
2014-7-21,6,10,1,1
2014-7-22,7,9,1,0
2014-7-23,7,10,2,1
2014-7-24,6,10,2,1
2014-7-25,6,10,1,1
2014-7-26,7,9,1,1
2014-7-27,7,9,1,0
2014-7-28,7,7,1,0
2014-7-29,7,8,1,0
2014-7-30,7,9,1,1
2014-7-31,8,7,1,0
2014-8-1,7,8,1,0
2014-8-2,7,8,1,0
2014-8-3,8,8,1,0
2014-8-4,8,7,1,0
2014-8-5,7,10,1,0
2014-8-6,7,10,1,0
2014-8-7,7,9,1,0
2014-8-8,7,9,1,0
2014-8-9,7,8,1,0
2014-8-10,7,8,1,0
2014-8-11,8,7,1,0
2014-8-12,7,10,1,1
2014-8-13,7,10,1,1
2014-8-14,7,10,1,0
2014-8-15,7,10,1,0
2014-8-16,7,10,1,0
2014-8-17,7,10,1,1
2014-8-18,7,10,1,0
2014-8-19,7,10,2,0
2014-8-20,7,9,2,0
2014-8-21,7,9,1,0
2014-8-22,7,10,1,1
2014-8-23,7,8,1,1
2014-8-24,7,9,1,0
2014-8-25,7,8,1,1
2014-8-26,8,7,1,0
2014-8-27,8,9,1,1
2014-8-28,7,10,1,0
2014-8-29,7,10,1,1
2014-8-30,7,10,1,1
2014-8-31,7,10,1,0
2014-9-1,7,10,1,0
2014-9-2,7,10,2,1
2014-9-3,6,9,1,0
2014-9-4,6,9,1,1
2014-9-5,7,8,1,0
2014-9-6,7,7,1,0
2014-9-7,7,8,1,0
2014-9-8,7,10,2,0
2014-9-9,7,9,1,0
2014-9-10,6,7,1,0
2014-9-11,6,6,2,0
2014-9-12,6,6,1,0
2014-9-13,6,6,1,0
2014-9-14,7,6,1,0
2014-9-15,7,7,1,0
2014-9-16,7,10,1,1
2014-9-17,6,10,1,1
2014-9-18,7,10,1,1
2014-9-19,7,10,1,0
2014-9-20,7,10,1,1
2014-9-21,7,10,1,1
2014-9-22,7,10,1,1
2014-9-23,7,10,1,1
2014-9-24,7,10,1,1
2014-9-25,7,10,1,1
2014-9-26,6,10,2,1
2014-9-27,6,10,1,1
2014-9-28,6,10,1,1
2014-9-29,6,10,2,1
2014-9-30,6,10,2,0
2014-10-1,6,10,1,1
2014-10-2,6,9,1,0
2014-10-3,6,10,1,1
2014-10-4,7,10,1,1
2014-10-5,7,10,1,1
2014-10-6,7,10,1,1
2014-10-7,6,10,1,1
2014-10-8,6,10,1,1
2014-10-9,6,10,1,1
2014-10-10,6,10,1,1
2014-10-11,6,10,2,1
2014-10-12,6,10,1,0
2014-10-13,6,9,2,1
2014-10-14,6,10,1,1
2014-10-15,6,10,2,1
2014-10-16,6,10,1,1
2014-10-17,6,10,1,1
2014-10-18,6,10,1,1
2014-10-19,7,10,1,1
2014-10-20,6,10,1,1
2014-10-21,6,10,3,1
2014-10-22,6,10,3,1
2014-10-23,6,10,2,1
2014-10-24,5,10,1,1
2014-10-25,6,10,2,1
2014-10-26,5,10,2,1
2014-10-27,5,10,1,1
2014-10-28,6,10,2,1
2014-10-29,6,10,1,1
2014-10-30,6,10,1,1
2014-10-31,5,10,1,1
2014-11-1,5,10,1,1
2014-11-2,5,10,2,1
2014-11-3,6,10,3,1
2014-11-4,6,10,2,1
2014-11-5,6,10,1,1
2014-11-6,6,10,2,1
2014-11-7,5,10,1,1
2014-11-8,5,10,1,1
2014-11-9,5,10,2,1
2014-11-10,5,10,1,1
2014-11-11,4,7,2,0
2014-11-12,4,3,2,0
2014-11-13,4,7,1,0
2014-11-14,4,8,1,0
2014-11-15,4,7,1,0
2014-11-16,4,8,1,0
2014-11-17,4,9,1,0
2014-11-18,4,10,1,1
2014-11-19,4,10,1,1
2014-11-20,5,10,1,1
2014-11-21,5,10,2,1
2014-11-22,5,10,2,1
2014-11-23,5,10,2,1
2014-11-24,5,10,2,1
2014-11-25,6,10,2,1
2014-11-26,6,10,2,1
2014-11-27,6,10,3,1
2014-11-28,5,10,2,1
2014-11-29,3,10,2,1
2014-11-30,3,10,1,0
2014-12-1,3,10,1,0
2014-12-2,4,10,1,1
2014-12-3,4,10,1,0
2014-12-4,4,10,1,1
2014-12-5,5,10,1,1
2014-12-6,5,10,1,1
2014-12-7,5,10,1,1
2014-12-8,5,10,1,1
2014-12-9,6,10,2,1
2014-12-10,6,10,3,1
2014-12-11,5,10,2,1
2014-12-12,5,10,1,1
2014-12-13,4,10,1,1
2014-12-14,4,10,1,1
2014-12-15,4,10,1,1
2014-12-16,5,10,1,1
2014-12-17,5,10,1,1
2014-12-18,5,10,1,1
2014-12-19,5,10,2,1
2014-12-20,5,10,3,1
2014-12-21,6,10,2,1
2014-12-22,5,10,1,1
2014-12-23,5,10,2,1
2014-12-24,4,10,1,1
2014-12-25,4,10,1,1
2014-12-26,4,10,1,0
2014-12-27,5,10,2,1
2014-12-28,4,10,1,1
2014-12-29,4,10,2,1
2014-12-30,3,8,1,0
2014-12-31,3,10,1,0
2015-1-1,3,10,1,0
2015-1-2,3,10,1,1
2015-1-3,4,10,1,1
2015-1-4,5,10,2,1
2015-1-5,5,10,2,1
2015-1-6,5,10,1,1
2015-1-7,5,10,1,1
2015-1-8,5,10,1,0
2015-1-9,5,10,1,1
2015-1-10,5,10,1,1
2015-1-11,5,10,1,1
2015-1-12,5,10,1,1
2015-1-13,5,10,1,0
2015-1-14,4,10,1,0
2015-1-15,4,10,1,1
2015-1-16,5,10,1,1
2015-1-17,5,10,1,1
2015-1-18,5,10,3,1
2015-1-19,5,10,1,1
2015-1-20,4,10,1,1
2015-1-21,4,10,1,1
2015-1-22,5,10,1,1
2015-1-23,5,10,2,1
2015-1-24,6,10,1,1
2015-1-25,5,10,1,1
2015-1-26,6,10,1,1
2015-1-27,5,10,1,1
2015-1-28,5,10,1,1
2015-1-29,5,10,1,1
2015-1-30,4,10,1,1
2015-1-31,5,10,1,1
2015-2-1,5,10,1,1
2015-2-2,5,10,1,1
2015-2-3,5,10,1,1
2015-2-4,5,10,1,1
2015-2-5,6,10,2,1
2015-2-6,6,10,3,1
2015-2-7,5,10,2,1
2015-2-8,5,10,1,1
2015-2-9,6,10,2,1
2015-2-10,5,10,1,1
2015-2-11,5,10,1,1
2015-2-12,6,10,1,1
2015-2-13,6,10,1,1
2015-2-14,5,10,1,1
2015-2-15,5,10,1,1
2015-2-16,5,9,1,1
2015-2-17,5,8,1,0
2015-2-18,5,10,1,0
2015-2-19,5,10,1,1
2015-2-20,5,10,1,0
2015-2-21,5,10,1,0
2015-2-22,4,8,1,1
2015-2-23,4,8,1,0
2015-2-24,5,9,1,0
2015-2-25,5,10,1,1
2015-2-26,5,10,1,1
2015-2-27,5,10,2,1
2015-2-28,5,5,2,0
2015-3-1,5,8,1,1
2015-3-2,4,10,2,1
2015-3-3,4,8,1,1
2015-3-4,4,7,1,0
2015-3-5,5,8,1,0
2015-3-6,5,8,1,0
2015-3-7,5,10,1,1
2015-3-8,5,10,1,1
2015-3-9,5,9,1,1
2015-3-10,5,10,1,1
2015-3-11,6,10,1,1
2015-3-12,6,10,1,1
2015-3-13,6,10,1,1
2015-3-14,6,10,2,1
2015-3-15,5,10,2,1
2015-3-16,5,10,1,1
2015-3-17,5,10,1,1
2015-3-18,6,9,1,1
2015-3-19,6,10,1,0
2015-3-20,5,10,1,1
2015-3-21,5,10,2,1
2015-3-22,5,10,1,1
2015-3-23,5,10,1,1
2015-3-24,5,10,1,1
2015-3-25,6,10,2,1
2015-3-26,6,10,1,1
2015-3-27,6,10,2,1
2015-3-28,6,10,2,1
2015-3-29,6,10,1,0
2015-3-30,6,9,2,1
2015-3-31,5,10,2,1
2015-4-1,5,10,2,1
2015-4-2,5,10,1,1
2015-4-3,5,10,1,1
2015-4-4,5,9,1,1
2015-4-5,5,9,1,1
2015-4-6,6,9,1,1
2015-4-7,5,10,1,1
2015-4-8,6,9,1,1
2015-4-9,5,9,1,1
2015-4-10,5,9,2,1
2015-4-11,5,10,2,1
2015-4-12,5,10,1,0
2015-4-13,5,10,2,1
2015-4-14,5,10,2,1
2015-4-15,5,9,1,0
2015-4-16,5,9,1,0
2015-4-17,6,8,1,0
2015-4-18,6,7,2,0
2015-4-19,6,8,1,0
2015-4-20,6,7,1,0
2015-4-21,5,9,2,0
2015-4-22,5,7,2,0
2015-4-23,5,10,2,1
2015-4-24,5,10,2,1
2015-4-25,5,10,1,1
2015-4-26,5,10,1,1
2015-4-27,7,10,1,1
2015-4-28,6,9,2,1
2015-4-29,6,9,2,1
2015-4-30,6,9,1,0
2015-5-1,6,10,1,0
2015-5-2,6,8,1,1
2015-5-3,6,8,1,0
2015-5-4,5,10,2,0
2015-5-5,5,10,1,1

