Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1,6,4,1,0
2014-5-2,7,5,2,0
2014-5-3,5,9,2,0
2014-5-4,6,7,2,1
2014-5-5,5,7,2,0
2014-5-6,5,6,3,0
2014-5-7,5,6,1,0
2014-5-8,5,5,1,0
2014-5-9,6,5,2,1
2014-5-10,5,7,2,0
2014-5-11,4,8,2,1
2014-5-12,5,6,1,0
2014-5-13,5,3,1,0
2014-5-14,6,4,1,0
2014-5-15,6,4,2,0
2014-5-16,6,8,2,1
2014-5-17,6,8,1,1
2014-5-18,6,8,1,1
2014-5-19,6,6,2,0
2014-5-20,6,5,1,0
2014-5-21,6,5,1,0
2014-5-22,7,3,1,0
2014-5-23,7,3,1,0
2014-5-24,7,5,2,1
2014-5-25,7,6,1,0
2014-5-26,7,5,2,0
2014-5-27,7,5,1,1
2014-5-28,7,8,2,0
2014-5-29,6,2,3,0
2014-5-30,6,3,1,0
2014-5-31,7,5,1,1
2014-6-1,6,7,1,1
2014-6-2,7,6,1,0
2014-6-3,7,4,2,0
2014-6-4,7,4,2,0
2014-6-5,6,4,2,0
2014-6-6,6,5,2,0
2014-6-7,6,4,1,0
2014-6-8,7,2,1,0
2014-6-9,7,3,2,0
2014-6-10,7,2,2,0
2014-6-11,6,6,2,0
2014-6-12,7,5,1,1
2014-6-13,7,6,3,1
2014-6-14,6,6,3,1
2014-6-15,6,7,1,1
2014-6-16,6,10,1,1
2014-6-17,6,8,3,1
2014-6-18,6,8,2,1
2014-6-19,7,7,2,1
2014-6-20,7,7,1,1
2014-6-21,7,7,1,1
2014-6-22,7,7,2,1
2014-6-23,7,6,1,0
2014-6-24,7,8,1,1
2014-6-25,7,8,1,1
2014-6-26,7,10,1,1
2014-6-27,7,7,2,1
2014-6-28,7,7,3,0
2014-6-29,7,4,3,0
2014-6-30,7,4,2,0
2014-7-1,7,5,1,0
2014-7-2,8,5,1,0
2014-7-3,8,5,1,1
2014-7-4,8,7,1,0
2014-7-5,8,5,2,0
2014-7-6,8,3,2,0
2014-7-7,8,5,2,0
2014-7-8,8,4,1,0
2014-7-9,8,3,1,0
2014-7-10,8,3,1,0
2014-7-11,8,5,2,0
2014-7-12,8,4,1,0
2014-7-13,8,1,1,0
2014-7-14,8,4,2,1
2014-7-15,7,9,1,1
2014-7-16,7,8,1,0
2014-7-17,8,4,1,0
2014-7-18,7,4,1,0
2014-7-19,8,2,2,0
2014-7-20,8,3,2,0
2014-7-21,8,6,1,1
2014-7-22,8,6,1,1
2014-7-23,8,6,2,1
2014-7-24,7,5,3,0
2014-7-25,7,2,3,0
2014-7-26,8,2,2,0
2014-7-27,8,3,1,0
2014-7-28,8,2,1,0
2014-7-29,8,2,1,0
2014-7-30,8,3,1,0
2014-7-31,8,2,1,1
2014-8-1,8,2,1,1
2014-8-2,8,4,1,0
2014-8-3,8,4,2,0
2014-8-4,8,6,2,1
2014-8-5,8,5,1,0
2014-8-6,8,3,1,0
2014-8-7,8,3,1,0
2014-8-8,8,4,1,1
2014-8-9,7,7,1,0
2014-8-10,8,2,1,0
2014-8-11,8,1,1,0
2014-8-12,8,4,1,1
2014-8-13,8,6,1,1
2014-8-14,8,8,1,1
2014-8-15,7,9,2,1
2014-8-16,7,7,2,0
2014-8-17,8,5,2,0
2014-8-18,8,4,1,0
2014-8-19,8,4,1,0
2014-8-20,7,5,1,1
2014-8-21,7,8,1,1
2014-8-22,6,10,2,1
2014-8-23,5,10,3,1
2014-8-24,6,10,1,1
2014-8-25,6,9,1,0
2014-8-26,7,7,1,0
2014-8-27,7,6,1,0
2014-8-28,8,5,1,0
2014-8-29,7,7,1,0
2014-8-30,7,4,1,1
2014-8-31,7,8,2,0
2014-9-1,7,4,2,0
2014-9-2,7,4,1,0
2014-9-3,6,4,3,0
2014-9-4,6,6,1,1
2014-9-5,6,6,1,0
2014-9-6,6,5,1,0
2014-9-7,7,3,1,0
2014-9-8,7,3,2,0
2014-9-9,5,8,3,0
2014-9-10,5,10,2,1
2014-9-11,5,7,1,0
2014-9-12,5,7,1,0
2014-9-13,6,7,1,0
2014-9-14,6,7,1,0
2014-9-15,6,5,1,0
2014-9-16,7,6,1,1
2014-9-17,7,8,1,1
2014-9-18,7,6,1,0
2014-9-19,7,4,2,0
2014-9-20,7,6,1,0
2014-9-21,7,7,1,0
2014-9-22,7,7,1,0
2014-9-23,7,7,1,1
2014-9-24,8,6,2,0
2014-9-25,8,3,2,0
2014-9-26,7,4,2,1
2014-9-27,6,10,1,1
2014-9-28,6,10,1,0
2014-9-29,6,10,2,0
2014-9-30,6,7,3,1
2014-10-1,6,5,3,1
2014-10-2,5,9,2,1
2014-10-3,5,7,1,0
2014-10-4,6,6,2,0
2014-10-5,7,5,2,0
2014-10-6,7,3,3,0
2014-10-7,7,5,2,0
2014-10-8,6,8,1,0
2014-10-9,6,8,2,0
2014-10-10,6,9,1,1
2014-10-11,6,7,1,1
2014-10-12,6,6,3,0
2014-10-13,6,7,1,0
2014-10-14,6,4,2,0
2014-10-15,7,3,2,1
2014-10-16,5,4,1,0
2014-10-17,5,6,1,0
2014-10-18,6,5,1,0
2014-10-19,6,7,1,0
2014-10-20,6,6,1,0
2014-10-21,6,8,2,1
2014-10-22,5,6,2,0
2014-10-23,6,6,2,0
2014-10-24,5,7,1,0
2014-10-25,5,10,1,1
2014-10-26,6,6,3,1
2014-10-27,5,4,2,0
2014-10-28,5,6,1,0
2014-10-29,5,8,1,1
2014-10-30,5,8,1,0
2014-10-31,5,9,1,0
2014-11-1,5,8,1,1
2014-11-2,5,10,2,1
2014-11-3,5,8,2,0
2014-11-4,5,8,2,0
2014-11-5,5,6,2,0
2014-11-6,6,6,1,0
2014-11-7,5,7,3,1
2014-11-8,5,7,1,0
2014-11-9,4,8,2,1
2014-11-10,2,9,2,1
2014-11-11,1,8,2,0
2014-11-12,1,9,1,0
2014-11-13,1,9,1,0
2014-11-14,1,8,1,1
2014-11-15,1,9,1,0
2014-11-16,2,8,1,0
2014-11-17,2,8,1,0
2014-11-18,2,9,1,0
2014-11-19,3,10,1,1
2014-11-20,3,9,1,0
2014-11-21,4,8,1,0
2014-11-22,5,6,3,1
2014-11-23,4,6,3,1
2014-11-24,4,5,3,0
2014-11-25,4,10,1,1
2014-11-26,3,10,1,1
2014-11-27,4,9,1,1
2014-11-28,4,6,2,0
2014-11-29,1,10,3,1
2014-11-30,1,10,1,0
2014-12-1,1,10,1,1
2014-12-2,2,9,1,0
2014-12-3,2,10,1,0
2014-12-4,3,10,1,0
2014-12-5,4,10,1,1
2014-12-6,3,10,1,1
2014-12-7,4,8,2,0
2014-12-8,4,10,1,0
2014-12-9,4,10,1,0
2014-12-10,4,10,1,0
2014-12-11,5,7,1,0
2014-12-12,6,4,2,0
2014-12-13,5,9,2,1
2014-12-14,4,10,2,1
2014-12-15,3,10,1,0
2014-12-16,3,10,1,1
2014-12-17,3,10,1,1
2014-12-18,3,10,1,1
2014-12-19,4,10,1,0
2014-12-20,4,9,1,0
2014-12-21,4,9,3,1
2014-12-22,4,8,3,0
2014-12-23,4,7,2,0
2014-12-24,4,10,2,1
2014-12-25,3,10,2,0
2014-12-26,2,10,1,1
2014-12-27,2,10,1,0
2014-12-28,2,10,2,1
2014-12-29,1,9,3,0
2014-12-30,1,9,1,0
2014-12-31,1,8,1,0
2015-1-1,1,10,1,0
2015-1-2,2,10,1,1
2015-1-3,1,10,2,1
2015-1-4,1,10,1,1
2015-1-5,2,10,1,1
2015-1-6,3,10,2,0
2015-1-7,2,10,1,0
2015-1-8,2,10,2,0
2015-1-9,1,10,1,0
2015-1-10,2,10,1,0
2015-1-11,3,10,1,1
2015-1-12,3,10,1,1
2015-1-13,1,10,1,1
2015-1-14,2,10,1,1
2015-1-15,2,10,1,1
2015-1-16,3,9,2,0
2015-1-17,4,7,2,0
2015-1-18,4,8,2,0
2015-1-19,4,9,3,1
2015-1-20,4,7,2,0
2015-1-21,3,9,1,0
2015-1-22,3,7,1,0
2015-1-23,4,8,2,0
2015-1-24,5,9,2,0
2015-1-25,5,6,1,0
2015-1-26,5,8,1,0
2015-1-27,4,10,1,0
2015-1-28,5,8,2,0
2015-1-29,4,9,1,0
2015-1-30,4,9,1,0
2015-1-31,3,10,2,1
2015-2-1,2,10,1,1
2015-2-2,4,8,1,0
2015-2-3,4,7,3,1
2015-2-4,3,9,1,0
2015-2-5,5,7,1,0
2015-2-6,6,2,2,0
2015-2-7,6,6,2,0
2015-2-8,5,5,2,0
2015-2-9,5,10,1,1
2015-2-10,5,10,2,1
2015-2-11,4,10,1,0
2015-2-12,5,7,2,0
2015-2-13,5,6,1,0
2015-2-14,5,7,1,0
2015-2-15,4,10,1,1
2015-2-16,4,8,2,1
2015-2-17,4,6,1,0
2015-2-18,5,4,2,0
2015-2-19,5,4,2,0
2015-2-20,4,8,2,1
2015-2-21,2,9,2,1
2015-2-22,1,8,1,0
2015-2-23,2,8,1,0
2015-2-24,4,7,1,0
2015-2-25,3,8,2,1
2015-2-26,2,9,1,1
2015-2-27,2,8,2,0
2015-2-28,2,6,1,0
2015-3-1,3,7,1,0
2015-3-2,3,7,2,1
2015-3-3,2,7,2,1
2015-3-4,3,6,2,0
2015-3-5,4,1,2,0
2015-3-6,5,1,3,0
2015-3-7,5,3,1,0
2015-3-8,5,6,2,0
2015-3-9,5,2,2,0
2015-3-10,5,3,1,0
2015-3-11,5,4,1,0
2015-3-12,5,6,2,0
2015-3-13,5,5,1,0
2015-3-14,6,3,2,0
2015-3-15,6,3,2,0
2015-3-16,5,5,3,0
2015-3-17,4,10,1,1
2015-3-18,5,10,2,0
2015-3-19,5,4,2,0
2015-3-20,6,3,1,0
2015-3-21,5,6,1,0
2015-3-22,5,3,2,0
2015-3-23,5,6,2,0
2015-3-24,4,6,2,0
2015-3-25,5,6,2,0
2015-3-26,6,6,3,0
2015-3-27,6,4,1,0
2015-3-28,5,6,4,0
2015-3-29,6,3,2,0
2015-3-30,6,4,1,0
2015-3-31,6,4,2,0
2015-4-1,5,3,3,0
2015-4-2,4,7,2,1
2015-4-3,4,5,1,0
2015-4-4,4,9,1,1
2015-4-5,4,10,1,1
2015-4-6,4,10,1,1
2015-4-7,4,7,1,0
2015-4-8,5,4,2,0
2015-4-9,5,6,1,0
2015-4-10,5,5,1,0
2015-4-11,5,6,2,1
2015-4-12,5,5,3,1
2015-4-13,6,3,2,0
2015-4-14,5,4,3,1
2015-4-15,5,6,2,1
2015-4-16,5,6,1,0
2015-4-17,5,5,1,0
2015-4-18,5,7,2,0
2015-4-19,5,5,1,0
2015-4-20,5,5,1,0
2015-4-21,6,4,1,0
2015-4-22,6,6,1,1
2015-4-23,6,6,2,0
2015-4-24,5,7,1,1
2015-4-25,5,5,2,0
2015-4-26,4,10,2,1
2015-4-27,5,8,1,1
2015-4-28,6,6,1,0
2015-4-29,6,5,2,0
2015-4-30,6,2,3,0
2015-5-1,6,2,2,0
2015-5-2,6,1,2,0
2015-5-3,6,3,2,0
2015-5-4,6,3,1,0
2015-5-5,5,4,1,0
