Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1,7,4,1,0
2014-5-2,7,3,1,0
2014-5-3,7,3,1,0
2014-5-4,6,5,1,1
2014-5-5,6,5,2,0
2014-5-6,6,5,4,0
2014-5-7,6,5,3,0
2014-5-8,6,6,1,1
2014-5-9,6,7,2,1
2014-5-10,5,9,3,1
2014-5-11,6,5,3,0
2014-5-12,6,6,1,0
2014-5-13,6,3,2,0
2014-5-14,7,3,1,0
2014-5-15,7,3,1,0
2014-5-16,7,3,1,0
2014-5-17,7,3,1,0
2014-5-18,6,7,2,1
2014-5-19,6,6,1,0
2014-5-20,6,5,2,1
2014-5-21,7,6,1,1
2014-5-22,7,5,2,0
2014-5-23,8,2,2,0
2014-5-24,7,4,3,1
2014-5-25,7,5,1,0
2014-5-26,7,4,2,0
2014-5-27,7,3,1,0
2014-5-28,7,3,3,0
2014-5-29,6,4,1,0
2014-5-30,7,2,1,0
2014-5-31,7,2,2,0
2014-6-1,7,4,1,0
2014-6-2,8,1,2,0
2014-6-3,8,2,2,0
2014-6-4,7,2,2,0
2014-6-5,7,1,2,0
2014-6-6,7,2,2,0
2014-6-7,7,2,2,0
2014-6-8,7,3,2,0
2014-6-9,8,2,2,0
2014-6-10,7,1,2,0
2014-6-11,7,1,1,0
2014-6-12,8,1,2,0
2014-6-13,7,3,2,1
2014-6-14,6,5,2,0
2014-6-15,7,3,1,0
2014-6-16,6,6,2,1
2014-6-17,6,5,2,0
2014-6-18,6,7,1,1
2014-6-19,7,4,2,0
2014-6-20,8,2,2,0
2014-6-21,7,3,2,0
2014-6-22,8,2,2,0
2014-6-23,8,1,1,0
2014-6-24,8,2,2,0
2014-6-25,8,4,2,1
2014-6-26,7,7,1,1
2014-6-27,7,7,1,1
2014-6-28,7,6,1,0
2014-6-29,7,4,2,0
2014-6-30,7,3,2,0
2014-7-1,8,1,2,0
2014-7-2,9,1,1,0
2014-7-3,9,2,1,0
2014-7-4,9,2,2,0
2014-7-5,9,2,1,0
2014-7-6,9,1,2,0
2014-7-7,9,1,2,0
2014-7-8,9,2,1,0
2014-7-9,9,2,2,0
2014-7-10,9,2,1,0
2014-7-11,9,1,2,0
2014-7-12,9,1,2,0
2014-7-13,9,1,1,0
2014-7-14,9,1,2,0
2014-7-15,9,2,3,0
2014-7-16,9,3,1,0
2014-7-17,9,1,1,0
2014-7-18,8,1,1,0
2014-7-19,8,1,2,0
2014-7-20,9,2,1,1
2014-7-21,8,5,1,0
2014-7-22,8,4,2,1
2014-7-23,8,5,1,1
2014-7-24,7,3,2,0
2014-7-25,7,3,1,0
2014-7-26,8,1,1,0
2014-7-27,9,1,1,0
2014-7-28,9,1,2,0
2014-7-29,9,2,2,1
2014-7-30,9,3,2,0
2014-7-31,9,2,2,0
2014-8-1,9,3,1,0
2014-8-2,9,1,1,0
2014-8-3,9,3,1,1
2014-8-4,9,3,3,0
2014-8-5,8,5,2,0
2014-8-6,8,6,2,0
2014-8-7,8,4,1,0
2014-8-8,8,4,1,0
2014-8-9,8,3,2,0
2014-8-10,9,3,1,0
2014-8-11,9,1,2,0
2014-8-12,8,4,3,1
2014-8-13,8,6,2,1
2014-8-14,8,7,1,1
2014-8-15,8,5,1,0
2014-8-16,8,5,1,0
2014-8-17,8,2,1,0
2014-8-18,8,3,1,0
2014-8-19,9,1,2,0
2014-8-20,8,3,1,1
2014-8-21,8,3,1,0
2014-8-22,7,3,2,0
2014-8-23,7,6,2,0
2014-8-24,7,5,1,1
2014-8-25,7,6,1,1
2014-8-26,7,6,1,0
2014-8-27,8,3,1,0
2014-8-28,8,3,1,0
2014-8-29,8,2,1,1
2014-8-30,7,6,2,1
2014-8-31,7,7,1,0
2014-9-1,7,5,1,0
2014-9-2,8,1,1,0
2014-9-3,7,3,2,0
2014-9-4,6,4,1,0
2014-9-5,7,2,1,0
2014-9-6,8,1,1,0
2014-9-7,8,1,1,0
2014-9-8,8,1,1,0
2014-9-9,7,2,2,0
2014-9-10,7,4,2,0
2014-9-11,6,1,2,0
2014-9-12,7,1,2,0
2014-9-13,7,1,1,0
2014-9-14,7,1,1,0
2014-9-15,8,1,1,0
2014-9-16,8,4,1,1
2014-9-17,9,1,1,0
2014-9-18,8,2,1,0
2014-9-19,7,6,1,0
2014-9-20,8,4,1,0
2014-9-21,8,4,2,1
2014-9-22,8,7,1,1
2014-9-23,8,5,2,1
2014-9-24,8,2,2,0
2014-9-25,7,5,2,0
2014-9-26,7,4,2,1
2014-9-27,6,9,1,1
2014-9-28,6,10,1,1
2014-9-29,6,10,2,1
2014-9-30,6,8,2,1
2014-10-1,6,7,2,1
2014-10-2,6,4,2,0
2014-10-3,6,4,1,0
2014-10-4,6,5,1,0
2014-10-5,7,4,1,0
2014-10-6,7,5,1,0
2014-10-7,7,4,1,0
2014-10-8,7,3,1,0
2014-10-9,7,5,1,0
2014-10-10,6,5,2,0
2014-10-11,7,4,2,0
2014-10-12,6,6,2,0
2014-10-13,7,3,2,0
2014-10-14,8,1,3,0
2014-10-15,6,4,2,0
2014-10-16,6,5,1,0
2014-10-17,6,3,2,0
2014-10-18,6,5,1,0
2014-10-19,7,3,2,0
2014-10-20,7,3,1,0
2014-10-21,6,8,2,1
2014-10-22,6,6,3,1
2014-10-23,6,9,2,1
2014-10-24,6,10,1,1
2014-10-25,6,8,2,1
2014-10-26,5,7,2,1
2014-10-27,5,8,1,0
2014-10-28,5,5,2,0
2014-10-29,6,6,1,0
2014-10-30,7,5,2,0
2014-10-31,6,6,1,0
2014-11-1,5,10,2,1
2014-11-2,5,10,2,0
2014-11-3,5,9,1,0
2014-11-4,5,7,2,0
2014-11-5,6,9,1,0
2014-11-6,6,6,3,0
2014-11-7,5,8,1,0
2014-11-8,5,9,1,0
2014-11-9,5,10,1,0
2014-11-10,4,7,2,0
2014-11-11,4,7,1,0
2014-11-12,3,4,2,0
2014-11-13,3,8,2,1
2014-11-14,3,10,1,1
2014-11-15,2,10,1,0
2014-11-16,2,10,1,0
2014-11-17,2,10,1,1
2014-11-18,2,10,1,1
2014-11-19,2,10,1,1
2014-11-20,3,10,1,0
2014-11-21,4,10,1,1
2014-11-22,5,10,2,1
2014-11-23,4,9,1,0
2014-11-24,4,9,1,1
2014-11-25,5,10,1,1
2014-11-26,5,9,1,0
2014-11-27,5,10,1,1
2014-11-28,6,8,1,1
2014-11-29,5,5,3,0
2014-11-30,3,8,1,0
2014-12-1,4,10,1,1
2014-12-2,4,10,1,1
2014-12-3,4,10,1,1
2014-12-4,5,10,1,1
2014-12-5,4,10,1,1
2014-12-6,5,10,1,1
2014-12-7,5,10,1,1
2014-12-8,5,10,1,1
2014-12-9,5,10,1,0
2014-12-10,5,9,2,0
2014-12-11,6,3,3,0
2014-12-12,6,8,3,1
2014-12-13,4,9,2,1
2014-12-14,4,10,1,1
2014-12-15,4,8,2,0
2014-12-16,4,9,2,0
2014-12-17,4,10,1,0
2014-12-18,5,10,2,1
2014-12-19,5,10,2,1
2014-12-20,4,10,2,1
2014-12-21,5,10,2,1
2014-12-22,4,10,2,1
2014-12-23,4,10,1,0
2014-12-24,4,10,2,1
2014-12-25,4,10,3,0
2014-12-26,3,10,2,0
2014-12-27,3,10,2,1
2014-12-28,4,10,1,1
2014-12-29,3,10,1,1
2014-12-30,3,10,1,1
2014-12-31,2,10,1,0
2015-1-1,2,10,1,1
2015-1-2,2,9,1,0
2015-1-3,2,10,1,0
2015-1-4,3,10,1,1
2015-1-5,4,10,1,1
2015-1-6,4,10,1,1
2015-1-7,4,10,1,1
2015-1-8,4,10,1,1
2015-1-9,4,10,1,0
2015-1-10,4,10,1,0
2015-1-11,4,10,1,1
2015-1-12,4,10,1,1
2015-1-13,4,10,1,1
2015-1-14,4,10,2,0
2015-1-15,3,10,2,0
2015-1-16,4,10,1,1
2015-1-17,4,10,1,1
2015-1-18,5,10,1,1
2015-1-19,4,10,1,1
2015-1-20,4,10,1,1
2015-1-21,3,10,1,1
2015-1-22,3,9,1,0
2015-1-23,4,10,1,1
2015-1-24,4,10,1,0
2015-1-25,4,10,1,0
2015-1-26,4,10,1,0
2015-1-27,4,10,1,1
2015-1-28,4,10,1,1
2015-1-29,4,10,1,0
2015-1-30,4,10,1,1
2015-1-31,4,10,1,0
2015-2-1,4,10,2,1
2015-2-2,4,10,1,1
2015-2-3,5,10,1,1
2015-2-4,5,10,1,1
2015-2-5,5,9,2,1
2015-2-6,6,6,3,1
2015-2-7,6,6,3,1
2015-2-8,6,7,2,1
2015-2-9,6,10,2,1
2015-2-10,5,10,1,1
2015-2-11,5,9,2,0
2015-2-12,5,9,1,0
2015-2-13,5,10,1,0
2015-2-14,5,10,1,0
2015-2-15,5,9,2,0
2015-2-16,4,8,1,0
2015-2-17,5,7,1,0
2015-2-18,5,6,1,0
2015-2-19,5,7,1,0
2015-2-20,5,8,2,0
2015-2-21,4,10,2,0
2015-2-22,4,7,1,1
2015-2-23,4,6,1,0
2015-2-24,4,4,1,0
2015-2-25,5,5,2,0
2015-2-26,5,9,2,1
2015-2-27,5,8,2,0
2015-2-28,4,10,1,1
2015-3-1,4,7,1,1
2015-3-2,4,6,2,0
2015-3-3,4,5,3,0
2015-3-4,4,5,1,0
2015-3-5,5,4,1,0
2015-3-6,5,4,1,0
2015-3-7,5,4,1,0
2015-3-8,5,5,1,0
2015-3-9,5,4,1,0
2015-3-10,6,2,1,0
2015-3-11,6,6,1,0
2015-3-12,6,8,2,0
2015-3-13,6,5,2,0
2015-3-14,6,6,2,1
2015-3-15,6,7,2,1
2015-3-16,6,8,1,1
2015-3-17,6,9,1,1
2015-3-18,5,8,2,0
2015-3-19,5,6,1,0
2015-3-20,6,4,1,0
2015-3-21,6,4,2,0
2015-3-22,6,4,2,0
2015-3-23,5,7,2,1
2015-3-24,5,8,2,1
2015-3-25,5,7,1,0
2015-3-26,5,8,1,0
2015-3-27,7,6,2,0
2015-3-28,6,5,3,0
2015-3-29,6,4,1,0
2015-3-30,6,4,1,0
2015-3-31,6,3,3,0
2015-4-1,5,6,2,1
2015-4-2,4,6,2,0
2015-4-3,5,4,2,0
2015-4-4,5,4,1,0
2015-4-5,5,9,1,1
