Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1,5,6,3,0
2014-5-2,6,7,3,1
2014-5-3,5,10,2,1
2014-5-4,5,8,3,1
2014-5-5,6,8,2,0
2014-5-6,6,8,2,1
2014-5-7,6,9,3,1
2014-5-8,5,10,4,1
2014-5-9,5,8,1,0
2014-5-10,6,7,3,1
2014-5-11,5,10,3,1
2014-5-12,5,9,4,1
2014-5-13,5,6,3,0
2014-5-14,5,6,2,0
2014-5-15,5,7,1,0
2014-5-16,5,7,2,0
2014-5-17,6,7,1,0
2014-5-18,6,8,3,0
2014-5-19,7,9,3,0
2014-5-20,7,7,2,0
2014-5-21,6,9,2,0
2014-5-22,7,8,3,0
2014-5-23,7,8,3,0
2014-5-24,7,9,3,0
2014-5-25,7,10,2,1
2014-5-26,7,10,1,1
2014-5-27,8,10,1,1
2014-5-28,7,10,2,1
2014-5-29,8,8,3,0
2014-5-30,8,10,2,1
2014-5-31,7,10,1,1
2014-6-1,7,10,2,1
2014-6-2,7,10,3,0
2014-6-3,6,10,2,1
2014-6-4,7,10,1,1
2014-6-5,7,9,2,0
2014-6-6,6,10,3,1
2014-6-7,6,9,2,0
2014-6-8,6,10,1,1
2014-6-9,6,9,1,0
2014-6-10,7,9,2,1
2014-6-11,7,10,3,1
2014-6-12,6,8,2,0
2014-6-13,7,8,3,1
2014-6-14,7,10,3,1
2014-6-15,7,9,3,1
2014-6-16,7,10,2,1
2014-6-17,7,10,2,0
2014-6-18,8,10,3,0
2014-6-19,7,9,2,1
2014-6-20,7,8,2,0
2014-6-21,8,8,2,1
2014-6-22,7,10,2,1
2014-6-23,7,8,2,0
2014-6-24,7,9,2,0
2014-6-25,7,10,2,0
2014-6-26,8,10,3,1
2014-6-27,8,10,2,1
2014-6-28,7,10,3,1
2014-6-29,7,7,3,0
2014-6-30,7,7,4,0
2014-7-1,7,8,4,1
2014-7-2,6,9,1,0
2014-7-3,7,8,2,0
2014-7-4,8,9,3,1
2014-7-5,8,9,1,0
2014-7-6,8,7,2,0
2014-7-7,7,10,3,0
2014-7-8,7,8,3,0
2014-7-9,7,7,1,0
2014-7-10,8,10,2,1
2014-7-11,8,9,1,1
2014-7-12,8,10,2,1
2014-7-13,7,10,2,0
2014-7-14,7,8,3,0
2014-7-15,7,9,1,0
2014-7-16,7,8,1,0
2014-7-17,8,7,2,0
2014-7-18,8,8,3,0
2014-7-19,8,8,2,0
2014-7-20,9,8,2,0
2014-7-21,9,8,3,0
2014-7-22,8,8,2,1
2014-7-23,8,7,3,0
