Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events0
2014-5-5,9,1,2,0
2014-5-6,8,1,3,0
2014-5-7,7,1,2,0
2014-5-8,8,1,1,0
2014-5-9,8,1,1,0
2014-5-10,8,1,2,0
2014-5-11,8,1,3,0
2014-5-12,8,1,2,0
2014-5-13,8,1,3,0
2014-5-14,9,1,2,0
2014-5-15,9,1,2,0
2014-5-16,9,1,2,0
2014-5-17,9,1,2,0
2014-5-18,9,1,2,0
2014-5-19,9,1,2,0
2014-5-20,9,1,2,0
2014-5-21,8,1,2,0
2014-5-22,8,1,2,0
2014-5-23,8,1,2,0
2014-5-24,8,1,2,0
2014-5-25,9,1,2,0
2014-5-26,9,1,2,0
2014-5-27,10,1,2,0
2014-5-28,10,1,2,0
2014-5-29,10,1,2,0
2014-5-30,10,1,1,0
2014-5-31,10,1,2,0
2014-6-1,10,1,2,0
2014-6-2,10,1,1,0
2014-6-3,10,1,1,0
2014-6-4,10,1,1,0
2014-6-5,10,1,1,0
2014-6-6,10,1,2,0
2014-6-7,10,1,2,0
2014-6-8,10,1,1,0
2014-6-9,10,1,1,0
2014-6-10,10,1,2,0
2014-6-11,10,1,2,0
2014-6-12,10,1,2,0
2014-6-13,10,1,2,0
2014-6-14,10,1,2,0
2014-6-15,9,1,2,0
2014-6-16,9,1,2,0
2014-6-17,10,1,3,0
2014-6-18,9,1,2,0
2014-6-19,9,1,1,0
2014-6-20,10,1,2,0
2014-6-21,10,1,2,0
2014-6-22,10,1,2,0
2014-6-23,10,1,2,0
2014-6-24,10,1,1,0
2014-6-25,10,1,2,0
2014-6-26,10,1,2,0
2014-6-27,10,1,2,0
2014-6-28,10,1,2,0
2014-6-29,10,1,2,0
2014-6-30,10,1,2,0
2014-7-1,10,1,1,0
2014-7-2,10,1,1,0
2014-7-3,10,3,2,1
2014-7-4,9,5,1,0
2014-7-5,10,3,2,1
2014-7-6,10,3,2,0
2014-7-7,10,2,2,0
2014-7-8,10,2,2,1
2014-7-9,10,4,2,1
2014-7-10,10,2,2,0
2014-7-11,10,1,2,0
2014-7-12,10,1,2,0
2014-7-13,10,2,2,1
2014-7-14,10,5,2,1
2014-7-15,10,3,2,1
2014-7-16,10,2,2,0
2014-7-17,10,1,2,0
2014-7-18,10,1,1,0
2014-7-19,10,1,2,1
2014-7-20,10,1,1,0
2014-7-21,10,1,1,0
2014-7-22,10,1,2,0
2014-7-23,10,1,2,0
2014-7-24,10,1,2,0
2014-7-25,10,2,2,1
2014-7-26,10,3,2,1
2014-7-27,10,3,2,1
2014-7-28,10,2,2,0
2014-7-29,10,1,2,0
2014-7-30,10,1,1,0
2014-7-31,10,1,2,1
2014-8-1,9,4,2,1
2014-8-2,9,5,2,1
2014-8-3,10,4,2,1
2014-8-4,10,4,1,0
2014-8-5,10,1,1,0
2014-8-6,10,1,1,0
2014-8-7,10,1,2,0
2014-8-8,10,1,2,0
2014-8-9,10,2,2,0
2014-8-10,10,2,2,0
2014-8-11,10,1,2,0
2014-8-12,9,7,2,1
2014-8-13,9,8,1,1
2014-8-14,10,5,2,0
2014-8-15,10,3,1,0
2014-8-16,10,3,2,0
2014-8-17,10,2,2,0
2014-8-18,10,4,2,1
2014-8-19,9,8,2,1
2014-8-20,9,6,2,0
2014-8-21,9,7,2,1
2014-8-22,9,7,1,0
2014-8-23,9,4,1,0
2014-8-24,10,2,2,0
2014-8-25,10,3,2,0
2014-8-26,9,4,2,0
2014-8-27,10,2,2,0
2014-8-28,10,1,1,0
2014-8-29,10,1,1,0
2014-8-30,10,1,1,0
2014-8-31,10,1,2,0
2014-9-1,10,1,1,0
2014-9-2,10,1,1,0
2014-9-3,10,1,1,0
2014-9-4,10,2,2,1
2014-9-5,10,4,1,0
2014-9-6,10,3,2,1
2014-9-7,10,3,2,0
2014-9-8,9,9,2,1
2014-9-9,9,8,1,1
2014-9-10,9,6,1,0
2014-9-11,9,3,1,0
2014-9-12,10,3,1,0
2014-9-13,10,2,2,0
2014-9-14,10,2,1,0
2014-9-15,10,1,2,0
2014-9-16,9,6,2,1
2014-9-17,9,7,2,1
2014-9-18,9,6,1,0
2014-9-19,9,5,1,0
2014-9-20,9,5,1,0
2014-9-21,9,4,1,0
2014-9-22,10,2,1,0
2014-9-23,9,1,1,0
2014-9-24,10,1,1,0
2014-9-25,10,2,1,0
2014-9-26,10,4,1,0
2014-9-27,9,8,2,1
2014-9-28,8,7,1,1
2014-9-29,8,5,1,0
2014-9-30,8,3,1,0
2014-10-1,8,3,1,0
2014-10-2,9,2,1,0
2014-10-3,9,1,1,0
2014-10-4,9,1,1,0
2014-10-5,9,1,1,0
2014-10-6,9,1,1,0
2014-10-7,9,3,1,0
2014-10-8,8,6,2,1
2014-10-9,8,9,1,0
2014-10-10,8,7,1,0
2014-10-11,9,5,1,0
2014-10-12,9,4,2,0
2014-10-13,8,1,1,0
2014-10-14,8,1,1,0
2014-10-15,8,1,1,0
2014-10-16,8,3,1,0
2014-10-17,8,2,1,0
2014-10-18,8,3,1,0
2014-10-19,9,3,1,1
2014-10-20,8,6,1,0
2014-10-21,8,3,1,0
2014-10-22,8,3,1,0
2014-10-23,9,3,1,0
2014-10-24,9,2,1,0
2014-10-25,9,2,1,0
2014-10-26,8,4,1,0
2014-10-27,8,4,1,0
2014-10-28,8,3,1,0
2014-10-29,8,2,1,0
2014-10-30,8,2,1,0
2014-10-31,9,2,1,0
2014-11-1,8,5,2,0
2014-11-2,7,2,2,0
2014-11-3,7,2,1,0
2014-11-4,7,2,2,0
2014-11-5,8,1,1,0
2014-11-6,8,1,2,0
2014-11-7,8,2,1,0
2014-11-8,8,1,1,0
2014-11-9,8,2,1,0
2014-11-10,8,2,1,0
2014-11-11,8,2,1,0
2014-11-12,7,4,1,0
2014-11-13,8,5,1,0
2014-11-14,7,7,1,0
2014-11-15,7,7,1,0
2014-11-16,7,4,2,0
2014-11-17,6,1,1,0
2014-11-18,7,1,1,0
2014-11-19,7,1,1,0
2014-11-20,7,1,1,0
2014-11-21,7,1,1,0
2014-11-22,6,3,1,0
2014-11-23,7,2,2,0
2014-11-24,6,1,2,0
2014-11-25,6,1,1,0
2014-11-26,6,1,1,0
2014-11-27,7,1,1,0
2014-11-28,7,1,1,0
2014-11-29,7,1,1,0
2014-11-30,7,1,2,0
2014-12-1,7,3,1,0
2014-12-2,7,5,1,1
2014-12-3,7,8,1,1
2014-12-4,7,10,1,1
2014-12-5,7,9,1,0
2014-12-6,7,9,1,0
2014-12-7,7,8,1,0
2014-12-8,7,6,1,0
