Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1,6,10,2,1
2014-5-2,6,9,2,1
2014-5-3,6,7,2,0
2014-5-4,6,6,3,1
2014-5-5,6,6,2,0
2014-5-6,6,6,2,1
2014-5-7,6,4,2,0
2014-5-8,6,10,1,0
2014-5-9,6,10,1,1
2014-5-10,7,10,2,1
2014-5-11,7,5,2,1
2014-5-12,7,5,2,0
2014-5-13,6,7,3,1
2014-5-14,6,10,2,1
2014-5-15,7,10,2,1
2014-5-16,7,10,3,1
2014-5-17,7,7,2,1
2014-5-18,7,4,2,0
2014-5-19,6,4,2,1
2014-5-20,7,5,2,1
2014-5-21,6,9,1,0
2014-5-22,6,10,1,1
2014-5-23,6,10,1,0
2014-5-24,6,9,2,1
2014-5-25,6,10,1,1
2014-5-26,7,9,2,1
2014-5-27,7,8,2,1
2014-5-28,5,10,3,1
2014-5-29,6,8,2,0
2014-5-30,6,10,2,1
2014-5-31,6,7,3,1
2014-6-1,7,6,2,0
2014-6-2,7,6,2,0
2014-6-3,7,9,2,0
2014-6-4,7,10,1,1
2014-6-5,6,10,2,1
2014-6-6,7,9,2,0
2014-6-7,7,8,2,0
2014-6-8,8,7,1,0
2014-6-9,7,9,1,1
2014-6-10,7,10,2,1
2014-6-11,7,8,2,0
2014-6-12,7,10,2,1
2014-6-13,7,10,1,1
2014-6-14,7,10,2,1
2014-6-15,7,7,2,0
2014-6-16,7,6,2,0
2014-6-17,7,10,2,0
2014-6-18,8,10,3,1
2014-6-19,8,7,2,1
2014-6-20,7,5,2,0
2014-6-21,7,6,2,0
2014-6-22,7,7,1,0
2014-6-23,7,9,2,0
2014-6-24,7,9,2,0
2014-6-25,8,10,3,0
2014-6-26,8,10,2,1
2014-6-27,7,6,2,0
2014-6-28,7,7,1,0
2014-6-29,7,9,2,0
2014-6-30,8,8,2,0
2014-7-1,8,10,2,0
2014-7-2,9,10,2,0
2014-7-3,9,10,2,0
2014-7-4,7,10,2,1
2014-7-5,8,6,3,1
2014-7-6,8,6,3,0
2014-7-7,8,9,3,0
2014-7-8,9,9,3,0
2014-7-9,8,9,2,0
2014-7-10,8,9,1,0
2014-7-11,8,8,1,0
2014-7-12,8,8,2,0
2014-7-13,8,9,3,0
2014-7-14,8,10,2,1
2014-7-15,8,10,2,1
2014-7-16,8,10,2,1
2014-7-17,8,9,1,0
2014-7-18,8,8,1,0
2014-7-19,7,10,1,0
2014-7-20,7,8,2,1
2014-7-21,8,9,2,1
2014-7-22,8,9,2,0
2014-7-23,8,9,2,1
2014-7-24,8,10,1,1
2014-7-25,8,7,2,0
2014-7-26,8,9,2,1
2014-7-27,8,10,2,1
2014-7-28,8,10,3,1
2014-7-29,8,8,2,0
2014-7-30,7,7,1,0
2014-7-31,7,9,2,0
2014-8-1,8,10,2,0
2014-8-2,7,10,1,1
2014-8-3,7,10,1,1
2014-8-4,8,10,2,0
2014-8-5,8,10,2,1
2014-8-6,8,8,2,0
2014-8-7,8,7,2,1
2014-8-8,8,7,2,0
2014-8-9,8,7,1,0
2014-8-10,8,7,1,0
2014-8-11,8,9,2,1
2014-8-12,8,10,2,1
2014-8-13,7,10,2,1
2014-8-14,7,9,2,0
2014-8-15,7,9,2,0
2014-8-16,7,7,2,0
2014-8-17,8,10,1,0
2014-8-18,7,8,2,0
2014-8-19,7,8,1,0
2014-8-20,7,10,1,0
2014-8-21,7,10,1,0
2014-8-22,7,10,2,1
2014-8-23,7,9,2,0
2014-8-24,7,8,1,0
2014-8-25,8,8,1,0
2014-8-26,8,10,1,1
