Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1,6,8,2,0
2014-5-2,6,9,2,0
2014-5-3,6,6,2,1
2014-5-4,6,4,3,0
2014-5-5,5,8,2,1
2014-5-6,6,5,2,0
2014-5-7,7,5,2,0
2014-5-8,8,6,2,0
2014-5-9,7,8,2,0
2014-5-10,7,10,1,1
2014-5-11,7,10,2,1
2014-5-12,8,10,1,1
2014-5-13,8,8,2,0
2014-5-14,7,10,1,1
2014-5-15,6,10,2,1
2014-5-16,5,10,1,0
2014-5-17,5,10,1,1
2014-5-18,5,8,1,1
2014-5-19,6,6,1,0
2014-5-20,7,7,2,0
2014-5-21,7,10,2,1
2014-5-22,7,10,2,1
2014-5-23,6,7,2,0
2014-5-24,6,8,1,0
2014-5-25,7,6,1,0
2014-5-26,7,7,1,0
2014-5-27,8,8,2,0
2014-5-28,8,10,2,1
2014-5-29,8,10,1,0
2014-5-30,7,8,1,0
2014-5-31,7,6,1,0
2014-6-1,8,6,1,0
2014-6-2,8,10,2,1
2014-6-3,8,10,2,1
2014-6-4,7,10,1,1
2014-6-5,7,10,2,0
2014-6-6,7,6,1,0
2014-6-7,7,6,1,0
2014-6-8,7,10,2,1
2014-6-9,7,10,1,0
2014-6-10,7,10,1,1
2014-6-11,8,10,2,1
2014-6-12,7,10,2,0
2014-6-13,7,10,2,0
2014-6-14,7,7,1,0
2014-6-15,7,7,1,0
2014-6-16,8,9,2,1
2014-6-17,8,8,2,1
2014-6-18,8,10,2,1
2014-6-19,8,10,2,1
2014-6-20,8,10,1,1
2014-6-21,7,10,2,0
2014-6-22,8,9,1,0
2014-6-23,8,10,1,1
2014-6-24,8,10,2,1
2014-6-25,8,10,1,1
2014-6-26,8,10,1,1
2014-6-27,8,9,1,0
2014-6-28,8,10,1,1
2014-6-29,8,10,2,0
2014-6-30,8,10,2,0
2014-7-1,8,10,3,1
2014-7-2,8,10,2,1
2014-7-3,7,10,2,1
2014-7-4,7,8,1,0
2014-7-5,7,6,1,0
2014-7-6,7,8,1,0
2014-7-7,8,10,2,1
2014-7-8,8,10,2,1
2014-7-9,8,8,2,0
2014-7-10,8,8,1,0
2014-7-11,7,7,1,0
2014-7-12,8,8,1,0
2014-7-13,8,10,2,1
2014-7-14,8,10,1,1
2014-7-15,7,10,2,0
2014-7-16,7,9,1,0
2014-7-17,7,9,1,0
2014-7-18,7,9,1,1
2014-7-19,7,10,1,1
2014-7-20,7,10,1,1
2014-7-21,8,10,1,1
2014-7-22,8,10,1,0
2014-7-23,8,10,2,1
2014-7-24,7,9,2,0
2014-7-25,7,9,1,0
2014-7-26,8,10,2,1
2014-7-27,8,10,2,1
2014-7-28,7,10,2,0
2014-7-29,7,9,1,0
2014-7-30,7,10,2,1
2014-7-31,7,9,1,0
2014-8-1,8,10,1,1
2014-8-2,7,10,1,1
2014-8-3,8,10,1,0
