Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events,1
2014-5-5,6,7,2,0
2014-5-6,6,4,2,0
2014-5-7,5,6,1,0
2014-5-8,6,10,1,0
2014-5-9,6,10,1,1
2014-5-10,7,10,1,1
2014-5-11,7,7,2,1
2014-5-12,7,6,1,0
2014-5-13,6,7,2,0
2014-5-14,6,8,1,0
2014-5-15,7,10,1,1
2014-5-16,7,10,2,1
2014-5-17,7,10,3,1
2014-5-18,6,6,2,0
2014-5-19,6,5,2,0
2014-5-20,6,5,2,0
2014-5-21,6,7,1,0
2014-5-22,6,10,1,1
2014-5-23,6,10,1,1
2014-5-24,6,10,1,1
2014-5-25,7,10,1,1
2014-5-26,7,10,1,1
2014-5-27,7,10,1,1
2014-5-28,6,10,2,1
2014-5-29,6,10,1,1
2014-5-30,6,10,1,1
2014-5-31,6,10,1,1
2014-6-1,6,7,1,0
2014-6-2,7,8,1,0
2014-6-3,7,9,1,1
2014-6-4,7,8,1,0
2014-6-5,7,10,1,1
2014-6-6,7,7,2,0
2014-6-7,7,10,1,0
2014-6-8,7,10,1,1
2014-6-9,7,10,1,1
2014-6-10,7,10,1,1
2014-6-11,7,10,1,1
2014-6-12,7,10,1,1
2014-6-13,7,10,1,1
2014-6-14,7,10,1,0
2014-6-15,7,9,1,0
2014-6-16,7,8,1,0
2014-6-17,8,9,2,0
2014-6-18,8,10,3,1
2014-6-19,8,10,1,1
2014-6-20,6,7,1,0
2014-6-21,6,8,1,0
2014-6-22,7,9,1,0
2014-6-23,7,10,1,0
2014-6-24,7,8,2,0
2014-6-25,8,10,3,0
2014-6-26,8,10,1,1
2014-6-27,7,10,1,1
2014-6-28,7,10,1,1
2014-6-29,7,10,1,0
2014-6-30,8,9,2,0
2014-7-1,8,10,2,0
2014-7-2,8,10,2,1
2014-7-3,8,10,1,1
2014-7-4,7,10,2,1
2014-7-5,7,5,3,0
2014-7-6,7,6,2,0
2014-7-7,8,10,2,1
2014-7-8,8,10,2,1
2014-7-9,8,10,2,1
2014-7-10,7,10,1,1
2014-7-11,7,9,1,0
2014-7-12,7,10,1,1
2014-7-13,8,10,3,1
2014-7-14,8,10,2,1
2014-7-15,8,10,2,1
2014-7-16,8,10,1,1
2014-7-17,7,10,1,1
2014-7-18,7,10,1,1
2014-7-19,7,10,1,0
2014-7-20,7,8,1,1
2014-7-21,7,10,1,1
2014-7-22,8,10,1,0
2014-7-23,8,10,2,1
2014-7-24,7,10,2,0
2014-7-25,7,10,1,0
2014-7-26,7,10,1,0
2014-7-27,8,10,2,1
2014-7-28,8,10,1,1
2014-7-29,7,9,1,0
2014-7-30,7,10,1,0
2014-7-31,7,10,1,1
2014-8-1,8,10,1,1
2014-8-2,7,10,1,1
2014-8-3,7,10,1,0
2014-8-4,8,10,1,1
2014-8-5,8,10,1,1
2014-8-6,7,10,1,1
2014-8-7,7,10,1,1
2014-8-8,7,10,1,0
2014-8-9,7,10,1,0
2014-8-10,7,10,1,1
2014-8-11,7,10,1,1
2014-8-12,7,10,1,0
2014-8-13,7,10,2,1
2014-8-14,7,10,1,0
2014-8-15,6,10,1,1
2014-8-16,7,9,1,0
2014-8-17,7,10,1,1
2014-8-18,7,10,1,0
2014-8-19,7,10,1,0
2014-8-20,7,10,1,0
2014-8-21,7,10,1,1
2014-8-22,7,10,1,1
2014-8-23,7,10,1,1
2014-8-24,7,10,1,1
2014-8-25,7,10,1,1
2014-8-26,8,10,1,1
2014-8-27,8,10,1,1
2014-8-28,7,10,1,1
2014-8-29,7,10,1,0
2014-8-30,7,10,1,1
2014-8-31,8,10,2,1
2014-9-1,8,10,1,0
2014-9-2,8,10,1,1
2014-9-3,7,10,2,0
2014-9-4,7,10,1,1
2014-9-5,8,10,1,1
2014-9-6,8,10,2,1
2014-9-7,7,10,1,1
2014-9-8,7,10,1,0
2014-9-9,6,10,1,0
2014-9-10,7,10,1,0
2014-9-11,7,10,2,1
2014-9-12,6,10,1,0
2014-9-13,6,10,1,1
2014-9-14,6,10,1,1
2014-9-15,6,10,1,0
2014-9-16,6,10,1,1
2014-9-17,6,10,1,1
2014-9-18,6,10,1,1
2014-9-19,5,8,1,0
2014-9-20,6,10,1,0
2014-9-21,7,10,1,1
2014-9-22,6,9,2,0
2014-9-23,6,10,1,0
2014-9-24,6,10,1,1
2014-9-25,6,10,1,0
2014-9-26,7,10,1,1
2014-9-27,7,10,1,1
2014-9-28,7,10,1,1
2014-9-29,7,10,1,1
2014-9-30,6,10,1,1
2014-10-1,6,10,1,1
2014-10-2,6,10,1,1
2014-10-3,6,10,1,1
2014-10-4,6,10,1,1
2014-10-5,5,10,1,1
2014-10-6,5,10,1,1
2014-10-7,6,10,2,0
2014-10-8,7,10,3,1
2014-10-9,6,8,2,0
2014-10-10,5,9,1,0
2014-10-11,5,10,1,1
2014-10-12,5,10,1,1
2014-10-13,5,10,1,1
2014-10-14,7,10,1,0
2014-10-15,7,10,1,1
2014-10-16,7,10,1,1
2014-10-17,7,10,1,0
2014-10-18,6,10,2,1
2014-10-19,5,8,2,0
2014-10-20,5,9,1,0
2014-10-21,6,10,1,0
2014-10-22,6,10,3,1
2014-10-23,5,10,3,1
2014-10-24,5,10,2,1
2014-10-25,5,10,1,1
2014-10-26,5,9,2,1
2014-10-27,5,9,2,0
2014-10-28,5,10,1,0
2014-10-29,6,10,1,1
2014-10-30,5,10,1,1
2014-10-31,4,10,1,1
2014-11-1,5,10,3,1
2014-11-2,5,8,4,0
2014-11-3,4,5,2,0
2014-11-4,5,6,1,0
2014-11-5,5,8,1,0
2014-11-6,5,10,1,1
2014-11-7,5,10,1,1
2014-11-8,4,6,2,0
2014-11-9,5,9,1,1
2014-11-10,5,10,1,1
2014-11-11,5,10,1,0
2014-11-12,6,10,1,1
2014-11-13,4,10,1,1
2014-11-14,4,10,1,1
2014-11-15,3,7,1,0
2014-11-16,3,9,1,0
2014-11-17,4,10,1,1
2014-11-18,4,7,3,0
2014-11-19,3,4,2,0
2014-11-20,4,5,2,0
2014-11-21,3,5,2,0
2014-11-22,3,5,2,1
2014-11-23,5,6,2,1
2014-11-24,5,10,1,1
2014-11-25,5,8,2,0
2014-11-26,4,10,2,1
2014-11-27,4,10,2,1
2014-11-28,3,10,1,1
2014-11-29,3,10,1,0
2014-11-30,4,10,1,0
2014-12-1,5,10,2,0
2014-12-2,4,10,1,1
2014-12-3,4,10,1,1
2014-12-4,4,8,2,0
2014-12-5,3,10,1,1
2014-12-6,4,10,1,1
2014-12-7,3,8,3,0
2014-12-8,2,9,2,1
2014-12-9,3,10,2,1
2014-12-10,4,10,3,1
2014-12-11,4,10,1,1
2014-12-12,4,8,1,0
2014-12-13,4,9,2,0
2014-12-14,4,10,1,0
2014-12-15,4,10,1,0
2014-12-16,3,10,1,1
2014-12-17,5,10,1,1
2014-12-18,4,9,3,0
2014-12-19,3,9,2,0
2014-12-20,3,10,1,1
2014-12-21,4,10,1,1
2014-12-22,4,10,1,1
2014-12-23,4,10,1,1
2014-12-24,4,10,1,1
2014-12-25,5,10,1,1
2014-12-26,4,9,2,0
2014-12-27,4,10,1,0
2014-12-28,4,10,2,1
2014-12-29,4,7,2,0
2014-12-30,3,5,2,0
2014-12-31,2,8,1,0
2015-1-1,3,5,2,0
2015-1-2,4,6,2,0
2015-1-3,3,10,1,1
2015-1-4,4,10,1,1
2015-1-5,3,7,3,1
2015-1-6,1,10,1,1
2015-1-7,1,8,2,1
2015-1-8,1,6,2,0
2015-1-9,2,10,2,1
2015-1-10,1,7,1,0
2015-1-11,2,8,1,0
2015-1-12,4,10,2,1
2015-1-13,2,7,3,0
2015-1-14,1,10,1,1
2015-1-15,2,10,1,0
2015-1-16,2,8,2,1
2015-1-17,2,5,1,0
2015-1-18,3,10,1,1
2015-1-19,4,10,2,0
2015-1-20,3,6,3,0
2015-1-21,2,8,1,0
2015-1-22,3,8,1,1
2015-1-23,3,9,1,0
2015-1-24,3,10,1,1
2015-1-25,3,8,3,0
2015-1-26,2,10,2,1
2015-1-27,2,10,4,1
2015-1-28,2,6,2,0
2015-1-29,1,9,1,1
2015-1-30,3,10,1,1
2015-1-31,2,5,3,1
2015-2-1,2,8,1,1
2015-2-2,2,10,2,1
2015-2-3,1,8,2,0
2015-2-4,2,10,1,1
2015-2-5,2,10,2,1
2015-2-6,1,7,1,1
2015-2-7,2,10,2,1
2015-2-8,3,10,1,1
2015-2-9,2,10,3,1
2015-2-10,3,10,2,1
2015-2-11,2,7,2,0
2015-2-12,2,10,1,1
2015-2-13,1,5,3,0
2015-2-14,1,10,1,1
2015-2-15,1,10,3,1
2015-2-16,1,5,2,0
2015-2-17,1,6,1,1
2015-2-18,1,10,1,1
2015-2-19,2,10,1,1
2015-2-20,1,6,3,0
2015-2-21,1,10,2,1
2015-2-22,3,10,1,1
2015-2-23,2,5,3,0
2015-2-24,1,8,1,1
2015-2-25,2,8,1,0
2015-2-26,2,7,1,1
2015-2-27,2,6,1,0
2015-2-28,1,7,1,0
2015-3-1,1,10,1,1
2015-3-2,3,10,2,1
2015-3-3,2,9,2,1
2015-3-4,4,10,2,0
2015-3-5,3,5,3,0
2015-3-6,2,5,2,0
2015-3-7,2,8,1,0
2015-3-8,3,8,1,1
2015-3-9,3,8,1,0
2015-3-10,4,10,1,1
2015-3-11,5,10,1,1
2015-3-12,4,3,4,0
2015-3-13,3,6,1,0
2015-3-14,4,10,1,1
2015-3-15,4,10,2,0
2015-3-16,4,7,2,0
2015-3-17,4,10,2,1
2015-3-18,3,2,3,0
2015-3-19,3,4,2,0
2015-3-20,3,10,1,1
2015-3-21,4,10,1,1
2015-3-22,3,4,4,0
2015-3-23,3,3,2,0
2015-3-24,3,5,1,0
2015-3-25,3,10,1,1
2015-3-26,4,10,1,1
2015-3-27,4,10,1,1
2015-3-28,4,10,3,1
2015-3-29,4,3,2,0
2015-3-30,4,8,2,1
2015-3-31,4,7,2,0
2015-4-1,4,2,2,0
2015-4-2,5,5,2,1
2015-4-3,6,10,1,1
2015-4-4,5,10,1,1
2015-4-5,4,7,2,1
2015-4-6,5,10,1,1
2015-4-7,5,10,1,1
2015-4-8,4,10,1,1
2015-4-9,4,10,2,1
2015-4-10,5,10,1,1
2015-4-11,5,10,1,1
2015-4-12,5,5,1,0
2015-4-13,5,6,2,0
2015-4-14,6,6,2,1
2015-4-15,5,2,2,0
2015-4-16,5,3,1,0
2015-4-17,6,10,2,1
2015-4-18,6,10,1,1
2015-4-19,6,5,2,0
2015-4-20,5,10,1,1
2015-4-21,6,10,2,1
2015-4-22,5,10,1,1
2015-4-23,5,6,3,0
2015-4-24,4,5,3,0
2015-4-25,5,5,2,0
2015-4-26,5,7,1,0
2015-4-27,6,6,2,1
2015-4-28,6,4,3,0
2015-4-29,6,6,1,0
2015-4-30,5,8,1,0
2015-5-1,6,7,1,0
2015-5-2,6,7,1,0
2015-5-3,6,5,1,0
2015-5-4,7,6,2,0
2015-5-5,7,9,1,1

