Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1,7,3,1,0
2014-5-2,7,2,1,0
2014-5-3,8,1,1,0
2014-5-4,8,1,2,0
2014-5-5,8,8,2,0
2014-5-6,8,9,2,0
2014-5-7,8,8,2,0
2014-5-8,8,10,2,1
2014-5-9,8,9,1,1
2014-5-10,8,10,1,0
2014-5-11,9,8,2,0
2014-5-12,8,10,2,1
2014-5-13,7,10,2,1
2014-5-14,7,7,2,1
2014-5-15,7,6,1,0
2014-5-16,8,3,2,0
2014-5-17,8,7,2,0
2014-5-18,8,9,2,0
2014-5-19,8,8,2,0
2014-5-20,8,8,2,0
2014-5-21,8,8,2,0
2014-5-22,8,9,2,0
2014-5-23,8,9,1,1
2014-5-24,8,10,2,0
2014-5-25,8,9,1,1
2014-5-26,7,10,1,1
2014-5-27,7,10,1,1
2014-5-28,8,10,1,0
2014-5-29,8,9,1,0
2014-5-30,9,7,1,0
2014-5-31,9,8,1,0
2014-6-1,8,9,1,0
2014-6-2,9,9,2,0
2014-6-3,9,9,1,0
2014-6-4,9,9,2,0
2014-6-5,9,10,2,0
2014-6-6,9,9,2,0
2014-6-7,9,10,2,0
2014-6-8,9,9,2,1
2014-6-9,8,10,1,1
2014-6-10,8,8,1,0
2014-6-11,8,8,1,0
2014-6-12,8,9,2,1
2014-6-13,8,10,1,0
2014-6-14,10,10,1,0
2014-6-16,9,10,2,0
2014-6-17,9,9,2,0
2014-6-18,9,9,2,1
2014-6-19,9,9,1,0
2014-6-20,9,9,1,0
2014-6-21,9,10,1,0
2014-6-22,9,9,2,0
2014-6-23,8,10,1,1
2014-6-24,9,10,1,1
2014-6-25,8,10,1,1
2014-6-26,8,10,2,1
2014-6-27,9,9,2,0
2014-6-28,9,9,2,0
2014-6-29,9,9,2,0
2014-6-30,9,8,2,0
2014-7-1,9,8,1,0
2014-7-2,9,8,1,0
2014-7-3,9,8,1,1
2014-7-4,9,9,1,1
2014-7-5,9,9,1,0
2014-7-6,9,10,1,0
2014-7-7,9,8,1,0
2014-7-8,9,8,2,0
2014-7-9,9,7,1,0
2014-7-10,9,8,1,0
2014-7-11,9,7,1,0
2014-7-12,9,7,1,0
2014-7-13,9,8,1,0
2014-7-14,9,6,1,0
2014-7-15,9,10,1,1
2014-7-16,9,9,1,1
2014-7-17,9,10,1,1
2014-7-18,8,10,1,1
2014-7-19,8,10,1,0
2014-7-20,9,10,1,0
2014-7-21,9,9,1,0
2014-7-22,9,9,1,0
2014-7-23,9,9,1,0
2014-7-24,9,9,1,1
2014-7-25,9,8,1,0
2014-7-26,9,9,1,0
2014-7-27,9,8,1,0
2014-7-28,9,8,1,0
2014-7-29,9,8,1,0
2014-7-30,9,7,1,0
2014-7-31,9,8,1,0
2014-8-1,9,7,1,0
2014-8-2,8,9,1,0
2014-8-3,9,8,1,0
2014-8-4,9,9,1,0
2014-8-5,9,8,1,0
2014-8-6,9,8,1,0
2014-8-7,9,7,1,0
2014-8-8,9,7,1,0
2014-8-9,9,7,1,0
2014-8-10,9,7,1,0
2014-8-11,9,8,1,1
2014-8-12,9,8,1,0
2014-8-13,9,4,1,0
2014-8-14,9,5,1,0
2014-8-15,9,7,1,0
2014-8-16,10,7,2,0
2014-8-17,9,7,1,0
2014-8-18,9,7,2,0
2014-8-19,9,6,2,1
2014-8-20,9,7,2,0
2014-8-21,10,6,2,0
2014-8-22,10,6,2,0
2014-8-23,9,8,1,0
2014-8-24,9,7,1,0
2014-8-25,9,7,1,0
2014-8-26,9,6,1,1
2014-8-27,9,7,1,0
2014-8-28,9,8,1,0
2014-8-29,9,8,1,1
2014-8-30,9,9,1,0
2014-8-31,9,9,2,0
2014-9-1,9,8,2,0
2014-9-2,9,9,2,0
2014-9-3,9,8,1,0
2014-9-4,9,8,1,1
2014-9-5,9,8,1,1
2014-9-6,9,9,1,1
2014-9-7,9,10,1,1
2014-9-8,9,9,1,0
2014-9-9,9,8,1,0
2014-9-10,9,8,2,0
2014-9-11,9,7,1,0
2014-9-12,9,9,1,1
2014-9-13,7,10,1,1
2014-9-14,8,10,1,0
2014-9-15,8,10,1,0
2014-9-16,9,9,1,1
2014-9-17,9,10,1,1
2014-9-18,9,10,1,1
2014-9-19,8,10,1,1
2014-9-20,9,10,1,1
2014-9-21,9,10,1,0
2014-9-22,9,9,1,0
2014-9-23,8,7,1,0
2014-9-24,8,8,1,0
2014-9-25,8,10,1,0
2014-9-26,8,10,1,0
2014-9-27,8,10,1,1
2014-9-28,8,10,1,0
2014-9-29,8,9,1,0
2014-9-30,8,9,1,0
2014-10-1,9,9,1,0
2014-10-2,9,10,2,1
2014-10-3,8,4,2,1
2014-10-4,7,6,1,0
2014-10-5,8,9,1,0
2014-10-6,9,10,1,0
2014-10-7,9,9,1,0
2014-10-8,9,9,1,0
2014-10-9,9,9,2,1
2014-10-10,9,9,2,0
2014-10-11,7,10,1,1
2014-10-12,7,10,1,1
2014-10-13,7,8,2,1
2014-10-14,7,5,1,0
2014-10-15,8,5,1,0
2014-10-16,8,5,1,0
2014-10-17,8,9,1,0
2014-10-18,8,9,1,0
2014-10-19,8,10,1,0
2014-10-20,8,10,1,0
2014-10-21,8,8,1,0
2014-10-22,8,9,1,1
2014-10-23,8,8,1,1
2014-10-24,8,8,1,0
2014-10-25,8,8,1,0
2014-10-26,8,8,1,0
2014-10-27,8,9,1,0
2014-10-28,8,10,1,0
2014-10-29,8,9,1,0
2014-10-30,8,10,1,1
2014-10-31,7,7,2,1
2014-11-1,6,6,1,0
2014-11-2,7,8,1,0
2014-11-3,7,10,1,0
2014-11-4,7,10,1,1
2014-11-5,6,10,1,1
2014-11-6,6,10,1,1
2014-11-7,6,6,1,0
2014-11-8,7,9,1,0
2014-11-9,7,7,1,0
2014-11-10,7,9,1,0
2014-11-11,6,9,2,0
2014-11-12,5,5,2,0
2014-11-13,4,4,2,0
2014-11-14,4,4,1,0
2014-11-15,5,10,1,1
2014-11-16,5,10,1,1
2014-11-17,5,6,1,0
2014-11-18,5,6,1,0
2014-11-19,6,8,1,0
2014-11-20,6,10,1,1
2014-11-21,7,10,1,1
2014-11-22,7,10,2,1
2014-11-23,7,8,1,0
2014-11-24,6,5,1,0
2014-11-25,6,6,1,0
2014-11-26,6,3,1,0
2014-11-27,6,6,1,0
2014-11-28,6,8,1,0
2014-11-29,7,10,2,0
2014-11-30,8,10,2,0
2014-12-1,6,9,1,0
2014-12-2,5,8,1,0
2014-12-3,6,10,1,0
2014-12-4,7,10,1,1
2014-12-5,7,10,1,1
2014-12-6,7,10,1,0
2014-12-7,6,10,1,0
2014-12-8,6,9,1,0
2014-12-9,6,9,1,0
2014-12-10,6,10,1,1
2014-12-11,7,10,1,1
2014-12-12,7,10,1,1
2014-12-13,7,10,1,0
2014-12-14,7,10,1,1
2014-12-15,7,7,1,0
2014-12-16,6,5,1,0
2014-12-17,6,10,1,1
2014-12-18,6,10,1,0
2014-12-19,6,10,2,1
2014-12-20,6,10,1,0
2014-12-21,6,10,1,0
2014-12-22,7,8,1,0
2014-12-23,6,9,2,1
2014-12-24,5,8,1,0
2014-12-25,5,8,1,0
2014-12-26,7,10,1,1
2014-12-27,6,10,2,1
2014-12-28,4,10,1,1
2014-12-29,5,9,1,0
2014-12-30,5,10,1,1
2014-12-31,4,9,2,0
2015-1-1,4,10,1,1
2015-1-2,5,10,1,1
2015-1-3,6,10,1,1
2015-1-4,5,9,2,0
2015-1-5,5,6,1,0
2015-1-6,6,5,1,0
2015-1-7,5,6,2,0
2015-1-8,3,5,1,1
2015-1-9,4,8,1,1
2015-1-10,4,10,1,1
2015-1-11,5,10,1,1
2015-1-12,5,10,1,1
2015-1-13,4,10,2,0
2015-1-14,4,10,1,0
2015-1-15,5,9,1,0
2015-1-16,6,8,1,0
2015-1-17,6,8,1,0
2015-1-18,6,3,1,0
2015-1-19,6,7,1,0
2015-1-20,7,7,1,0
2015-1-21,6,10,1,1
2015-1-22,5,10,2,1
2015-1-23,5,10,1,1
2015-1-24,5,8,1,0
2015-1-25,6,6,1,0
2015-1-26,6,4,1,0
2015-1-27,7,5,1,0
2015-1-28,7,7,1,0
2015-1-29,7,9,1,0
2015-1-30,6,6,1,1
2015-1-31,6,10,1,1
2015-2-1,6,10,2,1
2015-2-2,5,5,1,0
2015-2-3,5,10,1,1
2015-2-4,5,10,1,1
2015-2-5,5,10,2,0
2015-2-6,5,9,1,0
2015-2-7,6,10,1,0
2015-2-8,7,10,1,0
2015-2-9,7,5,1,0
2015-2-10,7,7,1,0
2015-2-11,7,8,1,0
2015-2-12,6,6,2,0
2015-2-13,6,7,1,0
2015-2-14,7,7,1,0
2015-2-15,7,10,1,0
2015-2-16,6,10,2,1
2015-2-17,5,7,2,0
2015-2-18,5,7,1,0
2015-2-19,6,8,1,0
2015-2-20,7,10,2,0
2015-2-21,7,9,1,0
2015-2-22,5,10,2,1
2015-2-23,4,10,2,1
2015-2-24,4,10,1,0
2015-2-25,5,8,1,1
2015-2-26,5,10,2,0
2015-2-27,4,10,2,1
2015-2-28,4,10,1,1
2015-3-1,4,10,1,1
2015-3-2,5,10,1,1
2015-3-3,6,10,1,1
2015-3-4,6,10,1,1
2015-3-5,4,8,2,1
2015-3-6,5,6,1,0
2015-3-7,5,7,1,0
2015-3-8,6,9,1,1
2015-3-9,6,10,1,1
2015-3-10,6,10,1,0
2015-3-11,6,10,1,0
2015-3-12,7,10,1,1
2015-3-13,7,9,1,0
2015-3-14,7,8,1,0
2015-3-15,6,10,1,0
2015-3-16,7,10,1,0
2015-3-17,7,10,1,1
2015-3-18,8,10,1,1
2015-3-19,8,10,1,0
2015-3-20,7,10,1,1
2015-3-21,6,10,1,1
2015-3-22,7,10,1,0
2015-3-23,7,10,1,0
2015-3-24,8,10,2,0
2015-3-25,8,10,2,0
2015-3-26,7,8,2,1
2015-3-27,7,4,1,0
2015-3-28,7,6,1,0
2015-3-29,8,9,2,0
2015-3-30,8,10,1,0
2015-3-31,8,10,2,0
2015-4-1,8,10,2,1
2015-4-2,8,10,2,0
2015-4-3,8,9,2,0
2015-4-4,7,6,2,0
2015-4-5,7,10,1,1
2015-4-6,8,10,2,0
2015-4-7,8,10,2,0
2015-4-8,8,10,2,0
2015-4-9,8,10,2,0
2015-4-10,7,9,1,1
2015-4-11,7,10,1,1
2015-4-12,8,10,1,1
2015-4-13,8,9,1,1
2015-4-14,7,9,1,0
2015-4-15,7,9,1,0
2015-4-16,8,10,1,1
2015-4-17,8,10,1,1
2015-4-18,7,10,1,1
2015-4-19,8,7,1,1
2015-4-20,7,5,1,0
2015-4-21,7,9,1,0
2015-4-22,8,10,2,0
2015-4-23,8,10,1,0
2015-4-24,8,10,1,1
2015-4-25,9,8,1,1
2015-4-26,8,10,2,1
2015-4-27,8,9,1,1
2015-4-28,6,10,2,0
2015-4-29,7,8,1,0
2015-4-30,7,7,1,0
2015-5-1,7,7,1,0
2015-5-2,8,7,1,0
2015-5-3,8,9,1,0
2015-5-4,8,10,2,0
2015-5-5,7,10,2,0
