Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2015-3-15,6,10,3,1
2015-3-16,5,10,1,1
2015-3-17,5,10,2,1
2015-3-18,6,9,1,0
2015-3-19,6,8,1,0
2015-3-20,6,9,2,1
2015-3-21,6,10,2,1
2015-3-22,6,10,2,1
2015-3-23,5,10,3,1
2015-3-24,6,10,2,1
2015-3-25,6,10,2,1
2015-3-26,6,10,1,1
2015-3-27,6,10,2,1
2015-3-28,6,9,1,0
2015-3-29,6,8,1,0
2015-3-30,6,9,1,1
2015-3-31,5,10,2,1
2015-4-1,5,10,1,1
2015-4-2,5,9,1,0
2015-4-3,5,10,1,1
2015-4-4,5,10,1,1
2015-4-5,5,10,1,1
2015-4-6,5,9,2,1
2015-4-7,6,10,1,1
2015-4-8,6,10,2,0
2015-4-9,6,9,1,1
2015-4-10,5,8,2,1
2015-4-11,5,10,2,1
2015-4-12,5,8,1,0
2015-4-13,5,10,2,1
2015-4-14,5,10,1,1
2015-4-15,5,9,1,0
2015-4-16,6,8,1,0
2015-4-17,6,8,1,0
2015-4-18,6,7,2,0
2015-4-19,6,7,1,0
2015-4-20,7,6,1,0
2015-4-21,6,10,2,1
2015-4-22,5,8,1,0
2015-4-23,5,10,2,1
2015-4-24,6,10,2,1
2015-4-25,6,9,1,1
2015-4-26,5,10,2,1
2015-4-27,7,10,1,1
2015-4-28,6,10,2,1
2015-4-29,6,8,1,0
2015-4-30,6,7,1,0
2015-5-1,6,7,2,0
2015-5-2,6,7,2,0
2015-5-3,6,7,1,0
2015-5-4,6,9,1,0
2015-5-5,5,10,2,1
