Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2014-5-1,5,3,4,0
2014-5-2,6,2,3,0
2014-5-5,6,3,2,0
2014-5-6,6,7,2,1
2014-5-7,4,10,2,1
2014-5-8,4,10,2,1
2014-5-9,5,8,3,1
2014-5-10,5,6,3,1
2014-5-11,4,10,3,1
2014-5-12,3,10,4,1
2014-5-13,4,9,3,1
2014-5-14,4,8,3,0
2014-5-15,5,8,3,1
2014-5-16,5,10,2,1
2014-5-17,5,10,2,1
2014-5-18,6,10,2,1
2014-5-19,6,7,2,1
2014-5-20,6,9,2,0
2014-5-21,6,10,2,0
2014-5-22,6,10,3,1
2014-5-23,6,10,2,1
2014-5-24,6,10,2,1
2014-5-25,6,10,2,1
2014-5-26,6,8,2,1
2014-5-27,6,6,2,1
2014-5-28,7,6,1,0
2014-5-29,6,6,2,1
2014-5-30,6,10,2,1
2014-5-31,6,10,2,1
2014-6-1,6,9,2,1
2014-6-2,6,8,2,0
2014-6-3,7,9,2,1
2014-6-4,6,6,2,1
2014-6-5,6,7,2,1
2014-6-6,6,10,3,1
2014-6-7,5,10,2,1
2014-6-8,6,10,3,1
2014-6-9,6,6,3,0
2014-6-10,6,4,2,1
2014-6-11,6,8,2,0
2014-6-12,6,10,2,0
2014-6-13,7,7,2,0
2014-6-14,6,5,2,1
2014-6-15,5,5,2,0
2014-6-16,6,4,1,0
2014-6-17,7,2,2,0
2014-6-18,6,6,3,1
2014-6-19,6,3,3,1
2014-6-20,7,4,2,0
2014-6-21,7,5,2,0
2014-6-22,6,9,2,1
2014-6-23,6,10,2,1
2014-6-24,6,10,2,1
2014-6-25,6,10,2,1
2014-6-26,7,6,2,1
2014-6-27,6,10,1,1
2014-6-28,6,5,3,0
2014-6-29,7,4,2,0
2014-6-30,7,4,2,0
2014-7-1,6,6,2,0
2014-7-2,6,8,2,0
2014-7-3,7,7,1,0
2014-7-4,7,4,2,0
2014-7-5,7,5,1,0
2014-7-7,8,2,4,0
2014-7-8,7,7,2,0
2014-7-9,7,6,2,0
2014-7-10,7,4,2,1
2014-7-11,7,10,1,1
2014-7-12,7,10,1,1
2014-7-13,7,9,2,1
2014-7-14,7,7,2,1
2014-7-15,7,10,2,1
2014-7-16,6,10,2,1
2014-7-17,6,10,1,0
2014-7-18,7,5,2,1
2014-7-19,7,3,2,0
2014-7-20,8,1,3,1
2014-7-21,8,1,2,0
2014-7-22,7,5,2,0
2014-7-23,8,9,2,0
2014-7-24,8,2,3,1
2014-7-25,8,4,2,1
2014-7-26,8,4,2,0
2014-7-27,7,8,1,0
2014-7-28,7,9,1,1
2014-7-29,6,10,2,1
2014-7-30,6,10,1,1
2014-7-31,6,8,1,0
2014-8-1,7,6,1,0
2014-8-2,7,6,1,0
2014-8-3,7,7,1,0
2014-8-4,7,8,1,1
2014-8-5,7,10,1,1
2014-8-6,7,7,2,1
2014-8-7,7,9,1,1
2014-8-8,7,7,1,1
2014-8-9,7,5,2,0
2014-8-10,7,6,2,0
2014-8-11,7,6,1,0
2014-8-12,7,5,1,0
2014-8-13,8,3,2,0
2014-8-14,7,8,2,1
2014-8-15,7,4,2,0
2014-8-16,7,1,2,0
2014-8-17,7,1,2,0
2014-8-18,7,4,2,1
2014-8-19,7,6,2,1
2014-8-20,7,5,2,1
2014-8-21,7,4,2,0
2014-8-22,7,10,2,1
2014-8-23,6,10,2,1
2014-8-24,6,4,2,1
2014-8-25,6,10,2,1
2014-8-26,7,10,2,1
2014-8-27,6,10,2,1
