
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-4-1,79,68,57,35,23,2,32,19,6,29.86,29.80,29.75,10,10,10,25,11,32,0.00,0,,259<br />
2014-4-2,71,63,55,36,28,20,38,28,18,29.91,29.84,29.78,10,10,10,24,11,30,0.00,3,,260<br />
2014-4-3,73,62,50,35,27,21,54,35,15,30.07,29.97,29.90,10,10,10,13,5,17,0.00,1,,307<br />
2014-4-4,80,66,52,29,21,8,38,23,7,29.94,29.84,29.74,10,10,10,14,6,17,0.00,4,,140<br />
2014-4-5,78,68,58,26,20,17,28,20,11,29.86,29.78,29.72,10,10,10,20,7,24,0.00,3,,280<br />
2014-4-6,83,70,57,27,22,16,28,18,8,29.95,29.88,29.81,10,10,10,20,8,23,0.00,0,,258<br />
2014-4-7,89,74,58,30,24,20,25,17,8,30.07,30.00,29.90,10,10,10,14,4,19,0.00,0,,254<br />
2014-4-8,94,78,62,31,22,11,27,16,5,30.09,30.01,29.94,10,10,10,12,5,15,0.00,0,,96<br />
2014-4-9,95,80,65,30,22,9,28,16,4,30.01,29.92,29.84,10,10,10,12,6,18,0.00,5,,113<br />
2014-4-10,98,82,65,27,18,4,22,13,3,29.94,29.85,29.77,10,10,10,13,7,19,0.00,5,,98<br />
2014-4-11,96,82,68,28,14,0,18,11,3,29.88,29.78,29.67,10,10,10,14,6,18,0.00,6,,99<br />
2014-4-12,89,79,68,26,19,9,20,13,5,29.72,29.68,29.61,10,10,10,21,8,25,0.00,4,,189<br />
2014-4-13,88,75,61,34,29,22,27,20,13,29.82,29.74,29.67,10,10,10,23,10,29,0.00,0,,238<br />
2014-4-14,85,76,66,21,14,-1,14,10,5,30.07,29.95,29.84,10,10,10,21,8,27,0.00,0,,24<br />
2014-4-15,90,75,60,26,16,5,27,16,4,29.94,29.81,29.68,10,10,10,15,5,17,0.00,3,,81<br />
2014-4-16,93,77,60,23,18,10,21,13,5,29.75,29.68,29.62,10,10,10,17,7,22,0.00,1,,186<br />
2014-4-17,94,79,64,31,23,18,23,15,7,29.93,29.80,29.72,10,10,10,14,6,15,0.00,3,,118<br />
2014-4-18,82,76,70,44,38,32,33,25,16,29.90,29.82,29.76,10,10,10,30,8,39,T,6,,123<br />
2014-4-19,89,76,63,45,41,34,45,31,16,29.91,29.86,29.81,10,10,10,16,3,21,0.00,4,,195<br />
2014-4-20,92,79,66,45,39,30,42,28,13,30.02,29.93,29.86,10,10,10,13,6,19,0.00,0,,112<br />
2014-4-21,98,83,68,41,36,29,36,23,9,29.98,29.88,29.78,10,10,10,16,5,20,0.00,1,,142<br />
2014-4-22,97,84,70,41,34,25,33,21,9,29.84,29.71,29.60,10,10,10,23,9,34,0.00,5,,221<br />
2014-4-23,86,78,70,32,16,8,19,13,6,29.81,29.74,29.65,10,10,10,23,10,30,0.00,1,,253<br />
2014-4-24,91,77,62,26,17,10,24,15,5,29.91,29.83,29.77,10,10,10,13,6,19,0.00,2,,51<br />
2014-4-25,94,79,64,36,26,18,24,16,7,29.84,29.71,29.60,10,10,10,23,11,28,0.00,5,,185<br />
2014-4-26,76,68,59,45,33,21,40,27,14,29.83,29.69,29.58,10,10,10,33,16,41,T,3,Rain,262<br />
2014-4-27,80,69,57,34,29,25,40,27,13,29.89,29.83,29.77,10,10,10,20,6,24,0.00,3,,231<br />
2014-4-28,88,74,60,33,27,13,36,22,7,29.92,29.84,29.74,10,10,10,24,9,32,0.00,1,,293<br />
2014-4-29,86,77,68,13,4,-4,10,7,4,30.06,29.95,29.87,10,10,10,25,13,33,0.00,0,,27<br />
2014-4-30,87,77,66,13,10,2,11,8,5,30.04,29.91,29.79,10,10,10,30,13,42,0.00,0,,22<br />
