
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,24,15,5,10,6,2,80,65,50,30.35,30.27,30.13,10,10,9,12,3,13,0.00,1,,192<br />
2015-1-2,26,19,11,12,9,6,83,67,50,30.37,30.29,30.20,10,10,10,14,5,15,0.00,2,,137<br />
2015-1-3,32,26,20,17,15,12,81,65,49,30.39,30.29,30.21,10,9,7,9,4,12,0.00,6,,170<br />
2015-1-4,35,28,20,26,20,15,81,71,61,30.51,30.44,30.38,10,8,6,12,5,14,0.00,7,,168<br />
2015-1-5,43,37,30,30,27,24,89,73,57,30.54,30.47,30.41,10,10,7,12,4,13,0.00,7,,176<br />
2015-1-6,47,38,29,33,30,27,92,75,58,30.61,30.55,30.50,10,10,7,9,3,9,0.00,4,,309<br />
2015-1-7,48,38,27,35,29,25,92,79,65,30.58,30.47,30.32,10,8,5,10,3,11,0.00,1,,256<br />
2015-1-8,46,36,26,35,30,25,92,79,65,30.33,30.26,30.18,6,3,0,9,3,10,0.00,2,Fog,271<br />
2015-1-9,44,35,26,34,29,24,100,85,70,30.24,30.17,30.08,6,2,0,9,3,12,0.00,3,Fog,286<br />
2015-1-10,36,31,25,35,29,24,100,91,82,30.12,30.06,30.01,3,2,0,8,3,9,0.07,6,Fog-Rain,301<br />
2015-1-11,45,39,33,39,35,32,100,91,82,30.19,30.12,30.04,2,1,1,9,3,10,0.03,8,Rain,318<br />
2015-1-12,40,36,32,38,35,31,100,96,92,30.17,30.11,30.04,10,3,0,15,5,17,0.69,8,Fog-Rain-Snow,117<br />
2015-1-13,39,35,30,32,31,28,100,88,76,30.35,30.24,30.09,10,7,0,15,7,18,0.02,6,Rain-Snow,316<br />
2015-1-14,33,30,27,29,27,26,92,85,78,30.51,30.42,30.32,10,9,7,10,3,11,0.00,7,,317<br />
2015-1-15,38,31,24,28,25,21,92,78,64,30.56,30.49,30.40,10,9,5,13,4,14,0.00,3,,265<br />
2015-1-16,36,31,25,30,27,24,92,84,75,30.40,30.29,30.22,7,5,2,15,5,18,T,6,Rain-Snow,307<br />
2015-1-17,48,37,26,31,27,25,100,71,42,30.47,30.39,30.31,10,7,4,13,5,17,0.00,2,,140<br />
2015-1-18,51,44,36,33,29,24,82,63,44,30.29,30.24,30.18,10,10,10,15,7,19,T,6,,161<br />
2015-1-19,46,40,34,38,34,31,92,79,65,30.29,30.24,30.21,10,10,7,14,5,16,0.05,6,Rain,315<br />
2015-1-20,41,35,28,29,26,24,92,73,54,30.32,30.28,30.23,10,10,10,14,4,16,0.00,4,,310<br />
2015-1-21,37,31,24,25,22,16,92,68,44,30.46,30.36,30.27,10,10,10,13,4,16,0.00,1,,316<br />
2015-1-22,40,31,21,23,18,12,81,58,35,30.52,30.48,30.40,10,10,10,10,7,12,0.00,1,,146<br />
2015-1-23,39,31,23,23,20,18,81,63,44,30.57,30.52,30.44,10,10,10,15,5,17,0.00,3,,241<br />
2015-1-24,42,33,23,29,23,19,82,64,45,30.59,30.53,30.45,10,10,7,12,5,14,0.00,5,,117<br />
2015-1-25,52,42,31,35,30,27,89,68,46,30.50,30.45,30.41,10,7,6,9,3,13,0.00,4,,310<br />
2015-1-26,51,41,30,35,31,28,92,74,56,30.43,30.32,30.19,10,9,6,10,5,12,0.00,1,,130<br />
2015-1-27,58,44,29,38,33,28,92,68,43,30.24,30.17,30.12,10,8,4,24,6,35,0.00,4,,164<br />
2015-1-28,50,42,33,39,36,33,92,74,56,30.36,30.26,30.12,10,10,9,13,5,16,T,6,,316<br />
2015-1-29,44,36,28,36,33,27,100,85,70,30.40,30.33,30.25,10,9,0,9,4,12,0.00,5,,297<br />
2015-1-30,44,40,36,36,36,35,92,84,76,30.22,30.08,29.95,10,9,6,9,4,12,T,8,Rain,287<br />
2015-1-31,47,39,30,36,31,28,85,67,49,30.17,30.04,29.94,10,10,10,17,8,21,0.00,3,,313<br />
