
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,41,31,19,37,31,12,97,89,68,30.13,29.81,29.67,10,5,2,21,9,32,0.47,8,Rain-Snow,13<br />
2015-2-2,25,18,12,17,10,6,79,70,55,30.38,30.29,30.17,10,9,2,17,10,25,0.00,4,Snow,299<br />
2015-2-3,50,36,21,26,21,15,78,59,39,30.23,30.12,30.01,10,10,10,14,5,,0.00,0,,145<br />
2015-2-4,39,28,15,27,19,7,85,73,53,30.52,30.27,30.01,10,7,2,17,7,23,0.00,5,Rain-Snow,350<br />
2015-2-5,28,18,7,13,6,1,80,62,41,30.57,30.46,30.32,10,10,10,8,5,,0.00,0,,127<br />
2015-2-6,57,39,21,34,25,12,82,61,40,30.30,30.12,29.98,10,10,10,14,5,,0.00,0,,173<br />
2015-2-7,72,51,30,41,35,28,89,56,28,29.98,29.79,29.64,10,10,9,21,5,28,0.00,0,,172<br />
2015-2-8,64,54,42,44,40,34,74,61,45,29.99,29.76,29.65,10,10,7,14,6,20,0.00,1,,289<br />
2015-2-9,42,36,28,34,27,23,82,70,59,30.25,30.16,30.00,10,8,4,14,10,20,0.00,7,,7<br />
2015-2-10,46,34,21,26,24,19,92,73,46,30.23,30.12,30.01,10,9,5,13,5,16,0.00,1,,109<br />
2015-2-11,39,32,26,31,24,20,89,71,50,30.34,30.22,30.06,10,9,6,18,7,25,0.00,5,,302<br />
2015-2-12,28,21,14,20,5,-2,72,50,37,30.62,30.49,30.32,10,10,10,26,10,36,0.00,2,,356<br />
2015-2-13,46,32,19,21,16,8,88,67,30,30.41,30.27,30.09,10,7,2,9,6,,0.00,5,Snow,138<br />
2015-2-14,41,28,15,28,12,-5,75,52,30,30.48,30.25,30.06,10,10,10,17,6,29,0.00,3,,6<br />
2015-2-15,19,16,12,12,1,-4,84,52,35,30.51,30.39,30.28,10,8,0,15,10,20,0.00,6,Snow,77<br />
2015-2-16,23,19,15,12,11,10,84,76,60,30.28,30.17,30.11,10,5,1,10,6,,0.00,7,Snow,11<br />
2015-2-17,33,26,19,24,18,10,85,72,56,30.14,30.06,30.00,10,8,0,21,6,31,0.07,7,Fog-Snow,292<br />
2015-2-18,19,12,6,7,0,-4,69,54,41,30.44,30.27,30.08,10,10,10,23,12,36,0.00,0,,303<br />
2015-2-19,19,10,1,3,-2,-6,80,54,35,30.50,30.42,30.30,10,10,9,8,4,,0.00,4,,61<br />
2015-2-20,28,22,17,27,18,5,100,76,52,30.28,30.02,29.89,10,7,2,15,8,22,0.00,7,Rain-Snow,124<br />
2015-2-21,43,36,28,35,29,23,96,86,65,30.26,29.98,29.85,10,6,2,14,3,,0.00,7,Snow,318<br />
2015-2-22,30,22,12,22,8,-3,75,55,34,30.74,30.51,30.29,10,10,10,16,11,22,0.00,4,,356<br />
2015-2-23,21,14,6,1,-5,-9,58,46,28,30.79,30.65,30.39,10,10,10,14,8,20,0.00,0,,22<br />
2015-2-24,42,26,9,20,11,3,81,55,32,30.36,30.07,29.94,10,10,10,20,6,25,0.00,0,,264<br />
2015-2-25,48,34,19,24,20,16,89,60,32,29.94,29.86,29.76,10,10,9,10,4,,0.00,2,,132<br />
2015-2-26,36,23,10,26,10,-2,89,65,42,30.58,30.27,29.89,10,8,3,21,15,31,0.00,6,Rain-Snow,339<br />
2015-2-27,23,13,3,4,-2,-5,76,53,34,30.70,30.63,30.59,10,10,10,12,6,,0.00,3,,48<br />
2015-2-28,25,21,17,22,19,5,91,83,55,30.61,30.48,30.39,10,3,0,13,7,20,0.00,8,Fog-Snow,104<br />
