
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-12-1,52,43,34,36,32,29,89,71,52,30.27,30.18,30.14,10,10,10,10,4,13,0.00,6,,274<br />
2014-12-2,48,39,30,35,33,29,96,76,56,30.14,30.07,30.00,10,9,5,10,3,13,0.00,5,,288<br />
2014-12-3,52,44,36,41,37,31,92,75,58,30.03,29.98,29.95,10,10,9,18,6,23,0.05,6,Rain,142<br />
2014-12-4,59,51,42,41,39,38,89,70,51,30.06,29.96,29.89,10,10,10,15,7,18,0.00,3,,160<br />
2014-12-5,56,47,37,41,38,35,92,74,55,30.23,30.18,30.06,10,10,9,10,5,13,0.00,4,,146<br />
2014-12-6,58,50,41,39,35,33,82,61,40,30.29,30.22,30.16,10,10,7,17,9,21,0.00,4,,155<br />
2014-12-7,58,47,35,38,34,31,89,65,40,30.38,30.32,30.27,10,10,10,12,5,12,0.00,3,,135<br />
2014-12-8,55,46,36,36,32,30,85,65,45,30.31,30.28,30.25,10,10,9,13,5,16,0.00,4,,158<br />
2014-12-9,52,42,32,34,31,29,92,68,44,30.32,30.25,30.19,10,10,10,10,5,12,0.00,3,,177<br />
2014-12-10,55,43,30,35,30,25,89,60,30,30.24,30.14,30.03,10,10,6,13,6,16,0.00,3,,155<br />
2014-12-11,57,46,34,31,28,24,82,56,30,29.98,29.91,29.84,10,10,10,28,17,35,0.00,5,,158<br />
2014-12-12,63,56,49,34,29,26,50,38,25,29.88,29.80,29.72,10,10,10,24,14,30,T,7,,155<br />
2014-12-13,52,44,35,38,35,32,92,69,46,30.02,29.94,29.80,10,10,5,26,11,34,0.08,8,Rain-Snow,300<br />
2014-12-14,38,33,27,32,29,23,96,86,75,30.23,30.10,30.03,10,8,1,16,6,20,0.03,7,Snow,325<br />
2014-12-15,43,34,24,26,23,20,88,67,45,30.28,30.20,30.06,10,10,10,13,6,15,0.00,3,,147<br />
2014-12-16,43,37,30,31,29,25,92,72,51,30.07,30.02,29.97,10,10,9,16,5,21,0.00,6,,327<br />
2014-12-17,41,36,30,32,30,27,92,81,70,30.09,30.02,29.96,10,9,7,9,1,12,0.00,7,,274<br />
2014-12-18,46,38,29,34,30,26,92,73,53,30.21,30.14,30.05,10,9,6,10,5,13,0.00,4,,150<br />
2014-12-19,47,39,31,33,27,25,82,62,42,30.22,30.16,30.09,10,10,10,18,10,24,T,5,Rain,158<br />
2014-12-20,42,40,37,36,34,33,85,79,73,30.12,30.08,30.02,10,10,3,14,5,18,0.04,7,Rain,161<br />
2014-12-21,48,43,38,41,37,33,92,81,70,30.03,29.97,29.90,10,9,6,22,11,26,0.53,8,Rain,168<br />
2014-12-22,46,40,33,38,34,27,100,77,53,30.25,30.02,29.93,10,9,4,29,12,35,0.25,7,Rain,360<br />
2014-12-23,39,33,27,28,22,17,85,65,44,30.45,30.38,30.27,10,10,10,17,6,20,0.00,1,,356<br />
2014-12-24,48,38,27,25,21,17,69,54,38,30.33,29.88,29.36,10,10,10,29,13,40,0.00,5,,157<br />
2014-12-25,45,36,26,32,26,21,100,71,42,29.88,29.65,29.44,10,4,0,23,10,29,0.29,8,Rain-Snow,307<br />
2014-12-26,30,25,20,23,19,15,92,73,53,30.32,30.10,29.88,10,10,10,18,7,23,0.00,5,,333<br />
2014-12-27,28,23,17,16,14,9,84,71,57,30.48,30.40,30.30,10,10,10,14,7,17,0.00,5,,156<br />
2014-12-28,33,29,25,27,24,15,92,70,47,30.27,30.10,30.03,10,6,1,18,8,22,0.03,8,Snow,136<br />
2014-12-29,28,23,18,26,21,3,100,76,51,30.23,30.08,30.01,10,6,0,20,6,25,0.10,7,Fog-Snow,337<br />
2014-12-30,21,12,2,6,-2,-6,69,54,39,30.54,30.40,30.24,10,10,10,21,7,25,0.00,2,,112<br />
2014-12-31,20,11,1,4,-1,-7,79,62,45,30.54,30.41,30.28,10,10,10,10,3,13,0.00,0,,320<br />
