
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,27,22,16,12,7,3,62,52,42,29.99,29.91,29.84,10,10,9,18,11,30,0.00,7,,205<br />
2015-1-2,27,19,11,23,15,-3,92,71,49,30.52,30.05,29.85,10,4,0,20,9,29,0.03,7,Snow,303<br />
2015-1-3,20,10,0,17,5,-4,92,73,53,30.69,30.54,30.26,10,6,0,15,3,19,0.43,3,Fog-Snow,171<br />
2015-1-4,50,35,20,40,29,18,100,81,62,30.20,29.79,29.54,10,5,1,26,9,39,0.09,8,Rain-Snow,199<br />
2015-1-5,39,21,2,23,3,-13,64,53,41,30.33,29.98,29.61,10,6,1,30,16,49,T,7,Snow,287<br />
2015-1-6,11,6,0,4,-2,-10,80,67,54,30.33,30.17,29.94,10,8,2,15,6,21,T,6,Snow,173<br />
2015-1-7,15,1,-13,6,-3,-23,83,71,58,30.23,29.87,29.70,10,4,0,24,11,34,T,7,Snow,294<br />
2015-1-8,12,-4,-20,0,-13,-25,78,69,60,30.30,30.19,30.06,10,7,2,17,6,23,T,6,Snow,218<br />
2015-1-9,22,16,10,14,7,-2,83,65,47,30.08,29.86,29.76,10,4,0,22,10,41,0.02,7,Fog-Snow,228<br />
2015-1-10,15,10,5,10,3,-5,76,60,44,30.42,30.21,30.02,10,7,1,24,9,34,0.01,6,Snow,238<br />
2015-1-11,23,13,2,6,1,-3,79,62,45,30.61,30.51,30.43,10,10,10,18,8,25,0.00,6,,184<br />
2015-1-12,29,23,17,27,21,6,92,69,46,30.40,30.20,30.09,10,2,0,17,5,25,0.17,8,Fog-Snow,134<br />
2015-1-13,17,3,-12,13,-6,-15,87,75,62,30.79,30.63,30.28,10,8,2,17,5,24,T,1,Snow,326<br />
2015-1-14,17,0,-17,7,-8,-21,95,78,61,30.71,30.49,30.30,10,8,3,14,2,19,0.00,0,,170<br />
2015-1-15,21,7,-7,10,0,-10,100,81,62,30.27,30.10,29.79,10,6,0,12,1,14,0.00,4,Fog,109<br />
2015-1-16,26,14,1,20,7,-7,75,65,55,30.19,29.78,29.61,10,4,0,25,12,36,0.01,7,Fog-Snow,298<br />
2015-1-17,16,3,-11,-3,-11,-17,72,54,36,30.45,30.30,30.13,10,10,7,22,6,30,T,3,,122<br />
2015-1-18,37,26,15,35,23,-1,100,73,46,30.13,29.87,29.62,10,6,0,14,4,20,0.79,6,Rain-Snow,149<br />
2015-1-19,34,27,19,30,26,16,100,91,81,29.78,29.65,29.58,10,5,1,18,7,28,0.08,8,Snow,300<br />
2015-1-20,19,11,2,14,7,0,88,78,67,30.11,29.89,29.74,10,9,2,21,7,31,T,2,Snow,326<br />
2015-1-21,18,6,-7,8,1,-10,100,77,53,30.29,30.24,30.13,10,10,8,6,1,6,0.00,0,,167<br />
2015-1-22,27,13,-1,15,6,-3,95,75,55,30.34,30.28,30.18,10,9,6,10,3,14,0.00,2,,328<br />
2015-1-23,26,14,2,17,11,0,91,77,63,30.30,30.13,29.90,10,9,6,15,5,19,0.00,3,,173<br />
2015-1-24,30,19,8,23,17,7,92,80,68,29.88,29.51,29.29,10,7,2,12,2,16,T,3,Snow,309<br />
2015-1-25,29,14,-2,24,11,-7,85,73,61,30.13,29.62,29.34,10,5,1,25,10,31,T,6,Snow,309<br />
2015-1-26,13,1,-12,3,-5,-15,92,70,48,30.25,30.19,30.09,10,9,5,6,1,11,0.00,1,,85<br />
2015-1-27,9,7,5,2,0,-3,87,75,63,30.05,29.87,29.78,10,3,0,23,12,29,0.12,8,Fog-Snow,351<br />
2015-1-28,14,5,-5,0,-3,-8,87,67,46,30.37,30.09,29.83,10,9,2,15,7,20,T,4,Snow,327<br />
2015-1-29,28,8,-13,16,-2,-15,95,64,32,30.42,30.23,29.96,10,9,2,26,7,34,T,3,Snow,167<br />
2015-1-30,26,15,3,23,13,-2,96,85,74,30.06,29.88,29.78,9,2,1,21,9,27,0.03,8,Snow,298<br />
2015-1-31,6,-1,-8,-2,-10,-14,87,65,42,30.19,30.10,29.98,10,6,1,22,11,29,T,3,Snow,317<br />
