
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-2-1,19,10,0,11,0,-8,79,68,59,30.27,30.07,29.94,10,9,2,17,8,23,0.00,4,Snow,223<br />
2014-2-2,12,2,-9,-2,-7,-14,96,73,51,30.38,30.32,30.29,10,10,8,12,6,,0.00,0,,208<br />
2014-2-3,15,6,-2,6,-1,-7,88,76,59,30.43,30.31,30.25,10,9,7,9,4,,0.00,0,,179<br />
2014-2-4,10,4,-2,-1,-5,-10,87,71,58,30.54,30.48,30.44,10,9,6,14,4,24,0.00,1,,332<br />
2014-2-5,1,0,-2,-10,-11,-12,63,61,57,30.58,30.52,30.48,10,10,10,17,12,21,0.00,4,,328<br />
2014-2-6,3,2,0,-6,-7,-8,69,65,58,30.32,30.28,30.24,10,10,10,16,12,21,0.00,5,,252<br />
2014-2-7,12,4,-5,-5,-8,-13,83,63,44,30.27,30.24,30.18,10,10,8,16,7,22,0.00,0,,232<br />
2014-2-8,14,2,-9,7,-2,-12,90,79,67,30.23,30.19,30.14,10,7,2,10,5,,0.00,4,Snow,152<br />
2014-2-9,7,2,-5,1,-8,-13,77,65,55,30.46,30.35,30.22,10,10,9,18,12,,0.00,0,,310<br />
2014-2-10,6,-2,-9,-7,-12,-17,79,66,55,30.56,30.53,30.48,10,10,10,12,8,,0.00,0,,305<br />
2014-2-11,10,-2,-15,3,-11,-20,86,75,58,30.55,30.40,30.13,10,5,0,22,4,30,0.00,3,Fog-Snow,149<br />
2014-2-12,24,17,10,16,12,3,88,81,69,30.16,30.07,29.86,10,5,2,14,7,,0.00,8,Snow,159<br />
2014-2-13,30,19,6,23,12,-1,88,76,65,29.83,29.61,29.45,10,8,6,23,15,32,0.00,6,Snow,221<br />
2014-2-14,15,8,1,3,-1,-4,80,69,56,30.10,29.96,29.78,10,10,10,15,10,,0.00,1,,308<br />
2014-2-15,19,10,0,13,7,-5,88,80,70,30.10,29.94,29.80,5,2,0,16,8,,0.04,6,Fog-Snow,156<br />
2014-2-16,21,11,1,13,6,0,91,70,57,30.30,30.18,30.06,10,10,10,20,8,26,0.00,3,,117<br />
2014-2-17,28,19,10,23,17,9,96,84,66,30.04,29.78,29.68,7,2,0,23,13,38,0.16,6,Fog-Snow,147<br />
2014-2-18,42,30,17,26,21,14,92,73,51,29.80,29.66,29.56,10,10,10,13,6,,0.00,1,,200<br />
2014-2-19,39,27,15,29,24,14,95,79,65,29.87,29.80,29.72,10,10,10,15,5,,0.00,0,Fog,135<br />
2014-2-20,35,28,18,34,28,14,96,84,73,29.72,29.45,29.26,10,4,0,26,11,41,0.48,7,Rain-Snow,11<br />
2014-2-21,17,12,8,12,5,1,84,74,65,29.81,29.52,29.31,10,10,6,28,21,37,0.00,5,Snow,278<br />
2014-2-22,15,10,5,4,2,-2,73,66,59,30.19,30.02,29.83,10,10,10,20,13,26,0.00,0,,273<br />
2014-2-23,18,10,3,5,0,-4,76,64,52,30.32,30.27,30.21,10,10,10,21,13,31,0.00,0,,286<br />
2014-2-24,12,6,1,4,-1,-7,80,67,53,30.39,30.35,30.32,10,7,2,17,12,,0.00,3,Snow,295<br />
2014-2-25,7,1,-5,1,-9,-17,77,63,52,30.42,30.37,30.32,10,10,10,20,14,26,0.00,1,,298<br />
2014-2-26,19,5,-9,6,-7,-16,79,62,48,30.41,29.98,29.67,10,10,8,31,13,44,0.00,3,,274<br />
2014-2-27,1,-6,-13,-16,-20,-24,65,51,39,30.29,30.20,30.02,10,10,10,21,11,29,0.00,1,,322<br />
2014-2-28,14,4,-7,6,-4,-18,80,68,59,30.22,30.03,29.92,10,6,1,17,10,,0.00,7,Snow,170<br />
