
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,34,22,9,31,21,4,92,83,73,30.28,29.95,29.79,10,2,0,28,15,37,0.30,7,Fog-Snow,43<br />
2015-2-2,16,6,-5,9,1,-8,83,75,66,30.37,30.27,30.16,10,10,10,14,8,17,0.00,4,,236<br />
2015-2-3,27,17,6,19,11,4,84,78,71,30.15,30.08,29.93,10,9,5,14,5,16,0.00,5,,196<br />
2015-2-4,19,9,-1,14,8,-5,88,75,62,30.58,30.34,30.11,10,6,1,23,11,30,0.08,6,Snow,341<br />
2015-2-5,19,5,-10,5,-2,-14,86,70,54,30.58,30.42,30.22,10,9,4,18,8,21,T,3,Snow,192<br />
2015-2-6,39,26,12,28,20,5,85,72,59,30.21,30.02,29.88,10,10,6,15,8,21,0.00,4,,181<br />
2015-2-7,46,37,28,34,31,24,85,75,65,29.84,29.68,29.58,10,9,6,16,9,22,0.00,3,,215<br />
2015-2-8,42,38,34,33,31,27,85,74,62,30.12,29.90,29.62,10,5,2,17,10,22,T,7,Rain,4<br />
2015-2-9,34,32,30,27,25,22,78,71,63,30.29,30.24,30.12,10,9,6,16,6,19,0.00,8,,49<br />
2015-2-10,37,31,24,30,24,19,88,76,64,30.25,30.11,29.99,10,8,4,20,10,22,T,6,Rain,178<br />
2015-2-11,39,26,12,33,17,-3,85,72,58,30.49,30.29,30.05,10,9,1,32,21,41,T,7,Snow,329<br />
2015-2-12,16,10,3,6,-2,-5,68,60,51,30.70,30.58,30.40,10,10,8,26,9,36,T,5,Snow,338<br />
2015-2-13,37,26,15,28,18,8,80,66,51,30.39,30.19,30.06,10,10,9,18,10,23,T,4,Snow,242<br />
2015-2-14,36,21,5,27,2,-11,78,60,42,30.60,30.39,30.10,10,10,7,30,16,38,T,7,Snow,15<br />
2015-2-15,14,10,5,0,-5,-10,60,55,49,30.61,30.49,30.36,10,10,10,15,9,20,0.00,8,,101<br />
2015-2-16,27,20,12,18,9,0,68,59,49,30.34,30.17,30.04,10,10,10,18,6,23,T,8,Snow,268<br />
2015-2-17,24,18,12,15,7,0,74,62,49,30.13,30.08,30.01,10,8,1,28,12,32,0.01,5,Snow,326<br />
2015-2-18,12,6,0,1,-7,-12,63,55,46,30.44,30.30,30.04,10,10,3,28,17,35,T,2,Snow,329<br />
2015-2-19,16,7,-3,3,-6,-9,72,57,41,30.50,30.41,30.25,10,10,10,12,5,16,T,4,Snow,188<br />
2015-2-20,39,28,16,23,13,2,63,53,43,30.21,29.96,29.85,10,10,10,20,11,23,T,7,,201<br />
2015-2-21,31,23,15,25,17,-3,81,68,54,30.41,30.07,29.87,10,10,7,22,11,29,T,6,,347<br />
2015-2-22,15,9,3,-3,-6,-10,63,54,45,30.86,30.68,30.44,10,10,10,23,12,28,0.00,4,,352<br />
2015-2-23,20,9,-2,-1,-7,-12,65,50,35,30.87,30.63,30.25,10,10,10,17,8,21,0.00,1,,256<br />
2015-2-24,40,28,15,23,13,0,67,56,44,30.19,29.96,29.90,10,10,10,24,13,32,0.00,4,,290<br />
2015-2-25,31,21,11,21,13,3,84,63,42,30.23,29.94,29.78,10,5,0,24,13,32,0.08,8,Snow,52<br />
2015-2-26,11,5,-1,1,-5,-9,75,65,55,30.63,30.48,30.25,10,9,3,21,12,27,T,3,Snow,337<br />
2015-2-27,15,4,-7,-1,-6,-13,79,65,51,30.72,30.66,30.57,10,10,10,9,5,13,0.00,1,,272<br />
2015-2-28,24,13,2,18,10,-5,84,69,54,30.64,30.50,30.39,10,6,1,13,7,16,0.02,6,Snow,149<br />
