
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,27,20,14,18,14,9,93,84,45,30.26,30.08,29.94,10,9,2,21,13,31,0.00,5,Snow,6<br />
2015-2-2,47,32,17,23,20,15,91,49,33,30.05,29.93,29.80,10,10,9,36,19,45,0.00,4,,274<br />
2015-2-3,52,46,40,28,23,18,58,42,26,29.87,29.79,29.72,10,10,10,32,22,50,0.00,3,,264<br />
2015-2-4,42,28,15,29,19,14,94,87,57,30.27,30.09,29.74,10,4,0,25,14,34,0.16,7,Rain-Snow,337<br />
2015-2-5,52,42,33,27,22,16,68,45,25,30.13,30.03,29.93,10,10,10,24,15,31,0.00,4,,275<br />
2015-2-6,63,53,43,16,12,9,32,21,12,30.04,29.88,29.74,10,10,10,25,12,34,0.00,1,,278<br />
2015-2-7,62,50,39,22,15,9,45,25,13,29.85,29.73,29.65,10,10,10,38,17,53,0.00,0,,277<br />
2015-2-8,55,42,30,26,21,18,68,41,25,30.17,29.98,29.76,10,10,10,36,22,47,0.00,0,,309<br />
2015-2-9,60,44,29,29,23,18,72,44,19,30.11,29.95,29.78,10,10,10,29,12,40,0.00,0,,237<br />
2015-2-10,50,42,33,32,26,17,93,61,28,30.19,30.02,29.80,10,10,10,26,19,36,0.00,3,Rain,335<br />
2015-2-11,47,36,24,32,23,18,93,68,31,30.42,30.31,30.20,10,10,10,22,13,30,0.00,4,Rain,335<br />
2015-2-12,55,40,26,23,18,10,83,45,17,30.30,30.17,30.06,10,10,10,25,11,37,0.00,4,,297<br />
2015-2-13,58,44,25,23,21,17,75,47,20,30.27,30.18,30.09,10,10,10,16,9,25,0.00,0,,307<br />
2015-2-14,55,42,29,26,18,14,70,43,21,30.13,30.03,29.88,10,10,10,16,7,32,0.00,3,,249<br />
2015-2-15,32,28,23,27,25,21,93,87,71,30.17,30.06,29.91,10,6,1,17,12,25,0.00,6,Rain-Snow,8<br />
2015-2-16,26,21,14,21,18,9,93,82,69,30.25,30.13,30.04,10,9,3,20,9,28,0.00,6,Rain-Snow,349<br />
2015-2-17,28,22,15,15,11,4,92,66,36,30.23,30.09,29.96,10,10,10,32,18,45,0.00,5,Snow,334<br />
2015-2-18,46,33,20,17,14,9,87,46,26,30.18,30.09,29.99,10,10,10,28,14,40,0.00,4,,287<br />
2015-2-19,56,42,28,19,15,9,63,35,19,29.96,29.86,29.74,10,10,10,32,13,40,0.00,0,,316<br />
2015-2-20,43,32,20,27,23,16,96,74,36,29.94,29.82,29.69,10,10,6,26,10,39,0.00,5,Rain-Snow,336<br />
2015-2-21,26,18,10,25,17,7,94,88,79,30.38,30.01,29.88,10,3,0,21,9,31,0.01,7,Snow,35<br />
2015-2-22,10,4,-2,7,1,-4,92,82,72,30.63,30.35,30.16,10,7,1,12,6,,0.00,7,Snow,97<br />
2015-2-23,21,12,3,9,2,-4,92,74,33,30.58,30.35,30.13,10,8,2,23,7,30,0.01,3,Snow,209<br />
2015-2-24,41,30,18,24,13,-4,73,49,33,30.25,30.06,29.76,10,10,10,17,12,24,0.00,1,,310<br />
2015-2-25,37,24,10,27,19,5,91,76,53,30.25,29.94,29.72,10,7,1,28,17,40,0.13,6,Rain-Snow,356<br />
2015-2-26,12,8,5,7,5,2,86,81,73,30.34,30.12,30.02,10,4,1,13,8,,0.01,8,Snow,84<br />
2015-2-27,11,6,0,6,1,-2,92,85,76,30.27,29.99,29.77,10,6,1,17,12,23,0.00,7,Snow,182<br />
2015-2-28,21,8,-5,14,10,-8,91,77,68,30.17,30.01,29.85,10,9,2,10,6,15,0.00,5,Snow,79<br />
