
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,30,21,12,11,2,-6,67,48,29,30.16,30.12,30.04,10,10,10,22,12,29,0.00,4,,289<br />
2015-2-2,31,21,10,29,13,-5,100,67,34,30.12,29.69,29.48,10,2,0,36,18,45,0.78,7,Fog-Snow,360<br />
2015-2-3,22,14,6,7,1,-3,73,56,39,30.31,30.12,29.72,10,9,4,24,13,33,0.00,1,Snow,265<br />
2015-2-4,38,26,14,30,17,3,75,64,53,30.32,30.16,29.94,10,10,10,20,9,26,0.00,7,,209<br />
2015-2-5,36,22,7,32,18,-7,89,66,42,30.12,29.93,29.82,10,6,0,30,15,40,0.09,7,Fog-Rain-Snow,303<br />
2015-2-6,21,13,5,6,-1,-8,60,53,46,30.17,30.10,30.04,10,10,10,21,12,29,T,3,,263<br />
2015-2-7,29,23,16,27,17,5,92,74,55,30.10,30.05,30.01,10,7,1,20,11,26,0.07,7,Snow,226<br />
2015-2-8,29,21,13,27,20,10,100,90,80,30.08,30.05,30.01,7,2,1,22,14,28,0.37,8,Snow,8<br />
2015-2-9,25,20,14,21,14,10,92,86,80,30.16,30.12,30.08,4,1,0,26,15,32,0.88,8,Fog-Snow,351<br />
2015-2-10,30,22,14,21,15,10,88,76,63,30.13,30.10,30.06,10,8,1,21,11,24,0.05,7,Snow,359<br />
2015-2-11,25,20,14,17,12,6,77,69,61,30.14,30.07,29.94,10,7,1,23,12,31,0.01,7,Snow,354<br />
2015-2-12,30,23,16,25,17,7,92,77,61,29.92,29.76,29.69,10,6,0,16,5,21,0.03,8,Fog-Snow,321<br />
2015-2-13,22,15,7,11,-5,-10,77,55,33,30.11,29.95,29.74,10,10,8,28,17,37,0.00,2,,296<br />
2015-2-14,30,17,3,29,11,-9,100,73,45,30.10,29.77,29.46,10,6,1,22,10,24,0.23,6,Snow,181<br />
2015-2-15,20,9,-2,18,9,-13,92,71,50,29.82,29.49,29.30,10,3,0,33,21,51,0.39,6,Fog-Snow,320<br />
2015-2-16,19,8,-3,-6,-11,-16,56,44,31,30.04,29.91,29.81,10,9,2,31,20,41,0.00,3,Snow,290<br />
2015-2-17,23,17,10,18,6,-7,84,63,42,30.03,29.93,29.85,10,7,1,14,8,18,0.02,7,Snow,338<br />
2015-2-18,29,23,17,23,16,8,81,66,50,29.95,29.83,29.70,10,8,1,14,5,17,0.01,8,Snow,337<br />
2015-2-19,30,20,10,24,14,-5,92,71,50,29.73,29.61,29.53,10,6,1,30,14,40,0.06,6,Snow,263<br />
2015-2-20,20,13,5,-4,-6,-10,55,45,34,30.43,30.04,29.74,10,10,10,28,19,35,0.00,2,,273<br />
2015-2-21,34,19,4,32,16,-5,92,70,48,30.53,30.36,30.16,10,5,1,26,11,35,0.17,6,Rain-Snow,201<br />
2015-2-22,39,34,28,33,29,24,100,85,70,30.17,30.14,30.10,10,8,1,13,5,16,0.11,8,Rain-Snow,245<br />
2015-2-23,33,19,4,23,2,-14,72,51,30,30.32,30.18,30.10,10,10,10,25,15,35,0.00,5,,298<br />
2015-2-24,19,11,2,15,-4,-15,80,60,39,30.33,30.18,29.88,10,10,5,20,9,24,T,6,Snow,221<br />
2015-2-25,35,25,14,19,11,2,92,63,33,30.01,29.80,29.70,10,8,2,22,11,29,0.07,4,Snow,287<br />
2015-2-26,22,20,17,16,8,2,84,65,45,30.12,30.05,29.97,10,8,1,18,9,21,0.02,8,Snow,351<br />
2015-2-27,27,21,15,1,-2,-5,52,41,29,30.55,30.34,30.14,10,10,10,14,8,18,0.00,2,,305<br />
2015-2-28,31,22,12,4,1,-1,58,43,27,30.75,30.69,30.56,10,10,10,15,9,20,0.00,0,,273<br />
