
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-12-1,44,28,13,20,13,5,86,67,34,30.46,30.23,30.01,10,9,3,31,15,39,0.00,4,Snow,211<br />
2014-12-2,53,38,19,21,17,12,80,39,19,30.11,29.91,29.77,10,10,10,34,23,48,0.00,1,,290<br />
2014-12-3,40,30,19,27,19,15,83,64,49,30.19,30.06,29.91,10,10,10,20,9,26,0.00,4,,212<br />
2014-12-4,52,42,32,28,24,20,76,51,28,29.99,29.90,29.76,10,10,10,25,10,32,0.00,1,,259<br />
2014-12-5,50,36,23,28,24,20,87,61,31,30.37,30.16,29.90,10,10,10,18,10,29,0.00,0,,321<br />
2014-12-6,46,35,24,31,25,21,94,73,44,30.44,30.29,30.17,10,10,10,17,4,,0.00,3,,234<br />
2014-12-7,53,38,23,27,22,18,85,54,26,30.32,30.19,30.09,10,10,10,28,11,38,0.00,2,,299<br />
2014-12-8,50,36,21,26,20,16,86,59,29,30.44,30.30,30.19,10,10,2,14,7,,0.17,1,,244<br />
2014-12-9,57,42,27,21,14,6,74,43,13,30.29,30.16,30.02,10,10,10,16,9,23,0.00,2,,297<br />
2014-12-10,56,39,22,21,16,9,77,48,24,30.24,30.11,29.98,10,10,10,13,7,22,0.00,0,,315<br />
2014-12-11,59,39,19,27,16,13,86,55,16,30.17,30.06,29.95,10,10,10,12,5,,0.00,0,,291<br />
2014-12-12,63,42,21,20,15,8,73,45,11,30.15,29.99,29.81,10,10,10,13,5,,0.00,1,,279<br />
2014-12-13,55,42,30,29,21,18,74,50,23,29.91,29.76,29.61,10,10,10,20,6,26,0.00,3,,329<br />
2014-12-14,36,32,28,28,26,23,93,85,71,29.88,29.77,29.60,10,9,2,23,16,33,0.00,6,Snow,354<br />
2014-12-15,32,22,11,22,17,8,85,68,52,30.27,30.05,29.83,10,10,10,31,19,47,0.00,4,Snow,325<br />
2014-12-16,33,19,5,22,16,4,97,77,54,30.27,30.18,30.06,10,10,10,18,5,24,0.00,3,,191<br />
2014-12-17,44,32,20,25,21,15,90,66,38,30.05,29.96,29.86,10,10,10,14,5,20,0.00,4,,270<br />
2014-12-18,41,29,17,17,14,11,90,58,30,30.16,30.06,29.95,10,10,10,22,10,29,0.00,0,,285<br />
2014-12-19,38,28,18,15,13,11,78,52,35,30.16,30.06,29.99,10,10,10,30,12,43,0.00,1,,267<br />
2014-12-20,43,34,26,20,18,15,64,50,34,30.04,29.94,29.83,10,10,10,26,14,37,0.00,4,,272<br />
2014-12-21,43,35,27,34,26,17,100,70,39,29.83,29.58,29.46,10,9,0,51,18,64,0.03,5,Rain-Snow,299<br />
2014-12-22,30,24,18,27,20,14,93,76,63,29.86,29.72,29.62,10,9,1,31,19,40,0.02,5,Rain-Snow,326<br />
2014-12-23,27,14,2,17,13,0,88,70,55,30.27,30.10,29.77,10,10,4,28,21,45,0.00,4,Snow,333<br />
2014-12-24,40,24,9,20,14,1,72,51,38,30.13,29.76,29.38,10,10,10,38,15,51,0.00,2,,288<br />
2014-12-25,32,23,14,30,21,12,100,90,71,29.94,29.59,29.38,10,2,1,18,8,31,0.08,8,Snow,32<br />
2014-12-26,14,9,4,10,8,2,92,86,76,30.25,29.93,29.78,10,4,1,9,5,,0.03,8,Rain-Snow,360<br />
2014-12-27,20,10,1,5,1,-5,79,62,46,30.33,30.21,29.97,10,9,4,24,12,31,0.00,1,Snow,276<br />
2014-12-28,28,16,0,13,7,-1,94,58,46,30.12,29.96,29.75,10,10,10,25,11,32,0.00,4,Snow,267<br />
2014-12-29,14,6,-2,12,0,-8,100,82,78,30.67,30.17,29.90,10,5,1,17,9,22,0.00,6,Snow,10<br />
2014-12-30,-2,-12,-22,-8,-18,-32,84,76,63,30.86,30.59,30.27,10,8,2,10,6,,0.00,3,Snow,310<br />
2014-12-31,20,-3,-26,-6,-14,-32,89,53,24,30.68,30.51,30.30,10,10,10,15,6,,0.00,0,,318<br />
