
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-12-1,11,0,-12,5,-4,-16,92,79,66,30.52,30.31,29.94,10,8,2,8,2,10,0.01,3,Snow,289<br />
2014-12-2,37,17,-3,16,8,-5,95,69,43,30.36,30.27,30.07,10,9,7,23,5,27,0.00,1,,281<br />
2014-12-3,25,16,7,15,10,6,91,76,60,30.23,30.16,30.08,10,10,7,7,1,7,0.00,2,,306<br />
2014-12-4,34,27,19,29,22,14,92,84,75,30.15,30.04,29.83,10,8,6,13,1,16,0.01,5,,67<br />
2014-12-5,40,31,22,33,27,21,100,91,82,30.36,30.22,30.13,10,4,0,6,1,7,0.00,5,Fog,251<br />
2014-12-6,44,30,16,35,23,13,100,85,70,30.32,30.21,30.07,10,4,0,20,4,28,0.01,4,Fog,244<br />
2014-12-7,48,36,24,31,28,22,78,62,45,30.40,30.34,30.10,10,10,10,28,7,35,0.00,2,,248<br />
2014-12-8,39,31,22,28,24,20,96,78,59,30.41,30.36,30.25,10,10,10,7,1,8,0.00,0,,256<br />
2014-12-9,44,32,20,31,26,18,92,77,62,30.32,30.24,30.17,10,10,10,8,3,9,0.00,1,,233<br />
2014-12-10,43,35,27,33,29,25,92,80,67,30.21,30.09,29.87,10,10,10,12,2,13,0.00,1,,251<br />
2014-12-11,56,45,33,31,28,26,82,57,32,29.88,29.79,29.72,10,10,10,22,6,33,0.00,1,,207<br />
2014-12-12,62,51,40,32,28,24,64,45,25,29.78,29.71,29.65,10,10,10,29,8,41,0.00,0,,181<br />
2014-12-13,56,45,33,34,32,27,100,69,38,30.19,29.97,29.68,10,6,1,22,7,27,0.29,7,Rain-Snow,274<br />
2014-12-14,34,31,27,29,26,21,85,80,75,30.40,30.31,30.18,10,9,2,16,10,20,T,8,Snow,304<br />
2014-12-15,32,24,16,23,18,13,88,77,66,30.41,30.36,30.30,10,10,10,9,3,10,0.00,1,,248<br />
2014-12-16,28,22,15,24,19,12,88,81,74,30.29,30.18,29.97,10,8,2,5,1,6,0.02,5,Snow,307<br />
2014-12-17,36,27,18,27,22,17,100,85,70,30.15,30.06,29.90,9,4,0,6,1,7,T,6,Fog-Snow,339<br />
2014-12-18,32,26,20,24,22,19,96,84,72,30.22,30.09,29.97,10,6,0,7,1,9,0.00,6,Fog,262<br />
2014-12-19,39,31,22,30,26,20,96,80,64,30.15,30.06,29.86,10,10,8,23,2,29,T,6,,284<br />
2014-12-20,40,34,27,28,25,20,82,67,52,30.08,29.94,29.72,10,10,10,17,4,20,0.00,4,,286<br />
2014-12-21,45,39,32,35,29,23,92,69,45,29.85,29.65,29.47,10,10,5,44,17,56,0.06,3,Rain,266<br />
2014-12-22,41,37,33,29,23,21,75,62,48,30.32,30.06,29.85,10,10,10,30,15,41,0.00,5,,275<br />
2014-12-23,39,34,28,24,20,16,72,56,40,30.42,30.30,30.05,10,10,10,21,7,26,0.00,3,,263<br />
2014-12-24,40,34,27,32,28,21,100,80,59,29.99,29.62,29.46,10,6,0,15,7,21,0.34,7,Fog-Snow,283<br />
2014-12-25,31,22,12,25,18,11,88,76,63,30.20,30.03,29.72,10,10,9,20,7,24,0.00,5,,279<br />
2014-12-26,28,18,8,20,15,7,92,80,68,30.36,30.25,30.00,10,8,2,7,2,9,T,6,Snow,267<br />
2014-12-27,28,20,11,20,16,8,88,72,55,30.33,30.20,29.86,10,10,10,20,5,27,T,7,,235<br />
2014-12-28,26,19,11,23,13,4,92,80,67,30.57,30.18,29.88,10,5,1,20,9,24,0.06,8,Snow,311<br />
2014-12-29,11,3,-6,2,-6,-14,79,69,59,31.07,30.81,30.45,10,8,2,23,13,27,0.01,7,,328<br />
2014-12-30,2,-6,-14,-9,-14,-19,77,67,56,31.10,31.02,30.90,10,10,9,12,4,13,0.00,0,,256<br />
2014-12-31,11,6,0,-3,-6,-9,79,65,50,30.87,30.71,30.26,10,10,10,7,3,8,0.00,2,,286<br />
