
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,71,58,44,59,53,35,96,83,66,30.07,29.91,29.76,10,9,2,36,11,68,0.50,7,Rain-Thunderstorm,203<br />
2015-2-2,42,35,28,34,26,22,78,67,55,30.37,30.23,30.03,10,10,10,18,11,28,0.00,4,,331<br />
2015-2-3,46,38,30,30,26,22,79,63,42,30.40,30.32,30.24,10,10,10,7,3,,0.00,0,,122<br />
2015-2-4,50,44,37,37,33,29,86,66,54,30.23,30.15,30.06,10,10,10,7,3,,0.00,4,,93<br />
2015-2-5,50,41,30,38,31,21,79,64,42,30.38,30.28,30.14,10,9,6,13,7,21,0.00,4,,346<br />
2015-2-6,59,42,26,25,18,8,82,48,14,30.44,30.35,30.25,10,10,9,5,0,,0.00,0,,205<br />
2015-2-7,68,51,34,44,33,24,77,53,32,30.26,30.16,30.06,10,10,10,15,5,21,0.00,0,,177<br />
2015-2-8,73,60,48,55,51,44,93,71,48,30.05,29.96,29.88,10,10,6,17,9,25,0.00,4,Rain,191<br />
2015-2-9,68,55,41,56,47,35,90,71,39,30.04,29.95,29.88,10,9,5,15,7,26,0.00,2,Rain,312<br />
2015-2-10,55,45,35,33,30,28,79,62,38,30.12,30.06,30.01,10,10,7,9,6,,0.00,1,,347<br />
2015-2-11,66,50,33,36,33,30,89,57,27,30.15,30.09,30.04,10,9,5,,,,0.00,0,,-1<br />
2015-2-12,50,41,32,36,25,16,74,52,32,30.37,30.29,30.14,10,10,9,14,9,22,0.00,0,,343<br />
2015-2-13,50,39,28,21,13,9,55,38,20,30.40,30.32,30.24,10,10,10,6,3,,0.00,0,,16<br />
2015-2-14,70,52,33,40,34,21,76,55,29,30.25,30.16,30.09,10,10,8,14,4,,0.00,0,,259<br />
2015-2-15,53,46,39,38,24,20,66,42,29,30.27,30.18,30.08,10,10,10,12,7,,0.00,2,Rain,61<br />
2015-2-16,64,46,28,58,39,23,97,86,37,30.10,29.90,29.74,10,6,1,28,10,39,0.60,8,Rain,287<br />
2015-2-17,37,30,24,23,21,19,85,74,50,30.20,30.13,30.06,10,10,10,13,8,22,0.00,5,,332<br />
2015-2-18,46,36,26,25,19,13,84,55,28,30.36,30.26,30.14,10,10,9,14,6,30,0.00,0,Snow,311<br />
2015-2-19,39,32,24,18,9,5,56,40,23,30.50,30.41,30.29,10,10,10,10,6,,0.00,1,,36<br />
2015-2-20,57,42,30,49,29,8,77,57,38,30.31,30.18,30.02,10,10,8,22,10,30,0.01,7,Rain-Snow,137<br />
2015-2-21,66,58,50,57,54,49,97,84,65,30.04,29.98,29.90,10,8,2,25,16,37,1.09,7,Rain-Thunderstorm,186<br />
2015-2-22,48,44,41,47,42,38,97,93,89,30.32,30.16,30.03,10,5,1,10,7,22,0.72,8,Rain,3<br />
2015-2-23,41,36,32,39,30,28,97,88,76,30.45,30.36,30.28,10,6,2,14,7,21,0.90,8,Rain,7<br />
2015-2-24,32,29,26,29,27,25,93,90,85,30.27,30.17,30.04,10,6,2,8,5,,0.00,7,Rain,326<br />
2015-2-25,35,34,32,34,31,28,96,92,85,30.01,29.86,29.75,10,4,2,10,4,16,1.00,8,Rain,18<br />
2015-2-26,45,38,32,31,30,28,96,81,58,30.35,30.12,29.89,10,9,2,14,8,20,0.00,7,,340<br />
2015-2-27,46,38,30,28,24,19,79,64,39,30.49,30.42,30.34,10,10,9,10,8,17,0.00,6,,18<br />
2015-2-28,66,50,33,42,27,19,64,42,23,30.45,30.38,30.30,10,10,10,13,7,21,0.00,4,,102<br />
