
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,11,1,-10,1,-6,-14,87,71,55,30.58,30.42,30.26,10,4,1,26,14,33,0.00,6,Snow,348<br />
2015-2-2,28,9,-10,17,3,-13,91,74,57,30.32,30.12,30.03,10,10,10,21,9,29,0.00,2,,87<br />
2015-2-3,20,13,6,12,9,3,91,79,67,30.27,30.05,29.91,10,10,10,17,9,22,0.00,6,,30<br />
2015-2-4,16,9,2,8,2,-2,86,72,58,30.58,30.43,30.23,10,10,10,24,12,29,0.00,1,,327<br />
2015-2-5,44,25,6,27,16,1,88,69,49,30.28,30.08,29.87,10,10,10,16,7,19,0.00,1,,154<br />
2015-2-6,61,42,22,37,29,21,96,67,37,29.90,29.79,29.59,10,10,10,14,6,15,0.00,0,,148<br />
2015-2-7,70,50,29,33,31,28,92,57,22,29.68,29.57,29.53,10,10,10,16,8,19,0.00,1,,299<br />
2015-2-8,49,37,25,37,31,24,96,78,60,30.14,29.93,29.67,10,6,0,16,8,19,T,4,Fog,66<br />
2015-2-9,33,30,26,33,28,25,100,96,92,30.24,30.08,29.78,10,2,0,28,14,35,T,8,Fog-Rain,104<br />
2015-2-10,49,36,23,37,28,12,100,81,62,30.35,29.97,29.74,10,7,0,35,20,41,0.01,8,Fog-Rain,317<br />
2015-2-11,28,16,3,13,9,-3,83,69,55,30.76,30.54,30.34,10,10,7,29,17,36,T,5,Snow,350<br />
2015-2-12,32,16,0,16,4,-5,83,65,47,30.76,30.43,30.17,10,10,4,23,12,27,T,3,Snow,112<br />
2015-2-13,53,33,13,30,24,9,84,63,41,30.21,30.17,30.10,10,10,10,14,8,18,0.00,3,,330<br />
2015-2-14,32,19,6,27,5,-8,81,64,46,30.59,30.41,30.19,10,10,4,25,16,31,0.00,8,Snow,83<br />
2015-2-15,36,25,13,19,8,-2,68,56,44,30.38,30.25,30.17,10,10,10,20,7,23,0.00,6,,142<br />
2015-2-16,35,26,16,27,22,14,92,78,64,30.21,30.15,30.09,10,7,1,21,9,24,0.01,8,Snow,333<br />
2015-2-17,20,11,1,10,0,-3,87,63,39,30.31,30.22,30.16,10,10,10,32,18,39,0.00,2,,325<br />
2015-2-18,17,6,-5,-1,-6,-10,82,60,37,30.45,30.38,30.27,10,10,8,21,9,24,0.00,2,,336<br />
2015-2-19,37,20,3,17,6,-4,83,63,43,30.36,30.11,29.87,10,10,10,21,11,24,0.00,2,,128<br />
2015-2-20,51,34,17,31,27,19,92,66,39,29.91,29.83,29.75,10,10,5,25,12,31,0.00,4,Rain,319<br />
2015-2-21,32,16,-1,31,15,-5,92,75,58,30.59,30.19,29.88,10,6,2,20,12,24,0.01,7,Snow,17<br />
2015-2-22,8,0,-8,-4,-9,-13,79,65,50,30.88,30.80,30.62,10,10,10,18,9,22,0.00,0,,341<br />
2015-2-23,39,16,-8,11,2,-11,87,56,25,30.82,30.39,29.97,10,10,10,23,11,31,0.00,1,,231<br />
2015-2-24,50,39,27,27,24,13,92,64,36,30.04,29.91,29.72,10,10,10,22,13,26,0.00,5,,337<br />
2015-2-25,29,16,2,23,8,-3,88,77,66,30.55,30.14,29.68,10,7,2,24,15,30,0.00,7,Snow,24<br />
2015-2-26,13,4,-6,-2,-7,-11,79,64,48,30.69,30.63,30.55,10,10,10,17,9,24,0.00,1,,351<br />
2015-2-27,27,9,-10,2,-5,-13,87,56,25,30.63,30.46,30.30,10,10,10,21,9,26,0.00,0,,159<br />
2015-2-28,33,20,6,11,5,0,73,53,33,30.34,30.25,30.19,10,10,10,23,11,30,0.00,0,,264<br />
