
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,37,29,21,31,19,11,85,62,36,30.30,30.17,29.83,10,10,7,14,3,20,0.05,6,Rain,151<br />
2015-2-2,45,36,25,39,29,10,97,79,43,30.10,29.61,29.43,10,6,1,25,6,43,0.25,6,Rain,310<br />
2015-2-3,34,28,23,19,9,4,64,47,32,30.38,30.30,30.13,10,10,10,16,11,28,0.00,0,,282<br />
2015-2-4,46,38,30,30,24,19,76,60,43,30.31,30.14,29.93,10,10,10,13,8,,0.00,1,,165<br />
2015-2-5,43,32,21,28,13,3,67,47,38,30.34,30.10,29.86,10,10,10,25,12,37,0.00,1,,323<br />
2015-2-6,34,24,15,16,4,0,63,43,24,30.36,30.27,30.19,10,10,10,10,5,,0.00,1,,239<br />
2015-2-7,42,34,25,28,21,13,82,62,33,30.22,30.10,29.95,10,10,8,18,4,29,0.00,2,,176<br />
2015-2-8,54,43,32,31,28,26,82,65,37,29.94,29.85,29.78,10,9,6,10,3,,0.00,0,,20<br />
2015-2-9,39,34,30,35,32,28,97,91,73,29.99,29.90,29.79,9,4,0,13,8,,0.00,7,Fog,24<br />
2015-2-10,37,32,28,29,27,25,89,80,67,30.06,30.00,29.95,10,8,4,16,11,23,0.04,6,Rain-Snow,358<br />
2015-2-11,37,32,28,24,21,16,75,63,42,30.10,30.02,29.92,10,10,10,12,9,,0.00,1,,352<br />
2015-2-12,39,31,19,28,19,4,82,61,39,30.09,29.89,29.81,10,10,9,21,8,33,0.00,5,,270<br />
2015-2-13,27,20,14,6,1,-2,55,45,31,30.31,30.22,30.13,10,10,10,18,12,33,0.00,0,,301<br />
2015-2-14,39,29,17,31,17,0,96,65,37,30.13,29.72,29.48,10,6,0,28,8,46,0.11,7,Fog-Snow,227<br />
2015-2-15,19,14,10,-2,-4,-6,51,45,38,30.31,30.10,29.82,10,10,10,30,22,47,0.00,0,,303<br />
2015-2-16,18,13,8,12,3,-7,88,64,36,30.40,30.24,30.06,10,6,1,17,8,26,0.15,4,Snow,304<br />
2015-2-17,28,22,15,14,11,8,88,74,45,30.02,29.95,29.91,10,6,1,12,5,,0.19,3,Snow,1<br />
2015-2-18,28,21,14,20,12,0,88,65,40,29.99,29.87,29.75,10,8,2,17,5,25,0.00,3,Snow,224<br />
2015-2-19,18,14,9,-2,-6,-10,51,40,32,30.22,30.06,29.94,10,10,10,20,13,30,0.00,2,,291<br />
2015-2-20,19,11,3,-5,-10,-15,48,38,30,30.53,30.42,30.25,10,10,10,18,11,29,0.00,0,,286<br />
2015-2-21,33,24,14,31,18,-5,96,75,40,30.51,30.31,30.17,10,4,0,15,8,22,0.37,7,Fog-Rain-Snow,175<br />
2015-2-22,42,36,30,34,31,28,100,91,70,30.27,30.18,30.11,10,4,1,10,4,25,0.13,6,Rain,166<br />
2015-2-23,36,28,18,30,12,-3,79,50,32,30.43,30.35,30.25,10,10,7,18,9,21,0.00,4,,325<br />
2015-2-24,25,18,12,14,5,-4,72,54,40,30.42,30.18,29.86,10,10,10,16,8,20,0.00,0,,156<br />
2015-2-25,37,28,19,26,16,11,82,56,38,30.01,29.92,29.81,10,10,10,12,4,21,0.00,0,,283<br />
2015-2-26,35,30,26,27,24,20,93,80,57,30.16,29.96,29.89,10,5,0,14,7,21,0.13,7,Fog-Snow,20<br />
2015-2-27,32,26,21,24,18,6,85,67,45,30.66,30.42,30.18,10,7,2,14,4,,0.00,5,Snow,337<br />
2015-2-28,26,22,18,13,5,0,74,50,34,30.88,30.79,30.69,10,10,9,9,6,,0.00,0,,13<br />
