
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,37,29,21,25,16,10,70,57,43,30.34,30.25,30.18,10,10,10,10,7,,0.00,4,,247<br />
2015-1-2,41,37,33,36,31,25,97,79,67,30.30,30.17,30.03,10,8,2,8,3,,0.01,8,,130<br />
2015-1-3,41,39,37,39,37,35,100,95,89,30.05,29.88,29.78,10,4,1,8,3,,0.39,8,Rain,315<br />
2015-1-4,37,26,12,35,15,2,93,72,52,30.71,30.32,29.88,10,9,5,21,13,29,0.00,5,Snow,296<br />
2015-1-5,28,19,10,12,5,0,67,55,44,30.77,30.55,30.23,10,10,10,12,6,,0.00,1,,185<br />
2015-1-6,28,26,23,17,11,8,66,57,47,30.53,30.44,30.22,10,10,10,13,7,20,0.00,3,,326<br />
2015-1-7,19,11,3,15,-2,-11,81,56,35,30.98,30.81,30.54,10,9,2,21,12,30,0.00,3,Snow,325<br />
2015-1-8,33,17,1,15,1,-5,76,52,26,30.79,30.36,30.08,10,10,10,21,9,31,0.00,3,,216<br />
2015-1-9,21,15,7,8,0,-6,77,50,35,30.59,30.52,30.32,10,10,10,18,12,31,0.00,1,,306<br />
2015-1-10,37,20,3,8,3,-1,84,50,24,30.57,30.41,30.28,10,10,10,13,6,,0.00,1,,151<br />
2015-1-11,37,36,34,34,27,8,100,80,33,30.29,30.23,30.19,10,5,2,10,5,,0.09,8,Rain,148<br />
2015-1-12,35,26,15,34,21,4,96,73,45,30.68,30.43,30.23,10,9,2,17,8,23,0.02,4,,2<br />
2015-1-13,28,18,9,12,8,3,77,66,45,30.69,30.60,30.46,10,10,10,9,5,,0.00,1,,13<br />
2015-1-14,33,24,15,20,14,10,84,66,42,30.46,30.35,30.25,10,10,10,6,1,,0.00,6,,170<br />
2015-1-15,48,32,16,23,19,13,88,66,36,30.22,30.18,30.12,10,10,8,12,2,,0.00,0,,257<br />
2015-1-16,57,38,19,28,24,17,92,61,31,30.22,30.11,29.96,10,10,6,13,3,,0.00,0,,164<br />
2015-1-17,55,47,37,32,29,26,65,53,40,29.98,29.86,29.75,10,10,10,20,8,29,0.00,0,,240<br />
2015-1-18,61,46,30,27,24,22,75,51,22,30.06,29.98,29.92,10,10,10,13,4,,0.00,0,,272<br />
2015-1-19,60,42,25,29,25,22,88,64,29,29.99,29.92,29.86,10,10,10,5,1,,0.00,0,Rain,273<br />
2015-1-20,46,36,26,32,28,23,92,75,54,30.08,30.01,29.91,10,10,9,9,4,,0.00,0,,298<br />
2015-1-21,48,36,25,29,25,21,92,74,42,30.32,30.17,30.08,10,9,2,16,3,25,0.00,0,,306<br />
2015-1-22,41,32,23,26,23,21,92,73,49,30.51,30.43,30.33,10,10,9,9,4,,0.00,3,,331<br />
2015-1-23,42,30,19,24,22,18,92,72,47,30.37,30.17,29.96,10,9,6,8,2,,0.00,1,,294<br />
2015-1-24,57,42,28,33,28,22,78,56,36,29.95,29.83,29.66,10,10,10,15,5,,0.00,1,,248<br />
2015-1-25,51,42,32,43,36,27,93,85,63,30.09,29.75,29.57,10,8,2,24,12,31,0.06,8,Rain,300<br />
2015-1-26,54,42,30,36,30,26,89,74,47,30.08,29.98,29.83,10,10,9,21,6,28,0.00,4,,289<br />
2015-1-27,51,40,28,33,31,27,96,74,50,30.17,30.11,29.98,10,10,10,10,3,,0.00,0,,50<br />
2015-1-28,62,47,32,38,32,28,85,60,35,30.16,29.97,29.75,10,10,9,20,12,25,0.00,0,,141<br />
2015-1-29,55,46,34,39,30,22,76,62,55,30.49,30.18,29.75,10,10,9,24,15,34,0.00,7,,311<br />
2015-1-30,41,32,23,22,19,15,85,64,35,30.56,30.48,30.38,10,10,10,7,3,,0.00,0,,167<br />
2015-1-31,41,34,28,36,29,20,96,76,53,30.36,30.20,29.93,10,8,2,17,5,,0.17,7,Rain,117<br />
