
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-4-1,91,79,67,43,33,19,37,24,10,29.83,29.77,29.70,10,10,10,20,8,25,0.00,2,,205<br />
2015-4-2,87,76,64,33,25,14,30,19,8,29.90,29.83,29.77,10,10,10,21,10,27,0.00,5,,243<br />
2015-4-3,86,73,60,24,15,6,23,14,5,30.03,29.95,29.90,10,10,10,20,5,24,0.00,6,,260<br />
2015-4-4,89,76,62,33,20,12,34,20,6,29.92,29.83,29.74,10,10,10,15,6,20,0.00,6,,135<br />
2015-4-5,89,75,61,29,21,7,27,16,5,29.80,29.73,29.64,10,10,10,16,8,21,0.00,4,,186<br />
2015-4-6,86,74,61,25,16,6,25,15,5,29.85,29.79,29.73,10,10,10,21,8,25,0.00,4,,222<br />
2015-4-7,84,71,58,24,18,12,26,17,8,29.90,29.83,29.77,10,10,10,17,9,25,0.00,4,,198<br />
2015-4-8,78,70,61,36,24,10,34,21,8,29.92,29.85,29.81,10,10,10,20,10,25,0.00,0,,266<br />
2015-4-9,83,69,54,24,16,11,26,17,7,29.93,29.86,29.80,10,10,10,13,5,21,0.00,1,,116<br />
2015-4-10,87,72,57,26,20,13,28,18,7,29.93,29.85,29.78,10,10,10,13,5,18,0.00,2,,98<br />
2015-4-11,86,73,60,31,25,20,25,17,9,29.90,29.80,29.72,10,10,10,10,4,16,0.00,4,,38<br />
2015-4-12,86,76,65,42,35,26,31,25,18,29.90,29.82,29.76,10,10,10,18,8,26,0.00,5,,268<br />
2015-4-13,90,77,63,48,41,31,56,34,12,30.01,29.92,29.86,10,10,10,14,6,17,0.00,1,,124<br />
2015-4-14,94,81,67,42,34,20,37,23,8,29.97,29.85,29.72,10,10,10,26,9,35,0.00,1,,182<br />
2015-4-15,84,75,65,31,8,-4,23,14,4,29.86,29.79,29.72,10,10,10,25,13,34,0.00,0,,286<br />
2015-4-16,75,66,56,17,8,1,14,11,7,29.98,29.92,29.86,10,10,10,21,9,26,0.00,1,,298<br />
2015-4-17,82,69,55,25,21,18,26,18,9,30.01,29.94,29.85,10,10,10,17,6,28,0.00,1,,195<br />
2015-4-18,90,75,59,26,21,14,27,17,6,29.94,29.84,29.74,10,10,10,20,8,26,0.00,0,Rain,206<br />
2015-4-19,92,77,62,29,23,17,24,16,7,29.88,29.78,29.69,10,10,10,16,6,24,0.00,2,,84<br />
2015-4-20,93,79,65,32,24,18,28,18,7,29.80,29.72,29.63,10,10,10,14,7,19,0.00,1,,69<br />
2015-4-21,91,78,65,29,22,9,22,14,5,29.82,29.74,29.64,10,10,10,24,9,27,0.00,3,,158<br />
2015-4-22,89,77,65,36,27,17,30,19,7,29.83,29.75,29.66,10,10,10,21,8,36,0.00,1,,167<br />
2015-4-23,83,73,62,40,32,27,31,23,15,29.82,29.75,29.66,10,10,10,16,7,22,0.00,3,,226<br />
2015-4-24,78,70,62,55,46,38,63,47,31,29.90,29.83,29.75,10,10,8,23,6,27,0.02,4,Rain,141<br />
2015-4-25,81,69,56,51,42,38,51,39,26,29.87,29.78,29.68,10,10,10,35,11,42,0.02,6,Rain,244<br />
2015-4-26,75,65,54,52,48,40,83,56,29,29.82,29.77,29.70,10,10,10,24,7,30,0.14,6,Rain,40<br />
2015-4-27,87,72,57,51,42,35,80,49,17,29.89,29.83,29.78,10,10,10,10,3,14,0.00,1,,149<br />
2015-4-28,93,81,68,47,40,34,45,29,13,29.97,29.89,29.82,10,10,10,16,8,23,0.00,1,,110<br />
2015-4-29,96,84,71,43,34,25,35,22,8,29.94,29.83,29.73,10,10,10,16,6,21,0.00,0,,111<br />
2015-4-30,99,85,70,36,28,18,25,16,6,29.82,29.75,29.68,10,10,10,12,5,18,0.00,4,,98<br />
