
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-12-1,55,39,23,17,14,11,63,43,22,30.37,30.23,30.08,10,10,10,14,6,,0.00,0,,16<br />
2014-12-2,52,40,28,18,17,15,63,42,23,30.19,30.11,30.01,10,10,10,16,10,22,0.00,0,,3<br />
2014-12-3,53,40,28,41,24,14,86,50,26,30.14,30.07,30.00,10,10,10,10,6,,0.00,5,,7<br />
2014-12-4,46,41,36,43,39,34,96,91,73,30.09,29.98,29.87,10,7,2,16,8,21,0.61,6,Rain,337<br />
2014-12-5,52,42,33,38,33,31,92,79,50,30.35,30.19,30.02,10,10,10,14,5,,0.00,1,,348<br />
2014-12-6,51,42,32,37,34,29,88,71,54,30.43,30.33,30.27,10,10,10,21,6,26,0.03,4,Rain,161<br />
2014-12-7,55,44,32,37,33,28,93,72,38,30.34,30.26,30.16,10,10,10,13,5,,0.00,1,Rain,360<br />
2014-12-8,55,42,30,31,27,25,82,64,30,30.40,30.31,30.23,10,10,10,18,11,,0.00,0,,5<br />
2014-12-9,52,42,32,27,25,23,79,61,34,30.34,30.24,30.16,10,10,10,18,11,,0.00,0,,10<br />
2014-12-10,55,42,28,24,21,18,73,54,24,30.21,30.13,30.04,10,10,10,21,13,26,0.00,0,,1<br />
2014-12-11,57,44,30,29,24,19,78,54,28,30.22,30.12,30.03,10,10,10,17,12,,0.00,0,,343<br />
2014-12-12,55,44,32,32,28,24,85,62,37,30.23,30.13,30.06,10,10,10,18,11,21,0.00,0,,341<br />
2014-12-13,55,42,30,33,31,27,96,71,41,30.05,29.90,29.74,10,8,1,18,7,26,0.00,4,Rain-Snow,239<br />
2014-12-14,43,34,25,31,26,16,96,78,37,30.01,29.81,29.68,10,7,0,23,13,30,0.02,5,Fog-Snow,262<br />
2014-12-15,42,32,23,19,17,15,77,59,34,30.23,30.13,30.01,10,10,10,14,9,,0.00,0,,343<br />
2014-12-16,39,32,25,24,21,18,75,65,49,30.30,30.18,30.08,10,10,10,12,8,,0.00,1,,63<br />
2014-12-17,34,30,26,32,30,21,100,91,69,30.07,30.00,29.93,10,3,0,13,6,,0.17,7,Fog-Snow,236<br />
2014-12-18,39,29,19,29,24,17,89,78,57,30.14,30.09,30.04,10,10,10,9,5,,0.00,2,,316<br />
2014-12-19,39,30,21,24,21,18,89,69,45,30.20,30.15,30.07,10,10,10,17,10,21,0.00,0,,341<br />
2014-12-20,39,30,21,24,19,15,81,66,43,30.17,30.10,30.02,10,10,10,17,11,,0.00,0,,327<br />
2014-12-21,45,38,32,29,25,22,75,62,46,30.00,29.90,29.73,10,10,10,22,13,30,0.00,1,,350<br />
2014-12-22,52,41,28,30,28,20,92,72,32,29.83,29.71,29.49,10,7,0,33,18,52,0.00,4,Fog-Snow,320<br />
2014-12-23,35,26,18,19,11,7,78,56,34,30.20,30.04,29.74,10,10,10,18,10,25,0.00,1,,359<br />
2014-12-24,36,25,14,16,8,4,74,51,34,30.23,30.09,29.84,10,10,10,13,7,,0.00,0,,332<br />
2014-12-25,45,35,25,29,18,6,92,59,29,29.76,29.68,29.55,10,7,1,15,5,28,0.00,6,Snow,293<br />
2014-12-26,30,20,10,27,20,5,93,82,56,30.13,29.80,29.64,10,8,0,16,6,22,0.00,6,Fog-Snow,192<br />
2014-12-27,30,16,3,15,9,0,87,68,45,30.38,30.27,30.13,10,10,10,15,6,,0.00,0,,353<br />
2014-12-28,34,23,12,11,8,5,80,59,35,30.28,30.17,30.06,10,10,10,15,11,18,0.00,0,,325<br />
2014-12-29,37,23,9,14,8,3,77,55,33,30.13,30.07,29.97,10,10,9,15,6,,0.00,0,,213<br />
2014-12-30,21,16,10,13,8,2,74,66,55,30.38,30.25,30.13,10,9,6,30,20,39,0.00,7,Snow,145<br />
2014-12-31,25,16,8,12,6,1,81,70,49,30.40,30.28,30.13,10,10,9,16,9,,0.00,4,Snow,150<br />
