
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,32,25,18,14,7,4,60,47,33,30.06,29.98,29.88,10,10,10,20,9,26,0.00,5,,177<br />
2015-1-2,37,32,26,22,17,14,63,55,47,30.48,30.18,29.94,10,10,10,23,10,30,T,7,Snow,289<br />
2015-1-3,33,27,20,30,20,11,88,72,55,30.61,30.43,30.12,10,5,1,15,4,21,0.57,8,Rain-Snow,114<br />
2015-1-4,45,39,33,40,35,30,92,89,85,30.09,29.77,29.59,10,6,0,24,10,33,0.22,8,Rain,177<br />
2015-1-5,41,27,13,28,11,0,73,56,38,30.40,30.14,29.75,10,8,1,32,17,42,T,5,Snow,306<br />
2015-1-6,18,13,8,10,5,-2,83,67,51,30.39,30.22,29.97,10,7,1,13,5,17,0.05,7,Snow,188<br />
2015-1-7,21,9,-3,9,-1,-16,80,60,39,30.29,30.00,29.85,10,10,9,33,13,47,T,4,Snow,257<br />
2015-1-8,20,7,-6,1,-7,-17,65,54,43,30.36,30.27,30.08,10,10,10,21,9,27,T,4,,201<br />
2015-1-9,28,20,11,18,9,-1,80,65,50,30.16,29.97,29.89,10,6,0,26,12,33,0.05,6,Snow,216<br />
2015-1-10,20,12,3,8,-1,-5,76,55,34,30.53,30.38,30.17,10,10,10,21,8,27,T,2,Snow,258<br />
2015-1-11,31,18,5,14,4,-4,69,56,42,30.62,30.54,30.42,10,10,10,16,8,19,0.00,7,,175<br />
2015-1-12,35,32,28,30,25,14,92,71,49,30.41,30.26,30.14,10,4,1,18,9,23,0.20,8,Snow,186<br />
2015-1-13,31,15,-2,22,0,-10,69,58,46,30.75,30.62,30.29,10,10,2,21,10,26,T,4,Snow,7<br />
2015-1-14,19,5,-10,5,-5,-16,79,64,49,30.67,30.47,30.25,10,10,10,8,2,9,T,4,Fog-Snow,7<br />
2015-1-15,26,15,4,10,7,1,87,69,50,30.22,30.08,29.84,10,10,10,10,3,14,0.00,4,,354<br />
2015-1-16,34,21,7,25,9,-6,68,54,40,30.25,29.90,29.75,10,9,1,31,12,41,T,5,Snow,269<br />
2015-1-17,24,11,-2,10,-6,-11,69,51,33,30.47,30.31,30.13,10,10,10,26,6,36,0.00,3,,164<br />
2015-1-18,40,32,24,37,28,9,92,71,50,30.12,29.85,29.66,10,5,0,21,10,30,0.59,7,Fog-Rain,205<br />
2015-1-19,38,34,29,31,25,17,89,73,56,29.86,29.76,29.66,10,10,10,29,14,38,T,6,,284<br />
2015-1-20,31,24,17,19,11,2,69,54,39,30.12,29.96,29.85,10,10,9,21,11,26,T,4,Snow,299<br />
2015-1-21,24,16,8,10,6,2,80,63,46,30.25,30.20,30.12,10,10,10,8,2,11,0.00,5,,358<br />
2015-1-22,32,25,17,19,12,9,74,62,49,30.35,30.27,30.20,10,10,10,20,5,25,0.00,6,,317<br />
2015-1-23,34,25,15,15,13,10,80,61,41,30.34,30.20,29.93,10,10,9,15,3,19,T,4,Snow,203<br />
2015-1-24,34,28,22,28,23,16,85,73,61,29.89,29.56,29.32,10,5,1,28,7,34,0.06,8,Snow,323<br />
2015-1-25,36,25,13,27,12,0,75,57,38,30.13,29.76,29.43,10,10,7,31,14,43,T,6,Snow,290<br />
2015-1-26,18,14,10,9,3,-3,73,60,47,30.14,30.07,29.94,10,7,1,14,8,18,0.02,8,Snow,8<br />
2015-1-27,17,14,11,7,4,0,76,63,49,29.90,29.85,29.80,10,5,0,20,11,24,0.23,8,Snow,7<br />
2015-1-28,23,13,2,3,-1,-5,69,54,38,30.35,30.13,29.90,10,10,10,18,9,21,T,4,Snow,344<br />
2015-1-29,30,13,-4,22,3,-8,79,55,31,30.37,30.19,29.92,10,9,2,21,7,29,T,6,Snow,171<br />
2015-1-30,30,19,8,26,19,-4,92,71,50,30.09,29.90,29.84,10,4,0,37,15,44,0.18,7,Fog-Snow,225<br />
2015-1-31,14,7,-1,3,-6,-13,66,52,38,30.22,30.18,30.09,10,10,10,31,14,39,T,1,Snow,297<br />
