
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,42,36,30,36,30,23,92,73,54,30.24,30.19,30.14,10,10,6,16,9,22,0.14,5,Rain,134<br />
2015-2-2,46,40,33,41,37,32,100,88,76,30.22,30.12,30.02,10,4,0,16,4,20,0.12,8,Fog-Rain,130<br />
2015-2-3,46,42,38,44,39,37,100,96,92,30.15,30.06,29.99,10,2,0,12,4,14,0.32,8,Fog-Rain,297<br />
2015-2-4,52,46,39,44,40,37,100,86,71,30.17,30.12,30.06,10,5,0,10,3,16,0.11,4,Fog-Rain,210<br />
2015-2-5,59,49,39,39,36,30,100,69,38,30.03,29.95,29.85,10,7,0,20,11,24,0.00,1,Fog,121<br />
2015-2-6,64,58,51,45,34,29,77,52,27,29.85,29.77,29.65,10,10,8,24,15,32,0.04,5,Rain,132<br />
2015-2-7,65,58,50,44,37,32,71,51,30,30.01,29.83,29.66,10,10,10,24,12,32,0.04,5,Rain,185<br />
2015-2-8,65,54,43,44,38,35,77,57,36,30.12,30.02,29.82,10,10,9,21,11,28,0.04,4,Rain,133<br />
2015-2-9,57,52,47,47,41,35,93,76,59,30.14,29.95,29.81,10,9,2,20,8,25,0.38,7,Rain,156<br />
2015-2-10,53,45,37,40,37,33,89,72,54,30.37,30.27,30.16,10,10,7,17,5,23,0.08,5,Rain,343<br />
2015-2-11,57,47,36,40,36,32,89,70,51,30.45,30.38,30.33,10,10,10,16,9,21,0.00,0,,142<br />
2015-2-12,56,46,35,38,35,33,92,70,47,30.40,30.36,30.33,10,10,10,9,3,10,0.00,0,,108<br />
2015-2-13,55,45,34,40,35,29,93,72,50,30.39,30.31,30.21,10,10,5,14,5,15,0.00,0,,146<br />
2015-2-14,58,48,38,41,38,34,92,72,51,30.25,30.19,30.14,10,9,4,13,4,17,0.00,1,,287<br />
2015-2-15,54,44,33,36,31,26,96,66,35,30.35,30.26,30.20,10,10,10,22,8,26,0.00,0,,302<br />
2015-2-16,51,40,28,28,26,24,85,61,36,30.32,30.28,30.21,10,10,10,12,3,18,0.00,0,,179<br />
2015-2-17,52,41,29,27,25,22,85,58,30,30.33,30.28,30.21,10,10,10,16,3,18,0.00,0,,153<br />
2015-2-18,56,43,30,31,28,24,78,55,32,30.33,30.26,30.19,10,10,10,12,4,14,0.00,0,,158<br />
2015-2-19,59,46,32,34,30,27,82,58,33,30.22,30.13,30.05,10,10,10,14,5,16,0.00,1,,279<br />
2015-2-20,53,45,36,36,32,28,79,61,42,30.19,30.11,30.06,10,10,10,21,8,25,T,4,,307<br />
2015-2-21,49,38,27,34,29,25,92,71,49,30.22,30.08,30.04,10,10,10,24,8,28,0.00,3,,275<br />
2015-2-22,40,33,25,29,18,8,85,57,29,30.35,30.28,30.20,10,9,2,17,4,22,0.02,4,Snow,137<br />
2015-2-23,42,32,21,17,14,11,77,53,29,30.47,30.40,30.31,10,10,10,12,4,15,0.00,0,,176<br />
2015-2-24,53,40,26,21,18,13,68,45,22,30.43,30.31,30.15,10,10,10,15,6,20,0.00,0,,80<br />
2015-2-25,55,43,31,26,23,21,63,46,29,30.29,30.19,30.09,10,10,10,22,8,28,0.00,0,,291<br />
2015-2-26,50,44,37,36,32,27,85,66,46,30.11,30.02,29.89,10,10,10,17,7,21,0.01,8,Rain,308<br />
2015-2-27,53,44,35,32,30,28,89,65,41,29.88,29.74,29.63,10,10,10,20,9,23,0.00,5,,142<br />
2015-2-28,47,39,30,37,32,24,89,74,59,30.07,29.85,29.67,10,10,10,21,6,25,0.05,7,Rain,289<br />
