
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,18,12,6,11,7,2,92,81,70,30.52,30.45,30.33,10,6,2,9,2,13,T,5,Snow,172<br />
2015-1-2,20,14,8,10,7,3,84,70,56,30.50,30.40,30.31,10,10,9,9,3,12,0.00,3,,148<br />
2015-1-3,25,19,12,15,12,10,92,80,68,30.43,30.38,30.31,10,7,3,10,3,16,0.00,4,,185<br />
2015-1-4,32,26,19,29,19,14,85,77,68,30.51,30.45,30.38,10,6,2,9,1,12,0.02,7,Rain-Snow,299<br />
2015-1-5,39,34,29,35,30,26,100,93,85,30.56,30.44,30.31,10,2,0,12,4,17,0.11,7,Fog-Rain,329<br />
2015-1-6,37,32,26,34,30,25,100,93,85,30.59,30.51,30.46,4,1,0,14,1,15,0.00,1,Fog,282<br />
2015-1-7,41,33,24,33,27,23,100,88,76,30.56,30.48,30.36,4,1,0,10,2,12,0.00,0,Fog,297<br />
2015-1-8,32,31,29,30,28,26,100,93,85,30.40,30.34,30.26,2,0,0,9,3,12,T,8,Fog-Snow,218<br />
2015-1-9,33,32,30,31,30,28,100,93,85,30.34,30.27,30.18,10,4,0,10,3,14,0.00,8,,181<br />
2015-1-10,34,32,29,31,29,28,100,95,89,30.21,30.15,30.08,9,4,0,7,1,8,0.00,8,,286<br />
2015-1-11,34,33,31,32,31,30,100,95,89,30.25,30.17,30.08,6,2,0,7,1,7,T,8,Fog-Rain,270<br />
2015-1-12,35,33,30,34,31,30,100,96,92,30.33,30.25,30.17,7,1,0,13,6,14,0.11,7,Fog-Snow,302<br />
2015-1-13,37,33,28,30,28,26,100,88,75,30.49,30.40,30.27,10,5,0,12,3,14,0.00,3,Fog,104<br />
2015-1-14,34,31,28,28,26,23,92,82,72,30.54,30.49,30.40,10,10,10,18,9,23,0.00,7,,134<br />
2015-1-15,35,30,25,27,24,20,81,72,63,30.53,30.44,30.26,10,10,10,21,8,28,0.00,5,,138<br />
2015-1-16,42,37,31,39,34,27,100,88,75,30.39,30.22,30.10,10,4,0,21,6,26,0.34,8,Fog-Rain-Snow,308<br />
2015-1-17,43,36,29,36,31,28,100,90,79,30.42,30.32,30.18,10,3,0,15,4,20,0.06,6,Fog-Rain,336<br />
2015-1-18,50,43,35,46,39,34,100,86,71,30.32,30.19,30.10,10,7,0,22,6,28,0.13,6,Fog-Rain,116<br />
2015-1-19,44,37,30,36,33,28,100,79,58,30.41,30.35,30.29,10,3,0,13,3,16,0.00,4,Fog,321<br />
2015-1-20,34,31,27,30,27,25,100,93,85,30.45,30.39,30.34,8,1,0,6,1,7,0.01,5,Fog,244<br />
2015-1-21,33,28,23,28,24,19,92,82,72,30.55,30.47,30.37,10,5,0,9,3,10,T,6,Fog,174<br />
2015-1-22,37,30,23,27,22,17,85,69,52,30.61,30.54,30.44,10,10,6,10,5,13,0.00,3,,157<br />
2015-1-23,40,33,26,30,27,24,100,80,59,30.68,30.59,30.51,10,5,0,18,4,23,0.00,5,Fog,190<br />
2015-1-24,40,35,29,32,29,26,92,81,70,30.60,30.54,30.44,10,8,5,10,2,14,0.00,6,,169<br />
2015-1-25,46,37,27,35,30,26,92,81,70,30.55,30.49,30.41,10,7,3,10,2,12,0.00,0,,202<br />
2015-1-26,43,36,29,35,31,27,100,85,70,30.45,30.31,30.15,10,7,2,9,3,12,0.00,2,,5<br />
2015-1-27,39,33,27,36,31,26,100,90,79,30.25,30.14,30.09,9,2,0,8,1,9,0.04,6,Fog-Rain,301<br />
2015-1-28,46,38,30,37,34,30,100,86,71,30.45,30.34,30.21,10,3,0,14,3,18,0.01,3,Fog,220<br />
2015-1-29,47,39,31,34,33,30,92,76,60,30.49,30.42,30.35,10,10,7,14,5,16,0.00,5,,119<br />
2015-1-30,45,37,28,34,30,25,100,81,62,30.35,30.27,30.18,10,7,0,15,4,18,0.00,0,Fog,240<br />
2015-1-31,48,36,24,31,27,21,92,71,50,30.24,30.20,30.14,10,10,10,16,5,20,0.00,0,,302<br />
