
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-2-1,23,14,5,20,15,2,100,90,80,30.24,29.97,29.73,10,4,0,12,4,14,0.03,8,Snow,65<br />
2014-2-2,30,15,-1,16,7,-3,92,68,43,30.24,30.17,30.02,10,9,4,14,6,15,0.00,1,,139<br />
2014-2-3,30,17,4,15,10,1,91,71,50,30.09,30.01,29.94,10,10,5,12,4,13,0.00,3,,322<br />
2014-2-4,20,7,-7,13,6,-11,96,85,73,30.50,30.04,29.83,10,2,0,15,6,17,0.02,8,Fog-Snow,41<br />
2014-2-5,2,-7,-17,-8,-13,-17,92,77,62,30.65,30.50,30.18,10,9,1,10,3,14,0.00,5,,80<br />
2014-2-6,4,-5,-14,-7,-12,-18,87,75,62,30.48,30.28,30.03,10,9,2,7,2,10,T,4,Snow,360<br />
2014-2-7,45,19,-8,18,8,-9,83,53,22,30.13,29.97,29.87,10,10,10,17,3,18,0.00,3,,148<br />
2014-2-8,49,36,22,24,18,10,88,57,26,30.05,29.88,29.78,10,9,6,26,11,35,0.00,4,,251<br />
2014-2-9,25,22,19,22,20,17,100,91,81,30.18,30.03,29.88,6,2,0,13,6,14,T,8,Fog-Snow,11<br />
2014-2-10,38,27,16,26,20,15,92,78,64,30.25,30.09,29.95,7,2,0,13,4,14,T,6,Fog-Snow,334<br />
2014-2-11,45,33,20,20,13,9,92,59,25,30.21,30.07,29.94,10,10,10,22,8,30,0.00,4,,238<br />
2014-2-12,44,33,21,25,21,13,92,65,37,30.22,30.01,29.86,10,10,10,24,10,28,0.00,4,,161<br />
2014-2-13,57,45,33,28,24,20,64,45,26,29.94,29.84,29.73,10,10,10,31,10,39,0.00,3,,275<br />
2014-2-14,48,39,30,29,19,7,75,48,21,30.02,29.92,29.82,10,10,10,31,13,41,0.00,3,,77<br />
2014-2-15,58,43,28,33,28,19,89,58,26,30.08,29.94,29.73,10,10,10,28,9,37,0.00,5,,165<br />
2014-2-16,65,47,28,31,22,3,85,51,16,29.99,29.80,29.62,10,10,10,35,13,45,T,5,,230<br />
2014-2-17,61,45,29,10,2,-10,39,23,6,30.09,29.95,29.73,10,10,10,31,15,42,0.00,3,,227<br />
2014-2-18,60,48,36,25,7,-6,54,31,8,29.93,29.81,29.69,10,10,10,32,13,41,0.00,4,,240<br />
2014-2-19,60,42,24,30,19,8,100,57,14,29.83,29.60,29.40,10,8,0,28,15,38,0.04,5,Fog-Snow-Thunderstorm,218<br />
2014-2-20,32,26,19,20,6,-1,88,57,26,30.07,29.93,29.71,10,9,2,38,15,49,T,4,Snow,323<br />
2014-2-21,49,38,26,13,4,-4,42,27,12,29.96,29.88,29.78,10,10,10,36,12,47,0.00,2,,281<br />
2014-2-22,51,36,21,25,16,3,85,50,14,30.04,29.89,29.75,10,9,2,28,8,36,T,4,Snow,229<br />
2014-2-23,51,35,19,30,23,17,100,67,33,30.12,30.01,29.93,10,6,0,17,6,20,T,3,Fog,87<br />
2014-2-24,64,42,20,27,17,5,92,51,10,30.30,29.99,29.84,10,8,0,28,6,42,0.00,5,Fog,91<br />
2014-2-25,35,22,9,21,13,5,92,74,56,30.50,30.18,29.96,10,6,2,21,8,26,T,6,Snow,28<br />
2014-2-26,50,30,9,21,15,4,76,49,22,30.39,30.11,29.94,10,10,10,16,7,19,0.00,1,,156<br />
2014-2-27,56,41,25,28,20,14,63,43,22,29.92,29.66,29.49,10,10,10,14,4,20,T,6,,178<br />
2014-2-28,56,42,27,30,24,14,92,56,19,29.82,29.68,29.51,10,9,4,23,6,27,0.00,4,,356<br />
