
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,56,49,42,54,42,18,96,64,31,30.14,29.82,29.63,10,8,2,23,13,31,0.73,8,Rain,200<br />
2015-2-2,46,35,24,37,22,16,89,74,58,30.36,30.14,29.79,10,9,2,25,11,32,0.01,7,Rain-Snow,326<br />
2015-2-3,45,32,18,23,19,15,92,65,37,30.42,30.33,30.25,10,10,9,12,5,17,0.00,2,,182<br />
2015-2-4,54,41,27,31,24,20,72,50,28,30.25,30.17,30.09,10,10,8,26,6,32,0.00,6,,204<br />
2015-2-5,37,29,21,25,15,8,75,54,32,30.44,30.37,30.22,10,10,10,24,11,30,0.00,4,,3<br />
2015-2-6,53,35,16,17,11,3,84,49,14,30.44,30.33,30.21,10,10,10,18,5,26,0.00,3,,179<br />
2015-2-7,65,47,28,29,21,12,58,41,24,30.20,30.09,29.98,10,10,10,23,10,31,0.00,1,,199<br />
2015-2-8,62,56,50,51,44,24,72,50,28,29.97,29.89,29.82,10,10,10,20,10,28,0.00,7,,216<br />
2015-2-9,59,46,33,52,37,27,86,80,73,30.10,29.96,29.79,10,7,2,17,10,24,T,8,,335<br />
2015-2-10,44,37,30,28,26,25,78,64,49,30.18,30.13,30.09,10,9,7,17,9,24,0.00,5,,25<br />
2015-2-11,54,39,23,33,28,22,92,65,38,30.15,30.11,30.07,10,9,5,17,5,22,0.00,3,,315<br />
2015-2-12,39,30,21,28,16,8,70,53,36,30.45,30.31,30.13,10,10,7,21,13,30,T,6,Snow,337<br />
2015-2-13,38,28,18,13,10,5,67,47,27,30.43,30.32,30.20,10,10,10,12,3,17,0.00,3,,333<br />
2015-2-14,52,34,16,27,15,-1,65,49,32,30.40,30.15,30.00,10,10,10,24,11,33,0.00,3,,282<br />
2015-2-15,27,20,13,4,-1,-4,61,45,29,30.50,30.40,30.23,10,10,10,18,10,23,0.00,6,,51<br />
2015-2-16,31,24,17,29,21,4,92,65,37,30.19,29.99,29.83,10,5,1,17,10,22,1.12,8,Rain-Snow,44<br />
2015-2-17,28,21,14,21,15,10,92,78,63,30.18,30.11,30.03,10,9,6,14,5,20,T,6,Snow,315<br />
2015-2-18,27,24,20,24,13,-3,92,69,46,30.39,30.11,29.91,10,8,0,23,11,32,0.01,6,Snow,288<br />
2015-2-19,20,13,5,2,-1,-4,69,56,43,30.50,30.45,30.40,10,10,10,18,6,25,0.00,2,,332<br />
2015-2-20,31,21,10,28,16,0,92,76,59,30.46,30.29,30.09,10,8,1,20,9,24,0.32,8,Rain-Snow,143<br />
2015-2-21,46,39,31,45,37,29,100,91,82,30.14,29.96,29.85,10,4,0,32,12,41,2.36,8,Rain-Snow,188<br />
2015-2-22,43,37,30,33,30,22,96,81,65,30.46,30.30,30.15,10,7,0,17,11,26,0.00,8,,1<br />
2015-2-23,31,26,21,21,13,6,75,61,46,30.56,30.48,30.34,10,10,9,22,13,25,0.00,7,,8<br />
2015-2-24,36,29,22,14,10,6,54,45,35,30.33,30.14,30.01,10,10,10,10,3,18,0.00,6,,279<br />
2015-2-25,38,29,19,29,22,15,85,67,48,30.03,29.91,29.81,10,8,1,10,4,18,0.03,7,Snow,43<br />
2015-2-26,46,36,26,29,25,16,100,69,37,30.37,30.05,29.83,10,8,2,18,9,25,T,7,Snow,331<br />
2015-2-27,33,26,19,15,10,7,73,55,36,30.63,30.55,30.39,10,10,10,16,10,22,0.00,5,,19<br />
2015-2-28,50,38,25,27,18,8,55,45,34,30.64,30.52,30.38,10,10,10,12,5,15,0.00,7,,61<br />
