
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,30,20,10,17,12,6,84,76,57,30.14,30.05,29.93,10,8,1,13,8,18,0.00,4,Snow,173<br />
2015-1-2,36,23,10,12,10,6,84,60,34,30.20,30.03,29.84,10,10,10,22,15,26,0.00,3,,4<br />
2015-1-3,36,24,12,17,11,6,81,57,36,30.23,29.96,29.76,10,10,10,18,10,20,0.00,0,,287<br />
2015-1-4,43,30,16,17,14,10,78,56,27,30.48,30.39,30.24,10,10,10,13,6,,0.00,0,,267<br />
2015-1-5,51,34,16,17,13,10,84,48,22,30.52,30.43,30.35,10,10,10,18,8,22,0.00,0,,342<br />
2015-1-6,55,41,27,24,20,17,78,49,29,30.49,30.38,30.27,10,10,10,16,10,20,0.00,0,,348<br />
2015-1-7,45,32,18,28,20,13,84,74,52,30.65,30.54,30.40,10,10,10,25,12,30,0.00,4,,136<br />
2015-1-8,45,32,18,24,20,14,93,77,44,30.49,30.32,30.13,10,9,4,15,8,,0.00,4,,352<br />
2015-1-9,30,28,26,24,22,21,85,77,69,30.43,30.30,30.20,10,10,10,21,11,,0.00,7,,162<br />
2015-1-10,46,36,24,26,23,21,88,72,42,30.25,30.12,29.97,10,10,10,18,11,25,0.00,3,,339<br />
2015-1-11,48,36,24,29,25,21,88,74,46,30.20,30.10,30.03,10,10,3,13,7,,0.00,5,Snow,358<br />
2015-1-12,39,32,25,29,25,22,88,78,60,30.32,30.25,30.17,10,9,5,16,9,24,0.00,6,Snow,147<br />
2015-1-13,33,30,26,30,26,21,92,86,78,30.24,30.15,30.09,10,5,0,15,10,,0.06,8,Fog-Snow,158<br />
2015-1-14,34,29,24,30,25,21,92,85,72,30.29,30.19,30.14,10,7,1,12,6,,0.05,7,Snow,185<br />
2015-1-15,46,34,21,26,22,19,92,75,35,30.46,30.37,30.28,10,10,10,22,9,29,0.00,1,,348<br />
2015-1-16,46,34,23,25,21,18,81,65,34,30.37,30.25,30.13,10,10,10,17,10,,0.00,0,,328<br />
2015-1-17,53,39,23,22,18,8,78,50,16,30.38,30.23,30.08,10,10,10,24,10,31,0.00,0,,344<br />
2015-1-18,50,34,19,22,18,14,78,55,27,30.42,30.31,30.23,10,10,10,14,6,,0.00,0,,346<br />
2015-1-19,55,41,27,26,22,18,75,50,30,30.25,30.12,30.00,10,10,10,14,9,,0.00,0,,325<br />
2015-1-20,51,40,30,26,23,17,72,52,31,30.08,30.02,29.96,10,10,10,15,7,22,0.00,0,,310<br />
2015-1-21,36,32,27,29,27,19,92,84,67,30.10,30.03,29.96,10,5,0,18,12,23,0.01,8,Fog-Snow,151<br />
2015-1-22,30,21,12,21,15,8,89,73,51,30.41,30.30,30.12,10,7,1,10,6,,0.00,5,Snow,356<br />
2015-1-23,37,24,10,17,11,5,84,68,36,30.42,30.36,30.27,10,10,9,17,10,22,0.00,0,,354<br />
2015-1-24,44,31,18,21,17,13,81,62,37,30.44,30.30,30.18,10,10,10,18,11,22,0.00,0,,349<br />
2015-1-25,52,38,23,23,19,16,78,54,26,30.31,30.24,30.17,10,10,10,13,7,21,0.00,0,,325<br />
2015-1-26,60,43,26,26,23,21,81,54,22,30.38,30.30,30.22,10,10,10,22,10,26,0.00,0,,358<br />
2015-1-27,57,44,32,33,28,24,76,56,28,30.33,30.21,30.12,10,10,10,17,13,22,0.00,1,,339<br />
2015-1-28,57,46,36,33,29,25,82,58,29,30.17,30.11,30.02,10,10,10,14,7,17,0.00,1,,351<br />
2015-1-29,48,42,37,28,23,13,67,49,36,30.39,30.30,30.16,10,10,10,20,10,29,0.00,4,,133<br />
2015-1-30,37,32,28,29,26,14,92,85,38,30.42,30.23,30.03,10,4,0,20,11,28,0.11,8,Fog-Snow,165<br />
2015-1-31,34,31,28,32,29,26,96,90,82,30.01,29.90,29.84,10,4,0,9,6,,0.38,8,Fog-Snow,195<br />
