
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,19,13,5,10,3,-9,74,61,51,30.33,30.28,30.21,10,8,2,21,14,29,0.00,4,Snow,25<br />
2015-2-2,15,8,1,3,-4,-9,76,58,38,30.31,30.20,30.07,10,10,10,12,7,,0.00,2,,217<br />
2015-2-3,17,12,7,13,9,2,91,82,65,30.14,30.08,30.04,10,6,0,7,1,,0.02,6,Fog-Snow,342<br />
2015-2-4,16,8,1,10,3,-5,88,73,56,30.50,30.35,30.14,10,9,4,20,11,26,0.00,3,Snow,299<br />
2015-2-5,19,6,-6,7,0,-10,84,74,57,30.49,30.28,30.13,10,10,10,17,7,25,0.00,1,,175<br />
2015-2-6,30,21,12,18,14,8,84,72,58,30.13,30.02,29.86,10,10,8,9,6,,0.00,2,,133<br />
2015-2-7,35,28,21,26,22,17,88,79,67,29.85,29.69,29.58,9,6,5,12,6,,0.00,0,,110<br />
2015-2-8,30,27,23,24,20,16,78,73,67,30.21,29.97,29.69,10,10,6,15,8,,0.00,6,,6<br />
2015-2-9,32,26,21,16,15,15,81,68,50,30.34,30.29,30.22,10,10,10,8,6,,0.00,3,,52<br />
2015-2-10,28,24,21,26,20,15,96,85,74,30.26,30.03,29.88,10,5,0,23,12,30,0.09,7,Fog-Rain-Snow,139<br />
2015-2-11,30,16,3,28,11,-6,92,73,58,30.54,30.22,29.96,10,9,2,29,18,39,0.00,6,Snow,304<br />
2015-2-12,9,4,-2,-1,-6,-10,76,65,51,30.71,30.58,30.34,10,10,10,16,10,26,0.00,0,,283<br />
2015-2-13,30,18,6,20,11,1,84,71,62,30.30,30.09,29.96,10,10,7,21,10,29,0.00,5,Snow,257<br />
2015-2-14,10,4,-2,2,-11,-15,67,53,41,30.69,30.48,30.11,10,10,10,26,18,34,0.00,0,,340<br />
2015-2-15,9,4,0,-1,-8,-15,64,56,49,30.69,30.55,30.36,10,10,10,13,9,,0.00,6,,131<br />
2015-2-16,19,14,9,15,7,0,81,72,62,30.34,30.13,30.01,10,7,1,18,7,,0.00,8,Snow,213<br />
2015-2-17,10,5,0,1,-3,-10,76,68,54,30.10,30.03,29.92,10,8,2,22,15,30,0.00,5,Snow,306<br />
2015-2-18,1,-4,-9,-11,-14,-18,71,60,52,30.43,30.27,30.03,10,10,10,22,17,26,0.00,2,,314<br />
2015-2-19,8,0,-9,-4,-11,-17,71,62,46,30.50,30.40,30.21,10,10,10,13,8,,0.00,1,,89<br />
2015-2-20,24,15,6,18,8,-3,88,79,62,30.17,29.94,29.81,10,6,2,16,10,,0.01,8,Snow,157<br />
2015-2-21,24,14,1,19,7,-10,85,67,54,30.44,30.12,29.89,10,9,2,17,10,29,0.00,5,Snow,326<br />
2015-2-22,1,-4,-8,-11,-15,-18,69,59,49,30.86,30.71,30.47,10,10,10,17,14,25,0.00,0,,314<br />
2015-2-23,24,5,-11,5,-8,-18,77,55,42,30.86,30.48,29.85,10,10,10,18,9,28,0.00,1,,220<br />
2015-2-24,32,22,12,25,12,-1,82,56,28,29.96,29.78,29.67,10,8,2,30,15,40,0.00,4,Snow,296<br />
2015-2-25,15,10,5,1,-2,-9,73,56,47,30.35,30.11,29.94,10,8,2,12,8,20,0.00,4,Snow,14<br />
2015-2-26,10,4,-2,-7,-9,-12,65,55,40,30.56,30.49,30.36,10,10,10,13,10,18,0.00,0,,327<br />
2015-2-27,16,7,-2,-1,-4,-10,80,63,45,30.63,30.60,30.57,10,10,8,10,6,,0.00,0,,230<br />
2015-2-28,21,10,-2,6,0,-6,87,68,44,30.62,30.51,30.37,10,10,10,20,9,25,0.00,2,,160<br />
