
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,50,40,30,45,29,21,89,63,36,30.27,29.97,29.52,10,9,6,30,4,39,0.30,8,Rain-Snow,156<br />
2015-2-2,52,37,22,47,25,13,86,73,60,30.29,29.85,29.46,10,6,2,29,12,39,0.26,8,Rain-Snow,291<br />
2015-2-3,37,29,20,22,17,12,84,66,47,30.38,30.30,30.24,10,9,4,10,3,13,T,5,Snow,214<br />
2015-2-4,53,38,22,26,20,16,96,60,24,30.23,30.11,29.99,10,10,10,18,6,26,0.00,4,,230<br />
2015-2-5,41,29,16,30,14,0,92,65,37,30.42,30.27,30.01,10,8,4,21,9,29,0.07,6,Snow,320<br />
2015-2-6,36,23,10,16,8,5,92,60,27,30.42,30.33,30.23,10,10,10,13,3,16,0.00,3,,234<br />
2015-2-7,58,42,25,25,20,15,74,51,27,30.21,30.05,29.88,10,10,10,22,6,27,0.00,3,,190<br />
2015-2-8,65,48,31,49,35,24,75,56,36,29.90,29.83,29.74,10,10,6,25,10,32,0.04,4,Rain,233<br />
2015-2-9,53,41,29,50,41,24,100,93,85,30.02,29.85,29.76,10,5,1,16,5,22,0.03,8,Rain,303<br />
2015-2-10,32,29,25,23,20,18,81,72,63,30.17,30.13,30.04,10,10,6,13,5,17,T,7,Snow,335<br />
2015-2-11,36,28,20,28,24,18,96,86,75,30.14,30.07,29.98,10,7,5,12,4,16,0.00,7,,236<br />
2015-2-12,36,26,16,31,19,4,89,68,46,30.36,30.07,29.91,10,8,1,31,12,44,0.01,7,Rain-Snow,289<br />
2015-2-13,27,18,8,10,3,-1,73,53,33,30.43,30.30,30.10,10,10,10,12,4,16,0.00,2,,204<br />
2015-2-14,39,24,9,28,11,-9,92,66,39,30.23,29.89,29.64,10,8,0,37,15,55,0.06,7,Fog-Snow,264<br />
2015-2-15,18,12,5,0,-5,-8,63,50,37,30.48,30.40,30.24,10,9,5,23,8,35,T,4,Snow,314<br />
2015-2-16,13,11,8,9,4,-4,84,70,55,30.43,30.14,29.86,10,4,0,12,5,14,0.70,7,Fog-Snow,46<br />
2015-2-17,24,17,10,8,6,4,83,62,40,30.08,30.00,29.86,10,8,4,12,5,15,T,6,Snow,258<br />
2015-2-18,24,15,6,16,7,-6,88,70,52,30.14,29.94,29.77,10,5,0,26,8,39,0.10,7,Fog-Snow,292<br />
2015-2-19,9,5,1,-3,-7,-12,69,57,45,30.40,30.26,30.12,10,8,2,20,10,28,T,6,Snow,265<br />
2015-2-20,19,4,-11,2,-8,-13,83,57,30,30.52,30.41,30.23,10,10,7,10,2,14,0.00,4,,206<br />
2015-2-21,39,26,13,36,27,3,100,77,53,30.20,30.05,29.97,10,5,1,12,3,16,1.32,8,Rain-Snow,150<br />
2015-2-22,35,34,32,34,30,22,100,86,72,30.39,30.25,30.08,9,4,1,9,3,13,0.05,8,Rain-Snow,300<br />
2015-2-23,32,21,9,22,9,-3,69,54,39,30.53,30.46,30.39,10,10,7,17,8,23,0.00,5,,338<br />
2015-2-24,35,20,4,17,9,1,88,64,40,30.38,30.08,29.87,10,10,10,17,5,21,0.00,3,,239<br />
2015-2-25,38,33,27,18,14,7,51,45,39,30.02,29.93,29.81,10,10,10,17,6,23,0.00,7,,260<br />
2015-2-26,38,30,22,27,20,13,92,68,44,30.27,29.95,29.79,10,8,4,15,6,20,0.02,7,Snow,335<br />
2015-2-27,23,18,13,18,8,4,84,65,45,30.69,30.50,30.25,10,8,4,13,6,18,0.01,5,Snow,331<br />
2015-2-28,40,27,14,20,11,4,69,51,33,30.74,30.65,30.48,10,10,10,8,3,11,0.00,3,,42<br />
