
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,32,28,24,30,23,10,100,81,54,30.43,30.27,30.19,9,4,1,12,5,,0.00,8,Rain,217<br />
2015-1-2,36,33,30,34,31,28,96,91,81,30.28,30.15,29.95,5,3,1,8,3,,0.18,8,Rain,8<br />
2015-1-3,41,38,30,39,35,27,96,91,83,30.17,29.92,29.79,10,5,1,24,6,33,0.08,8,Rain-Snow,273<br />
2015-1-4,30,24,17,25,10,5,86,64,38,30.74,30.50,30.16,10,9,3,31,21,40,0.00,3,Rain-Snow,347<br />
2015-1-5,43,30,17,23,14,9,71,54,33,30.74,30.49,30.23,10,10,10,22,9,31,0.00,0,,156<br />
2015-1-6,44,36,27,25,21,17,81,61,35,30.54,30.44,30.30,10,10,10,20,7,22,0.00,0,,9<br />
2015-1-7,27,20,12,18,5,-4,71,52,32,30.99,30.86,30.53,10,10,9,31,17,39,0.00,2,,12<br />
2015-1-8,36,24,12,12,6,0,61,49,31,30.84,30.43,30.22,10,10,10,28,10,36,0.00,0,,189<br />
2015-1-9,32,26,21,18,6,-4,69,45,21,30.67,30.58,30.40,10,10,10,21,11,32,0.00,1,,8<br />
2015-1-10,37,29,21,19,6,1,54,37,24,30.55,30.38,30.22,10,10,10,20,11,25,0.00,5,,172<br />
2015-1-11,37,34,32,36,32,21,97,90,61,30.23,30.15,30.07,10,2,0,18,12,,0.00,8,Fog,171<br />
2015-1-12,36,31,25,36,24,15,100,78,56,30.60,30.44,30.22,10,6,0,24,13,32,0.00,6,Fog-Rain,1<br />
2015-1-13,35,27,19,14,12,9,65,53,40,30.59,30.52,30.43,10,10,10,13,9,,0.00,1,,14<br />
2015-1-14,37,30,24,20,15,10,71,50,35,30.45,30.37,30.30,10,10,9,6,2,,0.00,7,,3<br />
2015-1-15,57,42,28,28,24,20,88,56,27,30.33,30.29,30.24,10,9,4,12,5,17,0.00,1,,266<br />
2015-1-16,63,44,24,30,24,19,85,48,20,30.29,30.15,29.97,10,10,1,18,7,23,0.00,0,,199<br />
2015-1-17,64,50,37,35,29,22,73,48,24,30.25,30.02,29.81,10,10,10,23,13,34,0.00,0,,288<br />
2015-1-18,71,50,28,25,22,19,75,37,14,30.24,30.11,29.99,10,10,10,25,10,34,0.00,0,,217<br />
2015-1-19,72,54,36,26,23,15,62,35,11,30.03,29.98,29.91,10,10,7,7,3,,0.00,0,,355<br />
2015-1-20,59,47,35,38,33,27,89,58,32,30.22,30.08,29.96,10,10,10,21,9,28,0.00,1,,21<br />
2015-1-21,46,38,30,36,32,28,93,78,52,30.35,30.25,30.20,10,7,1,21,4,33,0.22,4,Rain,16<br />
2015-1-22,48,40,32,36,32,26,93,74,46,30.44,30.38,30.32,10,8,4,15,11,,0.44,7,Rain,25<br />
2015-1-23,50,38,26,29,26,23,88,67,36,30.36,30.23,30.11,10,8,4,15,6,21,0.00,1,,268<br />
2015-1-24,62,48,33,35,30,25,78,55,30,30.16,30.05,29.90,10,10,10,14,9,21,0.00,0,,268<br />
2015-1-25,59,46,34,36,29,25,75,47,27,30.19,30.03,29.89,10,10,10,30,14,39,0.00,0,,326<br />
2015-1-26,75,52,28,36,31,25,89,54,21,30.21,30.11,30.03,10,10,10,15,5,,0.00,0,,256<br />
2015-1-27,75,57,39,41,36,32,77,50,23,30.19,30.09,30.02,10,10,4,13,4,,0.00,0,,209<br />
2015-1-28,75,64,52,45,40,34,59,44,29,30.02,29.94,29.84,10,10,10,18,12,25,0.00,0,,213<br />
2015-1-29,62,50,37,35,31,28,70,52,35,30.55,30.36,30.04,10,10,8,26,14,39,0.00,0,,360<br />
2015-1-30,46,40,35,28,26,24,73,56,41,30.56,30.46,30.29,10,10,8,10,7,,0.00,3,,66<br />
2015-1-31,45,43,41,43,37,27,96,81,49,30.26,30.05,29.86,10,5,2,18,11,29,0.43,8,Rain,171<br />
