
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,23,12,0,19,10,-5,100,73,45,30.27,30.16,29.96,10,5,0,13,3,15,0.16,5,Fog-Snow,237<br />
2015-1-2,34,22,10,20,14,8,92,74,56,30.23,30.08,29.90,10,9,2,15,7,18,T,2,Snow,197<br />
2015-1-3,35,16,-3,25,13,-4,92,75,57,30.45,30.05,29.85,10,5,0,21,7,28,0.02,6,Snow,70<br />
2015-1-4,38,18,-3,19,8,-6,91,66,41,30.49,30.41,30.33,10,10,10,15,7,19,T,5,,155<br />
2015-1-5,57,31,5,31,23,2,88,62,35,30.44,30.16,30.03,10,10,7,21,7,29,0.00,6,,180<br />
2015-1-6,57,41,24,32,29,24,92,65,38,30.58,30.36,30.22,10,9,0,23,8,29,0.00,5,Fog,126<br />
2015-1-7,45,30,14,23,16,12,100,73,45,30.92,30.67,30.21,10,5,0,20,8,24,T,7,Fog-Snow,123<br />
2015-1-8,53,36,19,29,23,17,92,61,29,30.47,30.20,30.06,10,8,2,23,12,30,T,4,Snow,107<br />
2015-1-9,34,26,17,25,19,15,100,85,69,30.49,30.34,30.13,10,8,2,16,7,19,T,5,Snow,101<br />
2015-1-10,56,38,20,28,23,19,92,58,24,30.07,29.98,29.87,10,10,10,21,6,24,0.00,5,,141<br />
2015-1-11,42,34,26,33,27,20,100,78,56,30.31,30.08,29.89,10,8,2,13,5,18,T,7,Rain-Snow,73<br />
2015-1-12,29,26,23,25,24,22,100,92,84,30.44,30.33,30.17,10,4,0,12,4,14,T,8,Fog-Snow,11<br />
2015-1-13,32,27,22,26,24,20,100,89,78,30.43,30.27,30.11,10,4,0,17,5,20,T,8,Fog-Snow,337<br />
2015-1-14,43,31,18,25,22,17,92,69,45,30.38,30.28,30.14,10,9,6,10,3,13,T,2,,164<br />
2015-1-15,53,38,22,22,17,12,74,48,21,30.42,30.30,30.18,10,10,10,16,6,20,0.00,0,,151<br />
2015-1-16,57,42,27,19,12,4,54,35,15,30.16,29.98,29.82,10,10,10,17,8,21,0.00,6,,169<br />
2015-1-17,52,42,32,24,8,-1,54,33,12,30.25,30.13,29.89,10,10,10,35,15,45,0.00,3,,286<br />
2015-1-18,61,48,35,22,14,-3,48,31,13,30.08,30.02,29.97,10,10,10,30,11,39,0.00,4,,232<br />
2015-1-19,56,44,32,28,24,18,70,46,22,30.10,30.04,30.00,10,10,10,18,7,23,0.00,5,,121<br />
2015-1-20,39,32,25,31,25,15,100,72,44,30.27,30.16,30.02,10,7,0,14,6,16,0.04,5,Fog-Snow,66<br />
2015-1-21,30,22,14,23,21,14,92,73,53,30.51,30.28,30.18,10,3,0,13,6,17,0.11,8,Fog-Snow,82<br />
2015-1-22,35,21,6,13,8,2,100,68,35,30.51,30.42,30.31,10,10,10,12,6,13,0.00,0,,175<br />
2015-1-23,44,29,14,23,14,5,75,52,29,30.39,30.32,30.25,10,10,10,13,5,17,0.00,4,,150<br />
2015-1-24,51,39,26,27,18,11,69,44,19,30.24,30.11,29.99,10,10,10,25,11,33,0.00,4,,269<br />
2015-1-25,58,42,25,28,24,21,88,57,26,30.22,30.16,30.10,10,10,10,20,8,24,0.00,3,,271<br />
2015-1-26,68,51,33,27,23,18,70,42,14,30.27,30.20,30.13,10,10,10,14,6,16,0.00,0,,164<br />
2015-1-27,73,56,38,34,22,14,50,31,11,30.21,30.03,29.89,10,10,10,16,8,19,0.00,2,,208<br />
2015-1-28,58,44,30,32,23,17,89,55,21,30.33,30.07,29.89,10,10,10,28,7,37,0.00,2,,333<br />
2015-1-29,45,40,35,30,26,22,76,63,49,30.58,30.43,30.32,10,10,10,20,7,26,0.00,7,,123<br />
2015-1-30,48,41,33,28,26,23,75,59,42,30.29,30.16,30.03,10,10,10,16,6,20,0.00,7,,320<br />
2015-1-31,38,33,27,30,26,23,100,82,64,30.04,29.92,29.83,10,8,0,24,5,30,0.05,7,Fog-Snow,3<br />
