
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,22,12,1,4,-5,-11,87,58,28,30.19,30.12,30.04,10,10,10,24,8,32,0.00,1,,313<br />
2015-2-2,12,9,6,7,2,-11,80,59,38,30.12,29.77,29.52,10,2,0,21,9,28,0.71,7,Snow,5<br />
2015-2-3,22,8,-7,2,-5,-10,86,63,39,30.28,30.12,29.82,10,9,2,20,7,25,0.00,0,,302<br />
2015-2-4,31,12,-7,28,10,-11,87,71,55,30.30,30.12,29.90,10,9,2,12,2,13,0.01,8,Snow,166<br />
2015-2-5,32,17,2,30,12,-10,92,65,38,30.13,29.94,29.81,10,4,1,28,12,39,0.17,5,Snow,322<br />
2015-2-6,21,9,-3,1,-5,-11,83,63,43,30.15,30.08,30.01,10,10,10,16,4,19,0.00,3,,286<br />
2015-2-7,29,15,1,20,11,-3,87,70,53,30.09,30.03,29.97,10,8,2,10,3,14,0.01,7,Snow,188<br />
2015-2-8,24,18,11,21,10,4,96,83,70,30.15,30.08,30.02,5,2,0,14,6,18,0.47,8,Snow,27<br />
2015-2-9,17,14,11,11,9,6,80,77,73,30.25,30.19,30.13,7,2,0,13,7,18,0.45,8,Snow,12<br />
2015-2-10,36,26,15,22,14,9,80,66,51,30.19,30.14,30.07,10,8,2,15,6,20,T,6,Snow,331<br />
2015-2-11,26,11,-5,9,1,-10,87,62,36,30.20,30.09,29.94,10,10,9,10,2,14,0.00,0,,72<br />
2015-2-12,22,12,1,18,11,-2,91,76,61,29.94,29.76,29.68,10,6,1,17,3,22,0.04,7,Snow,319<br />
2015-2-13,14,6,-2,1,-11,-14,63,48,32,30.09,29.96,29.77,10,7,1,29,14,37,T,0,Snow,316<br />
2015-2-14,16,5,-7,11,3,-12,88,70,52,30.06,29.78,29.55,10,4,0,13,4,17,0.21,8,Fog-Snow,25<br />
2015-2-15,30,13,-5,15,-1,-18,84,65,45,29.87,29.63,29.41,8,2,0,32,20,47,0.38,4,Snow,321<br />
2015-2-16,15,5,-5,-9,-15,-19,56,45,33,30.06,29.89,29.79,10,5,1,32,15,43,0.00,0,Snow,305<br />
2015-2-17,25,14,2,8,-4,-13,57,39,21,30.04,29.95,29.87,10,10,10,12,2,15,0.00,6,,306<br />
2015-2-18,30,13,-5,21,10,-12,88,60,32,29.97,29.81,29.68,10,6,0,12,2,15,0.09,6,Fog-Snow,264<br />
2015-2-19,28,18,7,21,12,-5,100,78,55,29.68,29.58,29.49,10,3,0,24,8,33,0.05,5,Fog-Snow,277<br />
2015-2-20,16,9,2,-6,-9,-12,60,47,33,30.41,30.01,29.70,10,8,3,24,14,32,0.00,2,,280<br />
2015-2-21,28,6,-17,26,10,-20,92,64,35,30.49,30.28,30.12,10,5,0,17,6,24,0.19,6,Fog-Snow,158<br />
2015-2-22,38,29,19,26,22,17,100,76,52,30.18,30.12,30.09,10,5,0,7,1,7,0.01,3,Fog-Snow,275<br />
2015-2-23,28,12,-5,16,-3,-19,91,63,34,30.32,30.19,30.08,10,10,5,28,12,36,T,2,,305<br />
2015-2-24,16,-2,-21,4,-12,-24,86,61,36,30.32,30.15,29.88,10,10,8,15,5,21,0.00,1,,145<br />
2015-2-25,33,21,9,9,6,2,83,58,33,29.99,29.80,29.68,10,10,5,21,7,28,T,3,Snow,287<br />
2015-2-26,23,18,12,1,-2,-5,61,48,34,30.12,30.06,29.98,10,10,10,15,6,19,0.00,5,,312<br />
2015-2-27,23,11,-2,-4,-7,-10,75,51,27,30.54,30.34,30.15,10,10,10,16,7,20,0.00,2,,310<br />
2015-2-28,32,12,-9,-1,-4,-11,82,55,27,30.74,30.67,30.56,10,10,10,9,3,12,0.00,0,Snow,322<br />
