
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,27,18,9,12,6,-5,73,60,46,30.22,30.16,30.09,10,9,4,14,6,19,T,6,Snow,32<br />
2015-2-2,12,6,-1,6,1,-10,83,70,57,30.06,29.79,29.54,10,2,0,18,8,23,0.88,7,Snow,4<br />
2015-2-3,18,3,-12,4,-4,-17,83,66,49,30.27,30.21,30.05,10,10,10,13,3,15,0.00,2,Fog,164<br />
2015-2-4,32,19,6,26,13,2,69,64,58,30.28,30.09,29.90,10,9,2,20,11,26,0.01,8,Snow,174<br />
2015-2-5,30,16,1,27,10,-8,92,67,41,30.24,30.04,29.87,10,7,2,23,14,29,0.02,6,Snow,313<br />
2015-2-6,23,7,-10,6,-2,-12,83,64,44,30.24,30.14,30.06,10,9,2,14,5,18,0.01,4,Snow,173<br />
2015-2-7,27,23,19,22,16,8,88,73,57,30.12,30.06,30.00,10,5,1,13,5,15,0.07,8,Snow,170<br />
2015-2-8,21,17,13,14,8,5,84,76,67,30.04,30.00,29.92,10,4,1,14,7,20,0.34,8,Snow,19<br />
2015-2-9,24,19,13,19,14,8,88,81,73,30.15,30.10,30.03,9,2,0,10,4,14,0.46,8,Snow,6<br />
2015-2-10,30,23,15,18,15,9,84,71,58,30.22,30.17,30.13,10,10,10,22,8,27,T,6,,1<br />
2015-2-11,27,17,7,9,7,2,84,63,42,30.20,30.07,29.86,10,10,10,13,4,19,0.00,4,,353<br />
2015-2-12,33,21,8,23,12,-6,81,64,46,29.96,29.80,29.72,10,9,2,26,12,37,0.01,7,Snow,224<br />
2015-2-13,10,3,-4,-7,-11,-17,69,55,41,30.20,30.13,29.99,10,10,10,23,12,30,0.00,2,,290<br />
2015-2-14,21,11,1,17,4,-9,88,70,51,30.11,29.76,29.56,10,6,1,22,9,31,0.07,8,Snow,177<br />
2015-2-15,17,6,-5,12,0,-19,80,65,50,30.13,29.79,29.55,10,4,0,36,18,46,0.15,5,Snow,312<br />
2015-2-16,11,2,-8,-10,-15,-20,57,47,37,30.21,30.16,30.09,10,10,10,24,14,31,0.00,3,,294<br />
2015-2-17,21,11,0,0,-7,-12,72,54,36,30.11,29.98,29.89,10,10,10,8,2,10,0.00,5,,11<br />
2015-2-18,27,10,-7,18,3,-12,87,63,38,29.98,29.84,29.69,10,8,1,10,1,13,0.01,4,Snow,142<br />
2015-2-19,20,12,4,16,4,-8,80,65,49,29.91,29.74,29.65,10,7,1,35,17,46,0.02,7,Snow,274<br />
2015-2-20,13,5,-4,-4,-8,-13,72,60,48,30.46,30.18,29.90,10,10,3,28,13,35,T,4,Snow,292<br />
2015-2-21,24,7,-10,19,5,-14,81,61,40,30.47,30.27,30.12,10,5,0,28,10,40,0.09,7,Snow,175<br />
2015-2-22,34,28,22,20,18,15,88,71,53,30.23,30.19,30.13,10,10,5,13,5,16,T,7,Snow,306<br />
2015-2-23,26,12,-3,16,-3,-12,68,57,45,30.40,30.33,30.19,10,10,10,29,15,37,T,4,Snow,298<br />
2015-2-24,19,5,-9,7,-7,-16,71,51,31,30.38,30.13,29.81,10,10,10,23,10,33,0.00,6,,180<br />
2015-2-25,29,18,7,11,5,1,67,53,39,30.08,29.86,29.73,10,10,10,28,10,34,T,3,,250<br />
2015-2-26,20,16,11,3,-2,-6,67,51,35,30.22,30.11,30.04,10,10,10,14,8,17,T,8,Snow,3<br />
2015-2-27,21,12,3,1,-3,-6,66,54,41,30.65,30.41,30.22,10,10,10,21,9,29,T,3,Snow,321<br />
2015-2-28,26,14,2,5,0,-6,69,51,33,30.83,30.76,30.67,10,10,10,13,5,16,0.00,0,,283<br />
