
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,30,21,12,21,14,3,78,71,60,30.22,29.97,29.87,10,10,8,17,8,22,0.00,5,Snow,285<br />
2015-1-2,28,18,7,21,11,0,80,72,61,30.28,30.19,30.01,10,10,10,14,6,,0.00,5,,155<br />
2015-1-3,32,22,12,24,16,4,92,79,67,30.14,29.97,29.84,10,6,1,25,13,36,0.00,6,Snow,337<br />
2015-1-4,10,2,-6,4,-10,-16,73,63,54,30.62,30.41,30.10,10,10,6,26,21,34,0.00,2,Snow,317<br />
2015-1-5,1,-5,-11,-4,-9,-18,91,75,59,30.65,30.46,30.34,10,6,1,16,8,,0.02,4,Snow,187<br />
2015-1-6,9,2,-6,-1,-7,-12,87,73,58,30.64,30.43,30.30,10,10,4,23,7,33,0.00,2,,290<br />
2015-1-7,0,-4,-9,-11,-15,-18,72,62,54,31.00,30.84,30.57,10,10,10,22,15,29,0.00,0,,285<br />
2015-1-8,15,5,-5,11,1,-13,88,74,60,30.52,29.91,29.67,10,4,0,28,12,40,0.04,6,Fog-Snow,257<br />
2015-1-9,5,2,-2,-5,-8,-12,72,65,58,30.40,30.32,30.20,10,10,6,26,18,37,0.00,2,,282<br />
2015-1-10,17,6,-5,7,-2,-9,91,76,62,30.34,30.19,30.04,10,10,6,10,4,,0.00,3,,154<br />
2015-1-11,12,8,5,6,2,-3,87,71,51,30.48,30.32,30.22,10,8,2,10,4,,0.00,6,Snow,320<br />
2015-1-12,3,-2,-7,-1,-8,-11,91,74,57,30.88,30.77,30.50,10,8,1,16,7,,0.00,0,,346<br />
2015-1-13,14,2,-11,11,-5,-16,100,82,62,30.87,30.66,30.32,10,6,0,13,3,,0.01,4,Fog-Snow,146<br />
2015-1-14,23,18,14,19,14,11,89,79,65,30.34,30.23,30.04,10,8,1,10,4,,0.00,6,Snow,208<br />
2015-1-15,35,25,15,27,21,14,96,82,72,30.09,30.01,29.94,10,9,5,18,6,25,0.00,4,,270<br />
2015-1-16,28,27,26,27,22,18,93,79,71,30.11,29.98,29.73,10,10,7,15,6,,0.00,7,,106<br />
2015-1-17,37,31,25,31,26,21,92,80,72,29.68,29.59,29.51,10,9,3,24,10,31,0.00,6,,250<br />
2015-1-18,37,30,24,27,25,22,92,76,62,30.01,29.88,29.69,10,10,10,15,9,,0.00,2,,292<br />
2015-1-19,35,28,21,29,26,20,96,85,75,30.02,29.90,29.83,10,9,2,16,5,21,0.00,6,Snow,116<br />
2015-1-20,32,30,28,29,26,24,92,85,79,30.02,29.98,29.87,9,6,2,9,6,,0.01,8,Snow,63<br />
2015-1-21,28,27,26,26,23,20,92,82,69,30.35,30.17,30.02,10,9,5,12,8,,0.00,8,Snow,349<br />
2015-1-22,28,24,21,24,19,12,85,79,63,30.46,30.36,30.21,10,10,10,14,7,,0.00,6,,215<br />
2015-1-23,39,34,30,29,25,22,92,73,61,30.18,29.96,29.83,10,10,10,12,8,,0.00,3,,233<br />
2015-1-24,41,33,25,32,29,25,100,86,70,29.81,29.69,29.59,10,9,4,12,3,26,0.00,3,Rain,288<br />
2015-1-25,35,27,19,32,18,11,92,73,53,30.12,29.97,29.71,10,9,3,14,9,21,0.01,4,Snow,57<br />
2015-1-26,44,32,21,33,27,17,92,78,65,30.01,29.85,29.72,10,10,7,17,9,23,0.00,8,Snow,249<br />
2015-1-27,35,32,30,27,26,24,85,77,70,30.22,30.16,30.03,10,10,10,12,8,,0.00,8,,112<br />
2015-1-28,30,28,27,30,27,24,96,88,82,30.15,29.94,29.83,10,5,1,17,10,25,0.00,8,,122<br />
2015-1-29,34,25,15,30,21,5,92,74,58,30.60,30.21,29.89,10,9,3,26,15,33,0.00,6,,320<br />
2015-1-30,27,18,10,19,10,3,89,71,53,30.61,30.45,30.20,10,10,9,10,7,,0.00,1,,154<br />
2015-1-31,28,24,21,23,18,9,92,75,55,30.26,30.21,30.14,10,10,9,15,6,25,0.00,7,,63<br />
