
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,69,60,50,54,51,45,100,71,42,30.12,30.04,29.95,10,5,0,10,3,12,0.00,4,Fog,72<br />
2015-2-2,73,61,48,50,43,34,96,61,25,30.12,30.04,29.95,10,10,9,9,4,13,0.00,2,,102<br />
2015-2-3,76,63,50,51,46,42,83,57,31,30.07,30.01,29.96,10,10,10,10,5,13,0.00,3,,108<br />
2015-2-4,77,65,52,50,47,44,83,58,33,30.12,30.05,30.01,10,10,10,10,5,14,0.00,1,,103<br />
2015-2-5,82,67,52,48,44,35,83,51,18,30.12,30.05,29.96,10,10,10,12,4,16,0.00,1,,107<br />
2015-2-6,84,69,54,49,41,35,64,41,18,30.12,30.06,30.01,10,10,10,13,4,17,0.00,1,,117<br />
2015-2-7,81,67,53,47,43,37,67,44,21,30.11,30.05,29.98,10,10,10,8,4,11,0.00,0,,121<br />
2015-2-8,82,69,55,45,40,31,66,41,16,30.12,30.04,29.97,10,10,9,9,4,14,0.00,0,,108<br />
2015-2-9,83,69,55,48,44,41,72,48,23,30.07,29.99,29.90,10,10,10,13,5,16,0.00,0,,114<br />
2015-2-10,83,70,57,48,41,32,67,42,17,29.95,29.89,29.82,10,10,10,15,6,21,0.00,0,,127<br />
2015-2-11,81,68,54,44,32,18,66,38,9,30.08,29.98,29.89,10,10,10,20,6,24,0.00,1,,46<br />
2015-2-12,78,68,58,37,31,27,39,28,16,30.22,30.12,30.05,10,10,10,20,8,24,0.00,1,,102<br />
2015-2-13,80,68,55,39,34,30,47,32,17,30.14,30.06,30.01,10,10,10,15,5,18,0.00,1,,104<br />
2015-2-14,83,69,54,46,39,36,59,39,18,30.08,29.99,29.91,10,10,10,9,3,12,0.00,4,,124<br />
2015-2-15,79,71,63,52,48,43,60,45,30,29.98,29.92,29.84,10,10,10,15,6,20,0.00,5,,91<br />
2015-2-16,79,67,55,51,47,43,77,53,29,29.97,29.89,29.82,10,10,10,18,6,23,0.00,1,,164<br />
2015-2-17,77,66,55,51,25,11,65,37,8,30.12,30.03,29.91,10,10,10,16,6,20,0.00,0,,77<br />
2015-2-18,79,65,50,32,25,16,41,26,10,30.16,30.07,29.99,10,10,10,13,6,16,0.00,2,,97<br />
2015-2-19,80,66,52,35,31,22,50,31,12,30.09,29.99,29.91,10,10,10,9,5,13,0.00,5,,110<br />
2015-2-20,79,67,55,38,33,30,47,32,17,29.94,29.88,29.81,10,10,10,13,4,15,0.00,6,,110<br />
2015-2-21,79,67,54,39,37,33,51,35,19,29.87,29.79,29.71,10,10,10,12,5,13,0.00,5,,91<br />
2015-2-22,72,64,56,47,44,39,61,50,38,29.83,29.79,29.74,10,10,10,15,6,23,0.00,6,,204<br />
2015-2-23,70,65,59,55,47,43,65,55,45,29.97,29.92,29.83,10,10,10,20,8,26,0.01,6,Rain,190<br />
2015-2-24,67,59,51,42,38,33,64,48,31,30.11,30.00,29.95,10,10,10,29,9,34,T,3,Rain,257<br />
2015-2-25,72,60,47,41,35,28,71,47,22,30.14,30.03,29.90,10,10,10,13,6,15,0.00,1,,109<br />
2015-2-26,77,64,51,36,30,21,54,34,13,29.91,29.81,29.70,10,10,10,14,6,19,0.00,2,,124<br />
2015-2-27,78,64,50,42,32,25,52,34,15,29.75,29.67,29.57,10,10,10,20,9,25,0.00,2,,160<br />
2015-2-28,70,65,60,47,43,36,55,45,34,29.86,29.77,29.65,10,10,10,17,6,23,T,7,,193<br />
