
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-6-1,106,92,78,37,28,18,23,14,4,29.75,29.70,29.63,10,10,10,16,7,20,0.00,1,,248<br />
2014-6-2,110,94,77,35,26,19,19,12,4,29.80,29.68,29.60,10,10,10,14,6,19,0.00,6,,120<br />
2014-6-3,108,95,81,38,25,12,19,12,4,29.73,29.66,29.60,10,10,9,16,6,19,0.00,5,,224<br />
2014-6-4,107,92,76,29,14,3,15,9,2,29.71,29.65,29.58,10,10,10,20,6,25,0.00,1,,259<br />
2014-6-5,107,92,76,31,15,-1,18,10,2,29.69,29.61,29.54,10,10,10,15,6,23,0.00,0,,243<br />
2014-6-6,107,91,75,27,18,9,15,9,3,29.66,29.59,29.53,10,10,10,16,7,28,0.00,0,,96<br />
2014-6-7,105,91,76,34,24,10,19,11,3,29.71,29.62,29.55,10,10,10,18,7,22,0.00,0,,339<br />
2014-6-8,105,92,79,41,32,26,25,16,7,29.72,29.64,29.57,10,10,10,14,5,19,0.00,0,,268<br />
2014-6-9,110,95,79,44,33,21,23,14,5,29.76,29.65,29.57,10,10,10,14,5,21,0.00,2,,178<br />
2014-6-10,109,96,83,48,43,32,29,19,8,29.77,29.65,29.56,10,10,10,24,9,29,0.00,3,,259<br />
2014-6-11,106,96,85,43,33,25,21,14,6,29.81,29.70,29.64,10,10,10,22,8,29,0.00,4,,251<br />
2014-6-12,107,94,80,52,38,27,21,15,8,29.87,29.73,29.65,10,10,10,16,7,21,0.00,1,,281<br />
2014-6-13,108,97,85,54,44,30,31,21,10,29.83,29.69,29.59,10,10,10,23,8,29,0.00,1,,271<br />
2014-6-14,103,93,83,33,16,2,14,8,2,29.76,29.64,29.59,10,10,10,24,9,31,0.00,0,,258<br />
2014-6-15,101,88,75,39,26,13,18,12,5,29.77,29.67,29.62,10,10,10,20,7,24,0.00,5,,188<br />
2014-6-16,105,90,75,34,24,14,21,13,4,29.81,29.70,29.65,10,10,10,24,10,35,0.00,3,,241<br />
2014-6-17,104,94,83,39,33,16,17,12,6,29.78,29.70,29.63,10,10,9,25,12,30,0.00,3,,249<br />
2014-6-18,100,90,79,39,34,30,23,16,9,29.80,29.73,29.68,10,10,10,23,10,30,0.00,1,,261<br />
2014-6-19,103,90,76,38,34,30,23,16,9,29.88,29.79,29.73,10,10,10,16,6,24,0.00,0,,313<br />
2014-6-20,109,94,79,41,35,29,25,16,7,29.85,29.74,29.65,10,10,10,20,7,25,0.00,1,,251<br />
2014-6-21,108,96,83,45,39,36,25,17,9,29.79,29.72,29.63,10,10,10,21,10,32,0.00,2,,262<br />
2014-6-22,107,95,83,42,27,11,23,14,4,29.84,29.72,29.63,10,10,10,20,7,24,0.00,1,,234<br />
2014-6-23,107,93,78,33,24,7,19,11,2,29.83,29.74,29.67,10,10,10,14,7,20,0.00,0,,125<br />
2014-6-24,105,93,80,37,27,21,19,12,5,29.86,29.77,29.69,10,10,10,13,6,19,0.00,1,,73<br />
2014-6-25,107,94,81,44,32,19,26,16,6,29.81,29.73,29.64,10,10,10,15,8,23,0.00,0,,190<br />
2014-6-26,105,93,80,41,34,26,23,15,7,29.81,29.68,29.59,10,10,10,23,8,27,0.00,4,,195<br />
2014-6-27,103,94,84,44,41,36,25,18,11,29.76,29.64,29.57,10,10,10,17,8,23,0.00,1,,257<br />
2014-6-28,107,95,82,48,45,39,25,19,12,29.79,29.69,29.62,10,10,10,15,7,19,0.00,0,,308<br />
2014-6-29,109,98,86,54,49,44,29,21,13,29.82,29.74,29.65,10,10,10,17,8,21,0.00,0,,257<br />
2014-6-30,109,98,87,57,47,36,36,23,9,29.80,29.71,29.61,10,10,10,16,7,22,0.00,0,,250<br />
