
MDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-4-1,51,43,35,22,18,10,56,39,21,30.10,29.98,29.87,10,10,10,35,17,50,0.00,2,,274<br />
2015-4-2,47,38,28,25,22,16,78,56,34,30.35,30.25,30.10,10,10,3,24,8,29,T,5,Snow,302<br />
2015-4-3,51,37,23,21,16,9,75,48,20,30.43,30.29,30.15,10,10,10,12,4,14,0.00,1,,93<br />
2015-4-4,51,39,27,36,25,13,92,67,41,30.15,30.03,29.89,10,10,8,30,4,33,0.02,5,Rain,290<br />
2015-4-5,40,35,30,34,30,25,96,78,59,29.98,29.86,29.77,10,6,1,17,6,20,0.05,7,Snow,335<br />
2015-4-6,45,38,31,36,31,27,92,75,57,30.01,29.85,29.75,10,9,2,14,5,17,0.09,7,Rain-Snow,296<br />
2015-4-7,52,38,24,30,24,17,92,59,26,30.08,29.98,29.88,10,10,6,14,5,17,0.00,1,,74<br />
2015-4-8,59,46,32,30,24,21,65,45,24,30.07,29.92,29.84,10,10,10,21,8,26,0.00,2,,302<br />
2015-4-9,61,46,30,32,26,21,78,51,24,30.20,30.11,30.04,10,10,10,18,5,27,0.00,2,,141<br />
2015-4-10,64,48,31,32,26,19,78,49,19,30.09,29.96,29.81,10,10,10,22,4,28,0.00,1,,280<br />
2015-4-11,61,49,36,38,28,18,70,51,31,29.84,29.72,29.64,10,10,4,30,10,37,T,3,Rain,282<br />
2015-4-12,52,42,32,27,18,10,75,47,19,30.21,30.05,29.86,10,9,2,30,14,39,T,4,Snow,272<br />
2015-4-13,72,51,29,23,18,7,69,39,8,30.23,30.01,29.77,10,10,10,24,7,32,0.00,1,,244<br />
2015-4-14,62,50,37,35,25,21,64,45,25,30.02,29.78,29.62,10,10,4,37,13,46,T,4,Snow,275<br />
2015-4-15,53,43,32,30,24,19,75,53,30,30.37,30.23,30.01,10,8,1,25,11,32,T,6,Snow,308<br />
2015-4-16,61,44,27,27,25,21,85,54,23,30.43,30.32,30.20,10,10,10,15,5,18,0.00,0,,92<br />
2015-4-17,69,49,28,29,25,20,78,47,15,30.33,30.19,30.02,10,10,10,16,6,21,0.00,0,,20<br />
2015-4-18,54,45,36,31,28,25,70,56,41,30.37,30.24,30.05,10,10,10,28,10,34,0.00,4,,327<br />
2015-4-19,59,45,31,29,26,22,70,48,26,30.38,30.23,30.05,10,10,10,15,5,19,0.00,5,,295<br />
2015-4-20,70,49,28,29,25,22,75,46,17,30.13,29.99,29.83,10,10,10,13,4,17,0.00,1,,15<br />
2015-4-21,73,54,35,31,28,25,70,45,20,29.94,29.86,29.78,10,10,10,12,4,18,0.00,1,,291<br />
2015-4-22,73,57,40,45,36,30,86,54,22,29.89,29.80,29.72,10,9,2,32,5,42,0.21,4,Rain-Thunderstorm,206<br />
2015-4-23,66,52,37,43,29,19,86,52,18,29.91,29.77,29.64,10,10,10,18,7,22,0.00,0,,295<br />
2015-4-24,50,46,41,39,34,29,71,59,46,29.78,29.70,29.62,10,10,10,22,6,29,0.05,7,Rain,267<br />
2015-4-25,56,48,40,33,27,21,67,49,30,29.95,29.85,29.78,10,10,10,20,7,24,0.00,7,,319<br />
2015-4-26,42,37,32,35,31,28,92,78,64,30.40,30.17,29.95,10,6,1,20,8,25,0.11,8,Rain-Snow,303<br />
2015-4-27,65,46,26,38,29,23,100,62,24,30.48,30.35,30.21,10,6,0,15,5,22,0.00,3,Fog,286<br />
2015-4-28,76,55,34,35,32,29,82,51,19,30.30,30.13,29.94,10,10,10,15,5,20,0.00,0,,100<br />
2015-4-29,78,60,42,42,35,29,70,46,21,30.01,29.92,29.84,10,10,10,32,8,48,0.00,3,,276<br />
2015-4-30,66,54,41,29,22,16,46,31,16,30.21,30.11,30.03,10,10,10,24,12,34,0.00,0,,278<br />
