
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-3-1,77,69,61,50,47,43,64,48,31,29.95,29.88,29.82,10,10,10,21,9,28,0.00,6,,168<br />
2015-3-2,66,59,52,51,49,47,89,73,56,29.99,29.90,29.82,10,10,4,28,8,35,0.23,7,Rain,174<br />
2015-3-3,65,56,47,49,45,38,100,70,39,29.96,29.88,29.81,10,8,0,14,5,17,0.07,5,Fog-Rain,223<br />
2015-3-4,70,59,47,45,37,27,86,54,22,30.13,29.97,29.85,10,10,10,15,6,20,0.00,1,,252<br />
2015-3-5,75,61,46,39,24,10,65,37,9,30.28,30.18,30.12,10,10,10,15,4,22,0.00,0,,66<br />
2015-3-6,83,67,51,30,19,8,41,24,6,30.14,30.04,29.94,10,10,10,28,10,33,0.00,0,,84<br />
2015-3-7,83,69,55,37,28,23,41,28,14,30.00,29.93,29.86,10,10,10,18,6,22,0.00,1,,69<br />
2015-3-8,83,69,55,41,34,24,59,36,12,29.97,29.89,29.82,10,10,10,16,5,22,0.00,1,,207<br />
2015-3-9,84,70,56,39,33,24,47,30,12,29.89,29.83,29.76,10,10,10,15,5,19,0.00,1,,144<br />
2015-3-10,87,73,58,36,26,15,37,23,8,29.97,29.89,29.83,10,10,10,13,5,16,0.00,0,,102<br />
2015-3-11,87,73,59,31,27,21,32,21,10,30.09,29.99,29.94,10,10,10,12,5,15,0.00,5,,101<br />
2015-3-12,86,77,68,38,33,28,29,21,13,29.96,29.92,29.86,10,10,10,23,8,36,0.00,7,,43<br />
2015-3-13,88,74,60,43,36,30,46,30,13,29.99,29.94,29.88,10,10,10,25,7,31,0.00,2,,94<br />
2015-3-14,88,76,63,39,34,29,40,26,12,30.13,30.03,29.96,10,10,10,20,6,25,0.00,2,,99<br />
2015-3-15,89,76,63,35,28,21,34,22,9,30.13,30.01,29.89,10,10,10,21,9,25,0.00,1,,109<br />
2015-3-16,90,78,65,39,31,24,29,21,13,29.99,29.90,29.81,10,10,10,14,7,21,0.00,0,,94<br />
2015-3-17,91,78,64,45,38,29,40,26,12,29.92,29.84,29.78,10,10,10,17,8,23,0.00,3,,204<br />
2015-3-18,81,72,62,57,47,39,84,55,26,29.95,29.90,29.84,10,10,10,26,8,32,0.02,8,Rain,191<br />
2015-3-19,70,65,60,57,53,47,90,67,44,30.02,29.95,29.89,10,10,10,13,6,21,0.01,6,Rain,306<br />
2015-3-20,81,71,61,54,48,40,78,54,29,30.08,30.00,29.93,10,10,10,24,5,31,0.00,4,,173<br />
2015-3-21,85,73,60,49,43,34,64,41,17,30.05,29.99,29.93,10,10,10,15,6,19,0.00,2,,106<br />
2015-3-22,89,75,60,47,38,28,60,36,12,30.09,30.01,29.94,10,10,10,12,6,17,0.00,3,,113<br />
2015-3-23,88,75,61,41,34,24,46,28,10,30.02,29.94,29.87,10,10,10,15,6,19,0.00,1,,78<br />
2015-3-24,86,73,59,36,29,18,36,23,9,29.99,29.89,29.81,10,10,10,13,5,20,0.00,2,,134<br />
2015-3-25,88,75,62,34,31,27,34,23,11,29.97,29.90,29.84,10,10,10,16,6,20,0.00,2,,238<br />
2015-3-26,89,77,64,35,22,14,32,20,7,30.07,30.00,29.94,10,10,10,18,6,25,0.00,2,,33<br />
2015-3-27,95,79,63,32,24,14,28,17,6,30.06,29.99,29.91,10,10,10,13,5,17,0.00,0,,86<br />
2015-3-28,95,80,64,32,24,12,28,17,5,30.04,29.95,29.88,10,10,10,13,6,18,0.00,0,,102<br />
2015-3-29,97,81,65,31,24,15,26,16,5,30.01,29.92,29.86,10,10,10,13,6,18,0.00,5,,107<br />
2015-3-30,96,83,70,35,28,24,22,15,8,29.98,29.89,29.82,10,10,10,14,5,21,0.00,5,,82<br />
2015-3-31,95,82,68,39,34,29,26,18,10,29.92,29.82,29.73,10,10,10,21,7,27,0.00,1,,224<br />
