
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-1-1,15,6,-4,2,-2,-7,86,72,58,30.54,30.45,30.21,10,9,7,6,1,7,0.00,0,,359<br />
2015-1-2,22,12,1,18,12,-2,91,79,67,30.38,30.05,29.84,10,4,1,18,4,24,0.10,7,Snow,315<br />
2015-1-3,13,8,3,8,0,-4,80,72,63,30.60,30.34,29.99,10,6,1,17,7,20,0.05,8,Snow,305<br />
2015-1-4,5,3,0,0,-3,-6,86,79,72,30.68,30.44,30.30,10,3,1,12,5,13,0.09,8,Snow,303<br />
2015-1-5,26,16,5,19,12,1,91,83,74,30.47,30.18,29.91,10,4,1,7,1,9,0.30,8,Rain-Snow,4<br />
2015-1-6,43,27,10,33,12,1,92,77,61,30.98,30.65,30.39,10,10,9,20,8,25,0.00,4,,318<br />
2015-1-7,18,12,6,8,4,1,83,75,66,31.00,30.73,30.48,10,10,7,18,4,20,0.00,3,,287<br />
2015-1-8,26,13,0,20,6,-3,91,76,61,30.90,30.67,30.28,10,9,6,30,9,36,0.00,5,,296<br />
2015-1-9,10,3,-5,3,-2,-9,87,80,73,30.77,30.52,30.29,10,9,7,5,0,5,0.00,4,,-1<br />
2015-1-10,25,17,8,18,12,4,84,73,62,30.30,30.18,29.91,10,7,5,7,1,8,0.00,3,,33<br />
2015-1-11,31,26,20,28,22,17,92,81,69,30.42,30.18,29.97,10,5,1,12,4,14,0.09,8,Snow,293<br />
2015-1-12,26,22,17,20,17,14,92,83,74,30.47,30.39,30.21,10,6,2,5,0,6,T,7,Snow,100<br />
2015-1-13,17,10,2,16,8,0,100,90,80,30.64,30.43,30.24,5,1,0,6,1,7,T,4,Fog-Snow,332<br />
2015-1-14,20,11,2,11,4,-1,100,84,67,30.62,30.47,30.28,10,2,0,6,1,6,0.00,3,Fog,340<br />
2015-1-15,23,12,1,13,4,-3,95,81,67,30.58,30.37,30.23,8,4,0,9,2,11,0.00,1,Fog,273<br />
2015-1-16,46,28,10,29,17,8,92,69,46,30.26,30.08,29.85,10,8,4,31,7,42,0.00,5,,271<br />
2015-1-17,38,32,25,21,19,17,69,58,47,30.35,30.21,30.09,10,10,10,29,7,34,0.00,1,,274<br />
2015-1-18,47,37,27,35,27,21,82,63,43,30.08,30.00,29.87,10,10,10,35,11,45,T,2,,267<br />
2015-1-19,42,37,31,31,25,22,89,67,45,30.29,30.22,30.10,10,10,9,29,12,37,T,5,Rain-Snow,276<br />
2015-1-20,38,33,27,25,20,17,69,59,48,30.45,30.38,30.22,10,10,10,18,9,23,0.00,6,,278<br />
2015-1-21,33,26,19,19,16,11,84,69,53,30.52,30.45,30.40,10,10,10,12,2,13,0.00,2,,136<br />
2015-1-22,42,29,15,24,16,10,74,57,40,30.45,30.39,30.19,10,10,10,25,5,32,T,5,,267<br />
2015-1-23,45,40,35,30,28,23,76,65,53,30.48,30.40,30.27,10,10,10,24,11,28,0.00,1,,260<br />
2015-1-24,50,43,35,38,34,29,82,68,53,30.29,30.23,30.17,10,10,10,28,10,37,0.00,6,,263<br />
2015-1-25,63,50,37,38,34,29,76,53,30,30.30,30.21,30.14,10,10,10,23,6,31,0.00,2,,271<br />
2015-1-26,53,42,30,35,30,27,82,64,46,30.29,30.20,30.10,10,10,10,9,2,11,0.00,0,,256<br />
2015-1-27,50,39,28,33,30,25,92,73,54,30.16,30.09,30.02,10,10,7,6,1,8,0.00,0,,242<br />
2015-1-28,51,41,30,31,25,21,89,61,32,30.50,30.30,30.03,10,10,10,22,10,29,0.00,2,,258<br />
2015-1-29,45,34,22,29,24,20,88,69,49,30.57,30.48,30.40,10,10,9,9,2,13,0.00,0,,215<br />
2015-1-30,45,34,22,27,22,19,88,69,49,30.45,30.34,30.15,10,10,7,9,2,10,0.00,0,,253<br />
2015-1-31,31,24,17,24,15,7,88,75,62,30.51,30.31,30.11,10,8,2,23,9,28,0.01,7,Snow,330<br />
