
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,27,22,16,26,17,11,100,84,67,30.32,30.20,29.99,10,7,0,20,8,24,0.10,6,Fog-Snow,87<br />
2015-2-2,49,35,21,24,19,15,77,54,31,30.12,30.06,29.95,10,10,10,23,10,30,0.00,4,,195<br />
2015-2-3,59,46,32,27,23,20,64,44,24,30.02,29.93,29.86,10,10,10,14,8,17,0.00,4,,147<br />
2015-2-4,42,32,22,30,22,18,100,72,43,30.35,30.18,29.84,10,7,0,22,9,32,T,7,Fog-Snow,87<br />
2015-2-5,64,44,24,27,18,10,88,51,13,30.20,30.12,30.00,10,10,10,17,7,21,0.00,6,,203<br />
2015-2-6,71,56,41,13,8,3,25,17,8,30.07,29.93,29.81,10,10,10,23,13,27,0.00,4,,220<br />
2015-2-7,72,56,39,20,13,4,34,21,8,29.95,29.81,29.67,10,10,10,26,7,34,0.00,2,,219<br />
2015-2-8,67,52,37,23,17,3,45,27,8,30.15,30.02,29.86,10,10,10,24,8,29,0.00,1,,286<br />
2015-2-9,70,51,32,23,19,15,56,34,12,30.14,29.99,29.82,10,10,10,20,9,23,0.00,0,,164<br />
2015-2-10,58,47,35,28,23,19,55,41,27,30.22,30.01,29.85,10,10,10,23,9,27,0.00,4,,75<br />
2015-2-11,46,38,30,32,29,23,100,73,45,30.47,30.38,30.25,10,6,0,14,5,20,0.21,5,Fog-Snow,11<br />
2015-2-12,61,45,28,27,20,8,85,49,12,30.39,30.24,30.09,10,10,10,15,7,20,0.00,4,,165<br />
2015-2-13,62,48,33,27,25,23,69,46,23,30.32,30.23,30.15,10,10,10,10,3,15,0.00,2,,140<br />
2015-2-14,62,47,32,25,20,14,70,42,14,30.19,30.06,29.90,10,10,10,16,4,19,0.00,4,,167<br />
2015-2-15,45,36,26,30,26,24,100,66,31,30.22,30.10,29.94,10,6,1,18,7,23,0.09,7,Snow,10<br />
2015-2-16,28,23,17,25,23,17,100,92,84,30.30,30.15,30.05,10,2,0,17,5,20,0.46,8,Fog-Snow,14<br />
2015-2-17,33,22,11,15,11,7,96,65,33,30.31,30.22,30.12,10,10,9,16,7,19,T,3,Snow,149<br />
2015-2-18,47,29,11,21,15,7,88,60,31,30.29,30.21,30.10,10,10,10,13,6,14,0.00,1,,153<br />
2015-2-19,60,46,31,24,20,15,61,41,20,30.07,29.94,29.79,10,10,10,24,8,31,0.00,3,,150<br />
2015-2-20,53,41,28,32,26,16,100,63,26,29.99,29.85,29.70,10,8,1,28,10,33,T,6,Snow,348<br />
2015-2-21,31,22,13,30,23,11,100,93,85,30.39,30.05,29.89,10,3,0,31,6,36,0.13,8,Fog-Snow,47<br />
2015-2-22,13,11,8,11,7,4,92,84,76,30.62,30.41,30.22,5,2,0,13,8,17,0.02,8,Snow,25<br />
2015-2-23,20,13,5,10,6,2,91,76,61,30.60,30.39,30.11,10,6,1,10,3,12,0.11,5,Snow,186<br />
2015-2-24,39,22,5,16,9,0,80,55,29,30.37,30.18,29.93,10,10,10,13,5,13,0.00,0,,166<br />
2015-2-25,41,28,15,29,23,14,100,69,38,30.29,30.01,29.84,10,4,0,25,8,33,0.11,7,Fog-Snow,30<br />
2015-2-26,17,11,4,12,8,2,96,86,76,30.35,30.22,30.06,10,3,0,17,7,20,0.01,8,Fog-Snow,77<br />
2015-2-27,21,10,-1,8,2,-4,87,69,51,30.29,30.19,30.11,10,10,7,12,6,14,T,4,Snow,156<br />
2015-2-28,22,10,-2,11,6,-4,95,76,57,30.23,30.15,29.86,10,9,5,12,4,17,0.00,4,Fog,347<br />
