
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-1-1,39,28,17,30,24,15,100,74,48,30.41,30.17,29.87,10,6,0,24,7,30,0.04,6,Fog-Snow,30<br />
2014-1-2,48,32,16,22,16,9,77,50,22,30.38,30.24,30.00,10,10,10,15,8,20,0.00,2,,162<br />
2014-1-3,61,46,31,18,15,8,47,30,13,29.98,29.72,29.55,10,10,10,17,9,21,0.00,2,,206<br />
2014-1-4,39,21,2,25,16,2,92,68,44,30.24,29.94,29.62,10,3,0,18,11,26,0.10,8,Fog-Snow,33<br />
2014-1-5,14,5,-4,4,1,-7,88,73,58,30.60,30.30,30.07,10,5,0,20,8,24,0.02,7,Fog-Snow,21<br />
2014-1-6,37,17,-4,15,5,-10,75,57,38,30.50,30.37,30.16,10,10,5,18,9,22,0.00,1,,177<br />
2014-1-7,43,36,28,23,18,13,63,48,33,30.14,30.03,29.93,10,10,10,21,9,24,0.00,5,,214<br />
2014-1-8,38,28,17,21,18,14,84,66,48,30.16,30.08,30.01,10,10,10,14,6,17,0.00,6,,166<br />
2014-1-9,46,33,19,18,14,11,77,51,25,29.99,29.84,29.67,10,10,10,24,6,33,0.00,4,,165<br />
2014-1-10,39,32,25,18,9,0,63,45,27,29.92,29.78,29.69,10,10,10,36,15,48,0.00,3,,305<br />
2014-1-11,55,39,23,23,19,13,60,44,28,30.04,29.85,29.59,10,10,10,26,8,35,0.00,5,,211<br />
2014-1-12,46,35,24,24,12,3,59,43,27,30.02,29.74,29.54,10,10,10,36,11,45,T,4,,289<br />
2014-1-13,46,34,21,13,9,3,46,35,23,30.03,29.99,29.92,10,10,10,32,13,45,0.00,3,,302<br />
2014-1-14,39,28,17,23,19,11,88,60,32,30.49,30.33,30.02,10,6,0,26,8,33,0.03,6,Fog-Snow,3<br />
2014-1-15,54,37,19,21,14,10,74,48,22,30.37,30.17,30.03,10,10,10,29,8,35,0.00,4,,261<br />
2014-1-16,45,34,23,17,12,6,68,47,25,30.37,30.21,30.05,10,10,10,23,11,28,0.00,4,,44<br />
2014-1-17,52,36,20,15,12,9,74,46,17,30.28,30.14,30.02,10,10,10,20,8,24,0.00,1,,270<br />
2014-1-18,52,37,22,18,13,8,65,41,17,30.29,30.18,30.10,10,10,10,17,5,19,0.00,0,,182<br />
2014-1-19,62,44,26,14,5,-1,40,25,10,30.10,30.01,29.91,10,10,10,17,9,21,0.00,1,,250<br />
2014-1-20,45,35,24,17,13,5,68,45,21,30.45,30.26,29.92,10,10,10,24,8,32,0.00,1,,105<br />
2014-1-21,62,43,23,13,-6,-25,62,32,2,30.40,30.19,30.04,10,10,10,28,12,37,0.00,0,,235<br />
2014-1-22,40,31,21,22,14,5,88,59,29,30.27,30.16,30.06,10,9,3,18,9,22,T,5,Snow,83<br />
2014-1-23,25,15,5,19,8,2,92,76,59,30.67,30.49,30.19,10,6,1,18,8,23,0.01,4,Snow,57<br />
2014-1-24,57,38,18,19,8,0,59,36,13,30.45,30.28,30.14,10,10,10,18,10,22,0.00,1,,252<br />
2014-1-25,60,44,27,21,17,13,58,39,19,30.20,30.04,29.89,10,10,10,24,8,31,0.00,1,,193<br />
2014-1-26,57,37,16,25,14,7,73,44,15,30.23,29.95,29.71,10,9,4,31,10,39,T,4,Snow,13<br />
2014-1-27,20,17,13,14,10,6,88,72,56,30.32,30.17,29.98,10,6,1,16,7,21,0.02,8,Snow,7<br />
2014-1-28,32,17,1,11,4,-3,92,58,23,30.42,30.23,30.01,10,7,0,17,6,23,T,3,Fog-Snow,181<br />
2014-1-29,50,34,18,25,15,1,52,39,26,30.09,29.81,29.39,10,10,10,31,6,39,0.00,5,,169<br />
2014-1-30,48,38,28,34,27,17,100,67,33,29.69,29.63,29.40,10,6,1,21,10,26,0.26,8,Snow,71<br />
2014-1-31,28,22,16,26,17,14,92,83,74,29.91,29.79,29.64,4,2,0,24,8,29,0.28,8,Fog-Snow,3<br />
