
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,26,19,11,20,13,7,84,73,62,30.53,30.32,30.11,10,10,6,7,2,8,T,5,Snow,304<br />
2015-2-2,47,36,25,28,25,21,81,62,42,30.13,29.98,29.77,10,10,8,26,6,33,0.00,5,,254<br />
2015-2-3,50,34,18,30,21,11,74,57,39,30.32,30.04,29.81,10,9,1,26,13,38,0.01,6,Snow,308<br />
2015-2-4,34,26,17,25,17,10,80,70,59,30.38,30.25,30.13,10,9,6,9,1,10,T,4,,345<br />
2015-2-5,55,41,27,31,27,24,85,59,32,30.11,29.93,29.82,10,10,7,15,3,20,0.00,2,,173<br />
2015-2-6,67,52,37,27,23,19,51,35,18,29.83,29.68,29.56,10,10,10,29,11,41,0.00,1,,196<br />
2015-2-7,60,52,43,39,33,28,71,51,30,29.89,29.68,29.55,10,10,10,31,11,45,T,5,,256<br />
2015-2-8,59,48,36,35,29,24,70,50,30,30.11,30.04,29.88,10,10,10,23,8,32,0.00,2,,293<br />
2015-2-9,51,43,34,40,35,29,89,75,61,30.03,29.91,29.80,10,10,2,16,4,20,0.22,6,Rain,276<br />
2015-2-10,50,43,36,37,34,32,85,71,56,30.41,30.20,30.02,10,10,10,17,7,21,0.01,7,Rain,259<br />
2015-2-11,52,40,27,35,32,25,92,72,52,30.49,30.38,30.22,10,10,9,8,2,10,0.00,1,,214<br />
2015-2-12,56,46,35,33,28,24,85,60,35,30.31,30.28,30.23,10,10,10,23,7,28,0.00,4,,263<br />
2015-2-13,61,47,32,36,30,23,70,52,33,30.38,30.28,30.17,10,10,10,16,4,21,0.00,0,,305<br />
2015-2-14,61,46,30,33,30,26,89,58,27,30.27,30.16,30.05,10,10,10,23,6,27,0.00,3,,302<br />
2015-2-15,43,38,32,33,30,28,89,73,57,30.38,30.29,30.20,10,9,3,17,4,21,T,7,Snow,295<br />
2015-2-16,39,34,28,30,23,17,82,63,44,30.53,30.44,30.25,10,9,1,20,7,24,T,8,Snow,305<br />
2015-2-17,45,33,21,24,19,11,81,53,25,30.43,30.32,30.19,10,10,10,14,4,17,0.00,4,,271<br />
2015-2-18,57,43,28,23,18,13,63,42,20,30.30,30.17,30.05,10,10,10,21,7,26,0.00,2,,295<br />
2015-2-19,51,45,38,28,23,18,60,45,29,30.12,30.04,29.99,10,10,10,21,9,29,0.00,3,,277<br />
2015-2-20,47,40,32,32,28,21,89,63,37,30.18,30.04,29.93,10,7,1,26,11,32,0.09,8,Snow,296<br />
2015-2-21,32,20,7,28,15,0,78,70,61,30.74,30.42,30.10,10,7,0,30,11,36,T,6,Fog-Snow,328<br />
2015-2-22,21,10,-1,5,0,-6,79,61,43,30.76,30.69,30.47,10,10,10,10,3,11,0.00,0,,225<br />
2015-2-23,30,16,2,18,6,-2,87,61,34,30.69,30.60,30.40,10,10,10,8,2,10,0.00,2,,11<br />
2015-2-24,48,32,15,26,17,10,80,57,34,30.52,30.26,29.95,10,10,10,28,5,36,0.00,4,,252<br />
2015-2-25,42,30,18,29,21,13,88,62,36,30.47,30.30,30.03,10,7,1,24,11,28,0.02,8,Snow,319<br />
2015-2-26,26,19,12,13,10,6,88,69,50,30.49,30.33,30.17,10,6,2,12,5,14,0.03,6,Snow,274<br />
2015-2-27,27,18,8,11,8,3,80,65,50,30.27,30.18,29.94,10,10,10,22,7,26,0.00,5,,319<br />
2015-2-28,27,19,10,9,5,-5,73,52,31,30.40,30.28,30.10,10,10,10,14,6,18,0.00,6,,307<br />
