
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,26,17,8,22,10,0,88,82,76,30.16,30.05,29.94,10,2,0,32,21,39,0.32,8,Fog-Snow,30<br />
2015-2-2,15,6,-4,1,-2,-6,86,70,53,30.27,30.20,30.12,10,10,10,18,6,23,0.00,2,,278<br />
2015-2-3,17,7,-3,14,8,-6,91,79,67,30.18,30.08,30.01,10,6,0,10,4,12,0.14,6,Fog-Snow,224<br />
2015-2-4,19,12,4,12,5,-7,88,67,45,30.45,30.21,30.01,10,10,8,17,8,25,0.00,5,,321<br />
2015-2-5,14,2,-10,-1,-4,-12,83,67,51,30.51,30.38,30.22,10,10,10,17,7,22,0.00,1,,222<br />
2015-2-6,27,19,10,15,10,0,77,66,55,30.21,30.10,29.94,10,10,6,13,5,15,0.00,4,,179<br />
2015-2-7,38,25,12,32,23,9,89,80,70,29.94,29.74,29.60,7,4,2,13,3,25,0.00,6,,160<br />
2015-2-8,34,27,19,31,24,13,92,83,73,30.14,29.81,29.58,10,4,1,23,12,27,T,7,Rain-Snow,12<br />
2015-2-9,26,16,5,14,11,2,84,70,55,30.34,30.25,30.12,10,10,10,20,8,23,0.00,4,,14<br />
2015-2-10,29,16,2,23,15,-1,88,76,63,30.33,30.17,29.98,10,9,7,22,8,28,0.01,6,Snow,168<br />
2015-2-11,33,24,14,28,18,2,85,69,53,30.21,30.05,29.92,10,8,2,22,11,30,T,7,Snow,289<br />
2015-2-12,14,7,0,7,-2,-6,75,62,48,30.54,30.43,30.20,10,9,2,23,9,30,0.01,5,Snow,334<br />
2015-2-13,27,12,-3,18,8,-6,79,71,62,30.40,30.08,29.87,10,10,9,16,6,26,T,7,Snow,244<br />
2015-2-14,26,12,-3,14,-4,-16,63,51,39,30.59,30.16,29.85,10,7,0,26,15,39,T,5,Snow,333<br />
2015-2-15,11,3,-5,2,-7,-17,65,58,51,30.65,30.55,30.38,10,10,10,13,6,15,0.00,6,,36<br />
2015-2-16,17,14,11,10,4,2,73,61,49,30.40,30.16,29.96,10,10,5,8,5,14,T,8,Snow,217<br />
2015-2-17,18,12,5,12,2,-6,80,66,51,30.01,29.94,29.88,10,8,3,15,7,21,T,7,Snow,305<br />
2015-2-18,6,0,-7,0,-10,-19,87,66,44,30.32,30.06,29.84,10,9,3,21,10,29,T,5,Snow,314<br />
2015-2-19,5,-3,-11,-14,-17,-20,64,53,42,30.45,30.39,30.25,10,10,10,15,5,20,0.00,0,,303<br />
2015-2-20,20,7,-7,11,0,-13,76,67,58,30.36,30.10,29.92,10,7,2,23,12,28,T,7,Snow,181<br />
2015-2-21,30,23,16,17,13,5,80,67,53,30.25,30.01,29.86,10,9,7,16,6,22,0.00,7,,317<br />
2015-2-22,16,6,-4,4,-7,-15,69,57,45,30.76,30.53,30.27,10,10,10,18,10,24,0.00,1,,317<br />
2015-2-23,9,-1,-12,-5,-13,-19,72,57,41,30.78,30.57,30.17,10,10,10,14,6,20,0.00,1,,242<br />
2015-2-24,35,22,8,20,6,-5,68,51,34,30.13,29.78,29.65,10,10,8,17,11,26,T,4,Snow,261<br />
2015-2-25,18,11,4,9,3,-7,84,63,42,30.15,30.02,29.90,10,6,1,17,5,19,0.06,7,Snow,41<br />
2015-2-26,14,7,0,6,-5,-9,80,63,46,30.50,30.35,30.17,10,10,10,18,9,22,0.00,3,,350<br />
2015-2-27,16,6,-5,-4,-7,-11,72,57,42,30.67,30.60,30.45,10,10,10,10,4,15,0.00,0,,254<br />
2015-2-28,17,4,-9,9,-3,-14,83,65,46,30.74,30.62,30.42,10,9,3,15,7,19,T,4,Snow,181<br />
